LSOA_code,FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodCyct,FoodCyc15n,FoodCart,FoodCar15n
E01001336,8,5,10,100,7,9,7,10
E01001337,9,4,10,75,8,10,8,10
E01001338,8,4,10,100,8,9,8,10
E01001339,18,0,10,0,11,5,10,10
E01001340,9,2,10,100,8,10,9,10
E01001341,4,3,10,100,7,7,7,10
E01001342,5,3,10,100,7,8,7,9
E01001343,9,2,10,100,8,6,8,10
E01001344,9,4,10,100,9,7,8,10
E01001345,8,4,10,100,8,10,7,10
E01001346,5,2,10,100,7,7,7,10
E01001347,7,2,10,100,9,7,9,9
E01001348,6,3,10,100,7,9,8,10
E01001349,6,4,10,100,8,10,8,10
E01001350,9,5,10,100,8,10,7,10
E01001351,4,10,10,100,7,10,7,10
E01001352,2,9,10,100,6,10,6,10
E01001353,4,9,10,100,6,10,6,10
E01001354,2,10,10,100,6,10,6,10
E01001355,8,10,10,100,8,10,8,10
E01001356,6,9,10,100,7,10,7,10
E01001357,8,8,10,100,8,10,7,10
E01001358,5,8,10,100,7,10,7,10
E01001359,10,5,10,100,8,9,9,10
E01001360,6,4,10,100,7,8,7,10
E01001361,5,4,10,100,7,9,7,10
E01001362,7,3,10,100,8,7,7,10
E01001363,10,4,10,100,8,9,10,10
E01001364,13,1,10,49,9,8,10,10
E01001365,10,2,10,100,9,8,8,10
E01001366,12,2,10,100,9,7,8,10
E01001367,4,4,10,100,7,9,7,10
E01001368,10,2,10,100,8,7,8,10
E01001369,5,4,10,100,7,9,7,10
E01001370,9,3,10,100,8,9,7,10
E01001371,8,3,10,100,7,9,7,10
E01001372,5,2,10,100,7,9,7,10
E01001373,8,2,10,100,8,8,7,10
E01001374,9,9,10,100,8,10,8,10
E01001375,10,8,10,100,9,10,8,10
E01001376,10,8,10,100,8,10,8,10
E01001377,5,9,10,100,7,10,7,10
E01001379,7,7,10,100,8,10,7,10
E01001380,8,10,10,100,8,10,7,10
E01001381,5,10,10,100,7,10,7,10
E01001382,4,7,10,100,6,10,6,10
E01001383,7,9,10,100,7,10,7,10
E01001384,5,9,10,100,7,10,6,10
E01001385,2,9,10,100,6,10,6,10
E01001386,6,9,10,100,7,10,7,10
E01001387,6,9,10,100,7,10,7,10
E01001388,5,10,10,100,7,10,6,10
E01001389,4,10,10,100,6,10,6,10
E01001390,4,7,10,100,6,10,6,10
E01001391,5,7,10,100,7,10,7,10
E01001392,4,5,10,100,6,10,6,10
E01001393,8,7,10,100,8,10,7,10
E01001394,7,5,10,100,7,10,9,10
E01001395,14,1,10,83,10,9,10,10
E01001396,4,8,10,100,7,10,7,10
E01001397,12,2,10,100,10,10,10,10
E01001398,6,8,10,100,7,10,6,10
E01001399,4,5,10,100,7,10,6,10
E01001400,6,6,10,100,7,10,7,10
E01001401,6,6,10,100,7,10,7,10
E01001402,5,7,10,100,7,10,6,10
E01001403,7,6,10,100,8,10,7,10
E01001404,8,4,10,100,9,10,7,10
E01001405,7,10,10,100,7,10,7,10
E01001406,2,9,10,100,6,10,6,10
E01001407,7,4,10,100,10,10,9,10
E01001408,3,8,10,100,6,10,6,10
E01001409,10,4,10,100,10,10,9,10
E01001410,8,2,10,100,12,10,11,10
E01001411,2,9,10,100,6,10,6,10
E01001412,14,0,10,43,12,5,10,10
E01001413,8,5,10,100,8,10,7,10
E01001414,5,8,10,100,7,10,7,10
E01001415,3,7,10,100,6,10,6,10
E01001416,9,3,10,100,8,10,7,10
E01001417,14,2,10,44,12,3,9,9
E01001418,9,5,10,100,8,10,8,10
E01001419,7,5,10,100,7,10,7,10
E01001420,9,4,10,100,8,10,7,10
E01001421,5,7,10,100,7,10,7,10
E01001422,19,1,8,25,15,1,10,8
E01001423,6,4,10,100,8,10,8,10
E01001424,4,7,10,100,8,10,8,10
E01001425,7,7,10,100,7,10,7,10
E01001426,8,5,10,100,9,10,8,10
E01001427,13,3,10,100,10,10,9,10
E01001428,8,5,10,100,9,10,8,10
E01001429,3,8,10,100,6,10,6,10
E01001430,7,7,10,100,8,10,7,10
E01001431,12,3,10,100,10,10,9,10
E01001432,8,5,10,100,8,10,7,10
E01001433,13,3,10,100,9,8,8,10
E01001434,11,3,10,100,9,8,8,10
E01001435,7,6,10,100,7,10,7,10
E01001436,8,4,10,100,8,10,7,10
E01001437,11,3,10,100,9,8,8,10
E01001438,10,3,10,100,8,8,8,10
E01001439,3,6,10,100,6,10,6,10
E01001440,6,6,10,100,7,10,7,10
E01001441,5,6,10,100,7,9,7,10
E01001442,4,6,10,100,7,10,7,10
E01001444,13,3,10,61,10,10,9,10
E01001445,10,1,10,76,9,8,9,10
E01001446,8,6,10,100,8,10,7,10
E01001447,13,1,10,84,9,10,9,10
E01001448,9,2,10,100,8,10,8,10
E01001449,13,2,10,100,9,9,10,10
E01001450,3,10,10,100,6,10,6,10
E01001451,5,6,10,100,7,10,7,10
E01001452,9,4,10,100,8,10,7,10
E01001453,12,2,10,62,9,9,9,10
E01001454,11,8,10,100,9,10,8,10
E01001455,5,7,10,100,6,10,6,10
E01001456,6,5,10,100,7,10,7,10
E01001457,6,5,10,100,7,10,7,10
E01001458,10,3,10,100,9,10,10,10
E01001459,8,1,10,100,7,10,8,10
E01001460,8,6,10,100,8,10,7,10
E01001461,5,4,10,100,7,10,7,10
E01001462,13,4,10,100,9,10,8,10
E01001463,12,2,10,100,10,10,9,10
E01001464,12,3,10,100,9,10,8,10
E01001465,13,1,10,52,11,7,11,10
E01001466,11,2,10,100,9,10,9,10
E01001467,15,1,10,81,10,9,10,10
E01001468,11,4,10,100,9,9,9,10
E01001469,7,6,10,100,8,10,7,10
E01001470,13,4,10,100,10,9,8,10
E01001471,12,4,10,100,9,10,8,10
E01001472,6,5,10,100,7,10,7,10
E01001473,10,1,10,100,9,6,7,10
E01001474,9,5,10,100,8,10,7,10
E01001475,9,1,10,100,8,8,8,10
E01001476,6,2,10,100,8,9,7,10
E01001477,10,2,10,100,9,8,8,10
E01001478,11,4,10,100,8,10,7,10
E01001479,11,4,10,100,9,10,8,10
E01001480,11,1,10,70,8,10,8,10
E01001481,9,2,10,100,8,8,7,10
E01001482,11,3,10,100,9,9,8,10
E01001483,4,2,10,100,6,8,6,10
E01001484,10,2,10,100,8,10,8,10
E01001485,4,6,10,100,7,10,7,10
E01001486,7,5,10,100,8,10,7,10
E01001487,10,6,10,100,9,10,8,10
E01001488,11,5,10,100,9,10,8,10
E01001489,7,4,10,100,8,9,7,10
E01001491,8,5,10,100,8,10,8,10
E01001492,7,6,10,100,8,10,7,10
E01001493,11,5,10,100,9,10,8,10
E01001494,7,1,10,100,10,10,6,10
E01001495,6,8,10,100,7,10,7,10
E01001496,11,2,10,100,10,10,8,10
E01001497,4,1,10,100,8,10,7,10
E01001498,3,8,10,100,6,10,6,10
E01001499,12,2,10,100,10,10,8,10
E01001500,6,5,10,100,7,10,7,10
E01001501,5,6,10,100,7,10,7,10
E01001502,7,1,10,100,8,9,8,10
E01001503,6,3,10,100,7,10,7,10
E01001504,9,3,10,100,8,10,8,10
E01001505,6,6,10,100,7,10,8,10
E01001506,12,2,10,100,10,10,9,10
E01001507,6,3,10,100,7,10,8,10
E01001508,7,4,10,100,8,10,7,10
E01001509,12,2,10,100,9,10,9,10
E01001510,11,1,10,100,10,10,9,10
E01001511,6,7,10,100,7,10,7,10
E01001512,6,8,10,100,7,10,7,10
E01001513,8,4,10,100,8,10,7,10
E01001514,5,8,10,100,7,10,7,10
E01001515,3,6,10,100,7,10,6,10
E01001516,7,5,10,100,9,9,8,10
E01001517,4,6,10,100,7,10,7,10
E01001518,7,9,10,100,8,10,7,10
E01001519,5,7,10,100,7,10,7,10
E01001520,7,5,10,100,8,9,7,10
E01001521,8,7,10,100,8,10,7,10
E01001522,5,1,10,100,7,7,7,10
E01001523,11,3,10,100,9,10,8,10
E01001524,10,4,10,100,8,10,7,10
E01001525,5,6,10,100,7,10,7,10
E01001526,11,3,10,100,9,10,7,10
E01001527,7,9,10,100,8,10,7,10
E01001528,6,7,10,100,7,10,7,10
E01001529,4,9,10,100,7,10,6,10
E01001530,8,4,10,100,8,10,8,10
E01001531,7,4,10,100,8,10,7,10
E01001532,5,7,10,100,7,10,7,10
E01001533,7,5,10,100,8,10,7,10
E01001534,6,5,10,100,7,9,7,10
E01001535,10,7,10,100,9,10,8,10
E01001536,5,10,10,100,7,10,7,10
E01001537,12,7,10,100,10,10,8,10
E01001538,11,7,10,100,9,10,8,10
E01001539,7,7,10,100,7,10,7,10
E01001540,3,9,10,100,6,10,6,10
E01001541,4,10,10,100,7,10,6,10
E01001542,5,9,10,100,7,10,7,10
E01001543,9,5,10,100,8,10,8,10
E01001544,5,8,10,100,7,10,7,10
E01001545,8,2,10,100,8,10,8,10
E01001546,10,5,10,100,8,10,8,10
E01001547,5,5,10,100,7,10,7,10
E01001548,9,5,10,100,8,10,7,10
E01001549,5,5,10,100,7,10,6,10
E01001550,6,5,10,100,8,9,7,10
E01001551,4,2,10,100,7,10,7,10
E01001552,9,7,10,100,8,10,8,10
E01001553,15,1,10,76,11,10,11,10
E01001554,2,8,10,100,6,10,6,10
E01001555,5,5,10,100,7,10,7,10
E01001556,18,0,10,0,11,10,10,10
E01001557,9,4,10,100,8,10,8,10
E01001558,3,8,10,100,6,10,7,10
E01001559,11,4,10,100,9,10,8,10
E01001560,16,1,10,24,12,10,11,10
E01001562,15,1,10,50,10,8,11,10
E01001563,10,7,10,100,8,10,7,10
E01001564,8,6,10,100,8,10,7,10
E01001565,10,5,10,100,8,10,7,10
E01001566,4,6,10,100,7,10,6,10
E01001567,11,5,10,100,9,10,8,10
E01001568,13,3,10,100,9,10,9,10
E01001569,5,9,10,100,7,10,7,10
E01001570,7,6,10,100,7,10,7,10
E01001571,3,8,10,100,6,10,6,10
E01001572,4,7,10,100,6,10,6,10
E01001573,7,10,10,100,7,10,6,10
E01001574,5,6,10,100,7,10,7,10
E01001575,4,6,10,100,7,10,7,10
E01001576,6,5,10,100,7,10,8,10
E01001577,5,9,10,100,7,10,7,10
E01001578,6,7,10,100,7,10,7,10
E01001579,5,6,10,100,7,10,8,10
E01001580,5,8,10,100,7,10,7,10
E01001581,4,9,10,100,6,10,7,10
E01001582,6,4,10,80,7,10,7,10
E01001583,8,6,10,100,8,10,7,10
E01001584,10,4,10,100,8,10,8,10
E01001585,8,9,10,100,8,10,8,10
E01001586,8,8,10,100,8,10,8,10
E01001587,8,7,10,100,8,10,7,10
E01001588,7,9,10,100,7,10,7,10
E01001589,6,7,10,100,7,10,7,10
E01001590,3,10,10,100,6,10,6,10
E01001591,5,9,10,100,7,10,7,10
E01001592,6,10,10,100,7,10,7,10
E01001593,7,8,10,100,7,10,7,10
E01001594,3,10,10,100,6,10,6,10
E01001595,4,8,10,100,7,10,7,10
E01001596,10,5,10,100,8,10,7,10
E01001597,4,7,10,100,7,10,6,10
E01001598,8,7,10,100,8,10,8,10
E01001599,5,5,10,100,7,10,7,10
E01001600,7,6,10,100,8,10,7,10
E01001601,11,4,10,100,9,10,8,10
E01001602,5,6,10,100,7,10,6,10
E01001603,5,6,10,100,7,10,6,10
E01001604,3,10,10,100,6,10,6,10
E01001605,10,2,10,100,9,10,8,10
E01001606,7,6,10,100,7,10,7,10
E01001607,4,8,10,100,6,10,6,10
E01001608,7,8,10,100,8,10,7,10
E01001609,5,10,10,100,7,10,7,10
E01001610,7,5,10,100,8,10,7,10
E01001611,7,7,10,100,7,10,6,10
E01001613,8,10,10,100,8,10,7,10
E01001614,7,4,10,100,7,10,7,10
E01001615,7,10,10,100,7,10,7,10
E01001617,4,7,10,100,7,10,6,10
E01001618,6,6,10,100,7,10,6,10
E01001619,4,7,10,100,7,10,7,10
E01001620,4,10,10,100,7,10,7,10
E01001621,6,10,10,100,7,10,7,10
E01001623,9,6,10,100,8,10,8,10
E01001624,7,9,10,100,7,10,7,10
E01001625,7,8,10,100,8,10,7,10
E01001629,8,10,10,100,7,10,8,10
E01001631,4,10,10,100,6,10,8,10
E01001632,3,10,10,100,6,10,6,10
E01001633,6,9,10,100,7,10,7,10
E01001634,5,10,10,100,7,10,7,10
E01001635,5,10,10,100,7,10,7,10
E01001636,4,10,10,100,7,10,6,10
E01001637,3,9,10,100,6,10,6,10
E01001638,7,10,10,100,8,10,8,10
E01001640,3,10,10,100,6,10,6,10
E01001641,4,10,10,100,7,10,7,10
E01001642,8,5,10,100,8,10,7,10
E01001644,6,9,10,100,7,10,6,10
E01001645,9,5,10,100,9,10,8,10
E01001646,4,4,10,100,7,10,6,10
E01001647,6,6,10,100,8,10,8,10
E01001648,8,5,10,100,9,10,8,10
E01001649,13,4,10,100,9,10,8,10
E01001650,6,6,10,100,7,10,7,10
E01001651,8,4,10,100,8,10,7,10
E01001652,3,7,10,100,7,10,6,10
E01001653,4,6,10,100,7,10,7,10
E01001654,14,2,10,81,10,10,9,10
E01001655,6,8,10,100,7,10,7,10
E01001656,12,3,10,100,9,10,9,10
E01001657,6,9,10,100,7,10,7,10
E01001658,10,5,10,100,9,10,8,10
E01001659,6,9,10,100,7,10,8,10
E01001660,9,2,10,100,8,10,8,10
E01001661,6,9,10,100,7,10,7,10
E01001662,4,8,10,100,6,10,6,10
E01001664,3,9,10,100,6,10,6,10
E01001665,3,9,10,100,6,10,6,10
E01001666,2,10,10,100,6,10,6,10
E01001667,4,9,10,100,6,10,7,10
E01001668,4,9,10,100,6,10,7,10
E01001669,8,7,10,100,7,10,7,10
E01001671,6,8,10,100,7,10,7,10
E01001672,4,8,10,100,6,10,6,10
E01001673,2,10,10,100,6,10,6,10
E01001674,6,8,10,100,7,10,7,10
E01001675,3,10,10,100,6,10,6,10
E01001676,2,9,10,100,6,10,6,10
E01001677,4,9,10,100,6,10,6,10
E01001678,10,5,10,100,8,10,7,10
E01001679,12,2,10,73,9,9,9,10
E01001680,13,2,10,81,10,10,8,10
E01001681,6,6,10,100,7,10,7,10
E01001682,13,3,10,100,10,10,9,10
E01001683,4,7,10,100,7,10,6,10
E01001684,10,4,10,100,8,10,8,10
E01001685,7,6,10,100,7,10,6,10
E01001686,7,3,10,100,7,10,7,10
E01001687,6,3,10,100,7,10,7,10
E01001688,5,5,10,100,7,8,7,10
E01001690,6,7,10,100,7,9,7,10
E01001692,5,6,10,100,8,8,7,10
E01001693,4,7,10,100,7,9,6,10
E01001694,7,6,10,100,8,9,7,10
E01001695,7,10,10,100,7,10,8,10
E01001696,3,10,10,100,6,10,8,10
E01001697,6,9,10,100,7,10,8,10
E01001698,6,4,10,100,7,10,7,10
E01001699,6,8,10,100,7,10,7,10
E01001700,6,10,10,100,7,10,7,10
E01001701,12,3,10,100,9,10,8,10
E01001702,9,3,10,100,8,10,8,10
E01001703,2,7,10,100,6,10,6,10
E01001704,4,8,10,100,6,10,6,10
E01001705,4,9,10,100,7,10,7,10
E01001706,13,3,10,100,9,10,9,10
E01001708,10,5,10,100,9,10,8,10
E01001709,9,6,10,100,9,10,8,10
E01001710,7,7,10,100,7,10,7,10
E01001711,15,2,10,55,10,10,9,10
E01001712,10,9,10,100,8,10,8,10
E01001713,12,4,10,100,9,10,9,10
E01001714,9,8,10,100,8,10,8,10
E01001715,9,9,10,100,8,10,7,10
E01001716,6,9,10,100,7,10,7,10
E01001717,8,4,10,100,8,10,9,10
E01001718,4,9,10,100,6,10,6,10
E01001719,2,9,10,100,6,10,6,10
E01001720,2,9,10,100,6,10,6,10
E01001722,4,10,10,100,6,10,6,10
E01001723,5,10,10,100,7,10,7,10
E01001724,4,10,10,100,7,10,7,10
E01001725,6,8,10,100,7,10,7,10
E01001726,5,10,10,100,7,10,7,10
E01001727,8,9,10,100,8,10,7,10
E01001728,4,10,10,100,6,10,7,10
E01001729,4,8,10,100,6,10,7,10
E01001730,4,10,10,100,7,10,7,10
E01001731,3,10,10,100,6,10,7,10
E01001732,4,10,10,100,6,10,7,10
E01001733,4,5,10,100,6,10,6,10
E01001734,4,10,10,100,6,10,6,10
E01001735,5,10,10,100,7,10,7,10
E01001736,7,9,10,100,7,10,7,10
E01001737,9,9,10,100,8,10,8,10
E01001738,5,7,10,100,7,10,6,10
E01001739,5,9,10,100,7,10,6,10
E01001740,6,10,10,100,7,10,7,10
E01001741,8,8,10,100,8,10,8,10
E01001742,10,8,10,100,9,10,8,10
E01001744,6,10,10,100,7,10,8,10
E01001745,6,10,10,100,7,10,7,10
E01001746,8,10,10,100,8,10,8,10
E01001747,3,10,10,100,6,10,6,10
E01001748,4,10,10,100,6,10,6,10
E01001749,8,10,10,100,8,10,8,10
E01001750,3,10,10,100,6,10,6,10
E01001751,5,10,10,100,7,10,7,10
E01001752,3,10,10,100,6,10,6,10
E01001753,3,10,10,100,6,10,6,10
E01001754,4,10,10,100,6,10,6,10
E01001755,2,10,10,100,6,10,6,10
E01001756,5,10,10,100,7,10,7,10
E01001757,5,10,10,100,7,10,7,10
E01001758,3,10,10,100,6,10,7,10
E01001759,6,10,10,100,7,10,7,10
E01001760,4,9,10,100,6,10,6,10
E01001761,3,10,10,100,6,10,6,10
E01001762,6,10,10,100,7,10,7,10
E01001763,7,10,10,100,7,10,7,10
E01001764,8,10,10,100,7,10,8,10
E01001765,9,8,10,100,8,10,8,10
E01001767,6,9,10,100,7,10,7,10
E01001768,5,10,10,100,7,10,7,10
E01001769,5,10,10,100,7,10,7,10
E01001770,8,8,10,100,8,10,8,10
E01001772,6,10,10,100,7,10,7,10
E01001773,4,10,10,100,7,10,6,10
E01001774,5,10,10,100,7,10,7,10
E01001775,5,10,10,100,7,10,7,10
E01001776,4,10,10,100,7,10,7,10
E01001777,3,10,10,100,6,10,6,10
E01001779,3,10,10,100,6,10,6,10
E01001780,4,10,10,100,6,10,6,10
E01001781,5,10,10,100,7,10,7,10
E01001782,6,10,10,100,7,10,7,10
E01001783,3,10,10,100,6,10,6,10
E01001784,4,10,10,100,6,10,6,10
E01001785,10,2,10,100,8,10,8,10
E01001786,14,2,10,100,9,10,9,10
E01001787,11,4,10,100,9,10,8,10
E01001788,11,3,10,100,9,10,8,10
E01001789,8,4,10,100,7,10,7,10
E01001790,17,1,10,25,10,10,10,10
E01001791,9,2,10,100,8,10,8,10
E01001792,7,8,10,100,7,10,8,10
E01001793,7,6,10,100,7,10,7,10
E01001794,3,8,10,100,6,10,6,10
E01001795,7,8,10,100,7,10,7,10
E01001796,5,6,10,100,7,10,6,10
E01001798,4,10,10,100,7,10,6,10
E01001799,10,6,10,100,8,10,8,10
E01001800,5,9,10,100,7,10,7,10
E01001801,10,7,10,100,8,10,7,10
E01001802,9,7,10,100,8,10,7,10
E01001803,9,5,10,100,8,10,8,10
E01001804,7,3,10,100,7,10,7,10
E01001805,4,9,10,100,7,10,7,10
E01001806,10,7,10,100,8,10,8,10
E01001807,8,8,10,100,7,10,9,10
E01001808,4,9,10,100,7,10,7,10
E01001809,6,8,10,100,7,10,7,10
E01001811,6,9,10,100,7,10,7,10
E01001812,9,6,10,100,8,10,8,10
E01001813,8,8,10,100,8,10,9,10
E01001814,4,8,10,100,7,10,7,10
E01001815,6,7,10,100,7,10,7,10
E01001816,9,8,10,100,8,10,7,10
E01001819,10,9,10,100,8,10,8,10
E01001820,7,9,10,100,8,10,7,10
E01001821,3,9,10,100,7,10,7,10
E01001822,3,8,10,100,6,10,6,10
E01001823,10,4,10,100,9,10,8,10
E01001824,9,10,10,100,8,10,7,10
E01001825,7,4,10,100,7,10,8,10
E01001826,6,7,10,100,7,10,7,10
E01001827,8,7,10,100,8,10,7,10
E01001828,7,4,10,100,7,10,7,10
E01001829,4,8,10,100,7,10,7,10
E01001830,3,10,10,100,6,10,6,10
E01001831,3,10,10,100,6,10,7,10
E01001832,4,9,10,100,6,10,6,10
E01001833,6,10,10,100,7,10,7,10
E01001834,4,10,10,100,6,10,6,10
E01001835,4,10,10,100,6,10,6,10
E01001836,3,9,10,100,6,10,6,10
E01001837,4,10,10,100,6,10,7,10
E01001838,5,9,10,100,7,10,6,10
E01001839,3,10,10,100,6,10,6,10
E01001840,6,9,10,100,7,10,7,10
E01001841,6,6,10,100,7,10,7,10
E01001842,4,10,10,100,6,10,7,10
E01001843,6,8,10,100,7,10,7,10
E01001844,3,9,10,100,6,10,7,10
E01001845,9,6,10,100,8,10,9,10
E01001846,8,2,10,100,8,10,8,10
E01001847,11,3,10,100,9,10,8,10
E01001848,10,5,10,100,8,10,8,10
E01001849,7,2,10,100,7,10,8,10
E01001850,7,9,10,100,7,10,8,10
E01001851,6,10,10,100,7,10,7,10
E01001852,5,10,10,100,7,10,7,10
E01001853,4,10,10,100,6,10,6,10
E01001854,3,10,10,100,6,10,6,10
E01001855,7,10,10,100,8,10,7,10
E01001856,5,10,10,100,7,10,7,10
E01001857,2,10,10,100,6,10,6,10
E01001858,3,10,10,100,6,10,6,10
E01001859,8,8,10,100,8,10,7,10
E01001860,2,10,10,100,6,10,6,10
E01001861,4,10,10,100,7,10,6,10
E01001862,7,10,10,100,7,10,7,10
E01001863,3,10,10,100,6,10,6,10
E01001864,3,10,10,100,6,10,6,10
E01001865,5,8,10,100,7,10,6,10
E01001866,3,10,10,100,6,10,6,10
E01001867,6,10,10,100,7,10,8,10
E01001868,2,10,10,100,6,10,6,10
E01001869,7,10,10,100,7,10,8,10
E01001870,3,10,10,100,6,10,6,10
E01001871,6,10,10,100,7,10,7,10
E01001872,4,10,10,100,6,10,7,10
E01001873,7,10,10,100,8,10,8,10
E01001874,3,10,10,100,6,10,6,10
E01001875,4,7,10,100,6,10,7,10
E01001876,5,8,10,100,7,10,7,10
E01001877,4,6,10,100,7,10,6,10
E01001878,7,5,10,100,8,10,7,10
E01001879,4,10,10,100,6,10,6,10
E01001880,4,10,10,100,7,10,7,10
E01001881,3,10,10,100,6,10,6,10
E01001882,2,10,10,100,6,10,6,10
E01001883,5,10,10,100,7,10,6,10
E01001884,2,10,10,100,6,10,6,10
E01001885,4,10,10,100,7,10,7,10
E01001886,3,10,10,100,6,10,6,10
E01001887,3,10,10,100,6,10,6,10
E01001888,3,10,10,100,6,10,6,10
E01001889,5,10,10,100,6,10,6,10
E01001890,5,10,10,100,6,10,6,10
E01001891,4,10,10,100,6,10,6,10
E01001892,7,10,10,100,8,10,7,10
E01001893,4,10,10,100,6,10,6,10
E01001894,4,10,10,100,7,10,8,10
E01001895,8,9,10,100,8,10,7,10
E01001896,4,10,10,100,6,10,6,10
E01001897,8,10,10,100,7,10,7,10
E01001898,7,10,10,100,7,10,8,10
E01001899,3,10,10,100,6,10,6,10
E01001900,5,10,10,100,7,10,7,10
E01001901,4,10,10,100,6,10,6,10
E01001902,4,10,10,100,6,10,6,10
E01001903,2,10,10,100,6,10,6,10
E01001904,3,10,10,100,6,10,6,10
E01001905,3,10,10,100,6,10,6,10
E01001906,3,10,10,100,6,10,6,10
E01001907,3,10,10,100,6,10,6,10
E01001908,3,10,10,100,6,10,6,10
E01001909,5,10,10,100,7,10,7,10
E01001910,3,10,10,100,6,10,6,10
E01001911,3,10,10,100,6,10,6,10
E01001912,4,10,10,100,7,10,7,10
E01001913,7,10,10,100,7,10,7,10
E01001914,2,10,10,100,6,10,6,10
E01001915,3,10,10,100,6,10,6,10
E01001916,3,10,10,100,6,10,6,10
E01001917,5,10,10,100,7,10,6,10
E01001918,4,10,10,100,6,10,6,10
E01001919,3,10,10,100,6,10,6,10
E01001920,4,10,10,100,6,10,6,10
E01001921,4,10,10,100,7,10,6,10
E01001922,4,10,10,100,6,10,6,10
E01001923,5,10,10,100,7,10,7,10
E01001924,4,10,10,100,7,10,7,10
E01001925,4,10,10,100,6,10,7,10
E01001926,3,10,10,100,6,10,6,10
E01001927,7,9,10,100,7,10,7,10
E01001928,6,10,10,100,7,10,7,10
E01001929,7,10,10,100,7,10,7,10
E01001930,5,10,10,100,7,10,7,10
E01001931,3,10,10,100,6,10,6,10
E01001932,4,9,10,100,7,10,7,10
E01001933,3,9,10,100,7,10,7,10
E01001934,8,9,10,100,8,10,7,10
E01001935,4,9,10,100,6,10,6,10
E01001937,2,10,10,100,6,10,6,10
E01001938,3,10,10,100,6,10,6,10
E01001939,4,8,10,100,7,10,7,10
E01001940,3,10,10,100,6,10,7,10
E01001941,2,10,10,100,6,10,6,10
E01001942,6,10,10,100,7,10,7,10
E01001943,2,10,10,100,6,10,6,10
E01001944,3,10,10,100,6,10,6,10
E01001945,5,10,10,100,7,10,7,10
E01001946,5,10,10,100,7,10,6,10
E01001947,3,10,10,100,6,10,6,10
E01001948,2,10,10,100,6,10,6,10
E01001949,4,10,10,100,6,10,6,10
E01001950,3,10,10,100,6,10,6,10
E01001951,2,10,10,100,6,10,6,10
E01001952,2,10,10,100,6,10,6,10
E01001953,3,10,10,100,6,10,6,10
E01001954,3,10,10,100,6,10,6,10
E01001955,4,10,10,100,6,10,6,10
E01001956,6,10,10,100,7,10,7,10
E01001957,5,10,10,100,7,10,7,10
E01001958,5,9,10,100,7,10,7,10
E01001959,7,9,10,100,7,10,7,10
E01001960,3,10,10,100,6,10,6,10
E01001961,4,9,10,100,7,10,6,10
E01001962,10,4,10,100,9,10,8,10
E01001963,9,5,10,100,8,10,7,10
E01001964,2,6,10,100,6,10,6,10
E01001965,6,2,10,100,7,10,7,10
E01001966,11,4,10,100,9,10,8,10
E01001967,8,5,10,100,7,10,7,10
E01001968,6,6,10,100,7,10,7,10
E01001969,4,8,10,100,7,10,7,10
E01001970,4,6,10,100,6,10,6,10
E01001971,9,9,10,100,8,10,7,10
E01001972,7,8,10,100,7,10,6,10
E01001973,6,6,10,100,7,10,7,10
E01001974,4,9,10,100,6,10,6,10
E01001975,2,8,10,100,6,10,6,10
E01001976,7,6,10,100,7,10,7,10
E01001977,6,6,10,100,7,10,7,10
E01001978,5,7,10,100,7,10,6,10
E01001979,5,7,10,100,7,10,7,10
E01001980,12,4,10,100,9,10,9,10
E01001981,7,7,10,100,7,10,7,10
E01001982,12,7,10,100,9,10,8,10
E01001983,11,3,10,100,9,10,8,10
E01001984,6,8,10,100,7,10,6,10
E01001985,5,7,10,100,7,10,7,10
E01001986,7,8,10,100,7,10,7,10
E01001987,7,6,10,100,7,10,7,10
E01001988,6,9,10,100,7,10,7,10
E01001989,4,8,10,100,7,10,7,10
E01001990,3,9,10,100,6,10,6,10
E01001991,5,6,10,100,7,10,7,10
E01001992,9,7,10,100,8,10,8,10
E01001993,8,7,10,100,8,10,8,10
E01001994,7,4,10,100,7,10,7,10
E01001995,12,3,10,100,9,10,8,10
E01001996,5,6,10,100,7,10,7,10
E01001997,4,7,10,100,6,10,6,10
E01001998,9,8,10,100,8,10,8,10
E01001999,3,7,10,100,6,10,7,10
E01002000,7,3,10,100,7,10,7,10
E01002001,7,6,10,100,7,10,8,10
E01002002,8,8,10,100,8,10,8,10
E01002003,7,9,10,100,7,10,8,10
E01002004,8,6,10,100,8,10,8,10
E01002005,4,5,10,100,6,10,7,10
E01002006,7,7,10,100,7,10,7,10
E01002007,3,8,10,100,6,10,6,10
E01002008,10,4,10,82,9,9,8,10
E01002009,5,5,10,100,7,10,7,10
E01002010,6,5,10,100,7,10,7,10
E01002011,6,7,10,100,7,10,7,10
E01002013,7,5,10,100,7,10,7,10
E01002014,5,8,10,100,7,10,7,10
E01002015,5,8,10,100,7,10,6,10
E01002016,5,6,10,100,7,10,6,10
E01002017,3,9,10,100,6,10,6,10
E01002018,8,2,10,100,8,10,7,10
E01002019,4,8,10,100,6,10,7,10
E01002020,6,8,10,100,7,10,7,10
E01002021,8,6,10,100,8,10,7,10
E01002022,2,8,10,100,6,10,6,10
E01002023,4,7,10,100,6,10,6,10
E01002024,5,9,10,100,7,10,7,10
E01002025,5,6,10,100,7,10,6,10
E01002026,5,8,10,100,7,10,7,10
E01002027,6,7,10,100,8,10,7,10
