"Ii","E.Ii","Var.Ii","Z.Ii","Pr(z > 0)"
0.117601515497351,-0.03125,0.204407886194384,0.329233817027869,0.370989482073472
0.258568702536852,-0.03125,0.204407886194384,0.64102886264514,0.260751965417971
0.104987262416723,-0.03125,0.127788728768855,0.381109375958917,0.351561045246338
0.237193455682366,-0.03125,0.204407886194384,0.593750512214502,0.276339496462343
0.368099188759054,-0.03125,0.158436391739067,1.00328734656787,0.157861119744488
0.201854332960422,-0.03125,0.434265358470971,0.353730699455722,0.361770356674795
0.857168035142681,-0.03125,0.281027043619913,1.67588150812719,0.0468807022466626
0.812632926180695,-0.03125,0.204407886194384,1.86652313201381,0.0309841053967901
-0.461415696736151,-0.03125,0.10589754093299,-1.32188245159293,0.906896351613616
0.0265851251684916,-0.03125,0.158436391739067,0.145299529589694,0.442237193058645
-0.0984466494016963,-0.03125,0.158436391739067,-0.168818542704379,0.567030313652331
-0.206267046710469,-0.03125,0.281027043619913,-0.330146193106044,0.62935524946255
0.0636491035583808,-0.03125,0.281027043619913,0.179014435209879,0.428963183562534
0.237395838376866,-0.03125,0.281027043619913,0.506764355249508,0.306160084682986
0.222021017353324,-0.03125,0.434265358470971,0.384333199569759,0.350365752158622
0.10047612878381,-0.03125,0.281027043619913,0.24848368069263,0.40188009756702
0.10747074808022,-0.03125,0.158436391739067,0.348508962013406,0.363728992244376
0.339489764070149,-0.03125,0.204407886194384,0.820012260143897,0.206104559016608
0.401677670071708,-0.03125,0.281027043619913,0.816660004558825,0.207061376835642
0.197391145786001,-0.03125,0.281027043619913,0.431300866329478,0.333124810259412
0.121903039935469,-0.03125,0.158436391739067,0.384767294840727,0.350204916025148
0.0561956923294475,-0.03125,0.204407886194384,0.193414752762669,0.423317081271147
-0.304038845064201,-0.03125,0.204407886194384,-0.603361762243591,0.726865973015065
0.552724898781349,-0.03125,0.281027043619913,1.10159034977372,0.135319902802086
2.75419692421218,-0.03125,0.204407886194384,6.16092701456732,3.61601600187738e-10
1.8360110268437,-0.03125,0.127788728768855,5.2234658276975,8.78024420516302e-08
0.991469452407278,-0.03125,0.281027043619913,1.92922312525551,0.0268515842460548
1.95544279735325,-0.03125,0.204407886194384,4.39422098424,5.55853426628715e-06
0.18820836281032,-0.03125,0.127788728768855,0.6139116289916,0.269636862605185
-0.102546416268301,-0.03125,0.127788728768855,-0.19944420660044,0.579042358422033
0.0141002925472794,-0.03125,0.158436391739067,0.113933810200597,0.454645131701438
0.218559146089338,-0.03125,0.281027043619913,0.47123146078966,0.318737727194753
4.38528184937901,-0.03125,0.158436391739067,11.0956792824973,6.58279979813452e-29
