LSOA11CD,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodCyct,FoodCyc15n,FoodCart,FoodCar15n,PointsDens,0-18,19-34,35-49,50-64,65+,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,employee/pop
E01000001,0,0,0,1,3,10,10,100,6,10,7,10,1.541,0.157701711,0.10391198,0.184596577,0.278117359,0.275672372,0.592465753,0.325342466,0.060502283,0.017123288,0.00456621,142.163,6,36,105,126.0400616,7.896699267
E01000002,0,0,0,0,4,10,10,100,7,10,8,10,0,0.155969191,0.149550706,0.165596919,0.290757381,0.238125802,0.579518072,0.353012048,0.045783133,0.015662651,0.006024096,300.088,5,37,103,68.21366025,19.17715019
E01000003,0,0,0,0,4,10,10,100,6,10,7,10,0,0.153975364,0.127659574,0.188129899,0.300111982,0.23012318,0.801713586,0.181150551,0.013463892,0.00244798,0.00122399,214.322,5,30,104,302.1996616,0.546472564
E01000005,0,0.25,0,0.75,2,10,10,100,6,10,6,10,2.11,0.209745763,0.38559322,0.128177966,0.174258475,0.102224576,0.762312634,0.214132762,0.019271949,0.004282655,0,63.98,8,29,82,99.57805907,10.00529661
E01000006,0,0,0,0,7,8,10,100,7,10,7,10,0,0.251671442,0.180993314,0.29321872,0.186723973,0.08739255,0.342541436,0.458563536,0.160220994,0.025782689,0.012891344,400.785,1,6,9,142.8376535,0.11938873
E01000007,0,0,0,0,4,9,10,100,7,10,7,10,0,0.288569145,0.214628297,0.291766587,0.168265388,0.036770584,0.629084967,0.302287582,0.062091503,0.004901961,0.001633987,378.573,4,6,12,125.1,0.644284572
E01000008,0,0,0,0,8,8,10,100,9,10,9,10,0,0.319348779,0.19348779,0.251721979,0.203506575,0.031934878,0.585412668,0.333973129,0.065259117,0.007677543,0.007677543,501.139,0,6,17,81.85545874,0.683782091
E01000009,0,0,0,1,2,10,10,100,6,10,6,10,0.782,0.219284603,0.177812338,0.327112494,0.193364438,0.082426128,0.526645768,0.371473354,0.078369906,0.018808777,0.004702194,91.556,2,6,8,150.8209539,0.288750648
E01000010,0,0.5,0.25,0.25,2,10,10,100,6,10,6,10,1.136,0.273540095,0.201732327,0.364626991,0.130762783,0.029337804,0.741613781,0.22574796,0.029918404,0.002719855,0,79.441,5,6,16,101.6472593,1.169600447
E01000011,0,0,0,0,5,10,10,100,7,10,7,10,0,0.250869061,0.182502897,0.286210892,0.194669757,0.085747393,0.407002188,0.411378556,0.150984683,0.028446389,0.002188184,355.117,1,5,13,188.2224646,0.109501738
E01000012,0,0,0,0,6,7,10,100,7,10,7,10,0,0.337601366,0.168160478,0.31839522,0.133589415,0.042253521,0.528653295,0.404011461,0.058739255,0.004297994,0.004297994,677.863,0,6,17,168.5611511,0.104993598
E01000013,0,1,0,0,6,6,10,100,7,10,7,10,0.962,0.262533693,0.185444744,0.219407008,0.237735849,0.094878706,0.433846154,0.433846154,0.109230769,0.018461538,0.004615385,175.907,3,3,11,89.26852743,0.293800539
E01000014,0,0,0,0,7,5,10,100,7,10,7,10,0,0.250451535,0.1782059,0.226369657,0.245033113,0.099939795,0.358934169,0.47492163,0.130094044,0.029780564,0.006269592,443.374,3,3,12,48.68112544,0.114990969
E01000015,0,0,0,0,9,7,10,100,8,10,7,10,0,0.280995106,0.194127243,0.232463295,0.221451876,0.07096248,0.422248804,0.449760766,0.107655502,0.015550239,0.004784689,506.073,0,5,11,87.38417676,0.217781403
E01000016,0,0,0,0,5,8,10,100,7,10,6,10,0,0.253480278,0.187354988,0.213457077,0.250580046,0.09512761,0.348242812,0.477635783,0.132587859,0.03514377,0.006389776,264.206,1,5,11,86.72032193,0.147331787
E01000017,0,0,0,0,5,9,10,100,7,10,7,10,0,0.269830949,0.161248375,0.219115735,0.252925878,0.096879064,0.374384236,0.417077176,0.175697865,0.022988506,0.009852217,601.114,0,5,11,97.0959596,0.143693108
E01000018,0,0,0,0,8,6,10,100,8,10,7,10,0,0.246798603,0.174039581,0.249126892,0.235739232,0.094295693,0.367647059,0.454248366,0.145424837,0.02124183,0.011437908,561.495,0,4,12,98.84925201,0.12572759
E01000019,0,0,0,0,4,9,10,100,6,10,6,10,0,0.297504798,0.159309021,0.232885477,0.223288548,0.087012156,0.375,0.408730159,0.178571429,0.025793651,0.011904762,481.84,1,4,16,84.94565217,0.201535509
E01000020,0,0,0,0,3,9,10,100,6,10,6,10,0,0.239896373,0.166839378,0.235751295,0.234715026,0.122797927,0.335384615,0.467692308,0.149230769,0.035384615,0.012307692,326.217,1,4,16,103.0982906,0.122797927
E01000021,0,0,0,0,3,8,10,100,6,10,6,10,0,0.281321185,0.187357631,0.219248292,0.224373576,0.087699317,0.406408094,0.438448567,0.121416526,0.02698145,0.006745363,331.72,1,4,14,103.721205,0.178246014
E01000022,0,0,0,0,5,8,10,100,7,10,7,10,0,0.276343336,0.180739707,0.213538032,0.240055827,0.089323098,0.341772152,0.455696203,0.160337553,0.040084388,0.002109705,596.436,0,3,12,111.6913484,0.078855548
E01000023,0,1,0,0,5,8,10,100,7,10,6,10,0.483,0.299766416,0.201661043,0.302361796,0.154944199,0.041266546,0.392,0.498,0.094,0.01,0.006,76.087,1,1,11,185.9555985,0.048014534
E01000024,0,0,0,0,8,8,10,100,7,10,7,10,0,0.296248383,0.150064683,0.23156533,0.234152652,0.087968952,0.326754386,0.462719298,0.168859649,0.021929825,0.019736842,535.099,0,2,10,120.2177294,0.084734799
E01000025,0,0,0,0,7,7,10,100,7,10,7,10,0,0.266109785,0.167064439,0.230310263,0.247016706,0.089498807,0.354531002,0.475357711,0.13672496,0.030206677,0.00317965,441.355,1,2,10,109.2568449,0.091885442
E01000027,0,0,0,0,8,2,10,100,7,7,7,10,0,0.271939328,0.171722644,0.219393283,0.223185265,0.11375948,0.344773791,0.425897036,0.191887676,0.028081123,0.009360374,394.848,1,1,6,12.51949813,0.293607801
E01000028,0,0,0,0,7,3,10,100,7,6,7,10,0,0.278773858,0.198380567,0.192596877,0.20821284,0.122035859,0.43627451,0.411764706,0.132352941,0.014705882,0.004901961,444.017,1,1,5,120.2364395,0.097744361
E01000029,0,0,0,0,4,5,10,100,7,9,8,10,0,0.223356009,0.142290249,0.196145125,0.214852608,0.223356009,0.269565217,0.494202899,0.194202899,0.033333333,0.008695652,479.298,1,2,6,68.66485014,0.087868481
E01000030,0,0,0,1,4,4,10,100,6,10,6,10,0.349,0.314691152,0.177796327,0.235809683,0.190734558,0.08096828,0.449350649,0.415584416,0.111688312,0.020779221,0.002597403,133.705,1,1,8,83.6884387,0.110183639
E01000031,0,0,0,0,8,6,10,100,8,10,7,10,0,0.21160221,0.191712707,0.219337017,0.225414365,0.151933702,0.255852843,0.439799331,0.225752508,0.065217391,0.013377926,540.699,0,3,12,21.45820984,0.259116022
E01000032,1,0,0,0,5,6,10,100,7,10,6,10,0.266,0.236295902,0.172432145,0.233102714,0.225651943,0.132517296,0.296354992,0.478605388,0.174326466,0.038034865,0.012678288,314.984,2,2,12,50.03994674,0.394358701
E01000033,0,0,0,0,7,3,10,100,7,10,7,10,0,0.28097622,0.178973717,0.200876095,0.221526909,0.117647059,0.382739212,0.472795497,0.120075047,0.022514071,0.001876173,800.914,0,1,10,109.9793531,0.078222778
E01000034,0,0,0,0,8,4,10,100,8,10,7,10,0,0.199390244,0.195121951,0.158536585,0.253658537,0.193292683,0.311411992,0.483558994,0.162475822,0.030947776,0.011605416,1165.276,0,0,6,31.93146417,0.425609756
E01000035,0,0,0,0,6,8,10,100,7,10,7,10,0,0.212927757,0.214014123,0.211841391,0.235198262,0.126018468,0.292768959,0.523809524,0.134038801,0.035273369,0.014109347,588.645,0,2,9,46.36111811,0.983161325
E01000036,0,0,0,0,8,8,10,100,8,10,7,10,0,0.217421125,0.220164609,0.205761317,0.255829904,0.100823045,0.253731343,0.481876333,0.194029851,0.063965885,0.006396588,322.808,1,2,8,34.82206831,0.243484225
E01000037,0,0,0,0,7,6,10,100,7,10,7,10,0,0.168933054,0.268305439,0.169979079,0.264644351,0.128138075,0.14507772,0.459412781,0.284974093,0.088082902,0.022452504,377.134,1,2,17,81.91945159,0.152196653
E01000038,0,0,0,1,3,7,10,100,6,10,6,10,0.467,0.216140351,0.174736842,0.178245614,0.258245614,0.172631579,0.26642984,0.436944938,0.220248668,0.060390764,0.01598579,269.865,1,1,16,66.58878505,0.232280702
E01000039,0,0,0,0,9,3,10,100,9,9,8,10,0,0.246783626,0.159649123,0.216959064,0.234502924,0.142105263,0.24430956,0.490136571,0.215477997,0.040971168,0.009104704,726.336,0,1,12,11.16333725,0.10994152
E01000040,0,0,0,0,4,8,10,100,7,10,6,10,0,0.254322365,0.167317345,0.243167875,0.218070273,0.117122142,0.4734375,0.3953125,0.1109375,0.015625,0.0046875,701.177,0,1,11,105.0380785,0.176240937
E01000041,0,0,0,0,7,6,10,100,8,10,7,10,0,0.283278328,0.166666667,0.244774477,0.216171617,0.089108911,0.324546952,0.467874794,0.156507414,0.042833608,0.008237232,383.278,1,4,6,119.1349934,0.080308031
E01000042,0,0,0,0,9,7,10,100,9,10,8,10,0,0.300349825,0.184907546,0.260869565,0.191904048,0.061969015,0.544918999,0.346097202,0.095729013,0.010309278,0.002945508,455.075,1,2,12,86.54844291,0.102448776
E01000043,0,0,0,0,6,5,10,100,8,10,7,10,0,0.212779974,0.212779974,0.231225296,0.22859025,0.114624506,0.36659436,0.438177874,0.154013015,0.039045553,0.002169197,501.713,0,1,11,56.98198198,0.287220026
E01000044,0,0,0,0,5,6,10,100,7,10,7,10,0,0.259538153,0.202309237,0.249497992,0.212349398,0.076305221,0.413354531,0.437201908,0.108108108,0.038155803,0.00317965,661.759,0,5,9,116.7643611,0.156626506
E01000045,0,0,0,1,3,7,10,100,7,10,6,10,0.335,0.283018868,0.188679245,0.226415094,0.215871254,0.086015538,0.413621262,0.448504983,0.096345515,0.034883721,0.006644518,674.966,0,3,7,60.40898424,0.263041065
E01000046,0,0,0,0,8,4,10,100,8,10,7,10,0,0.283157895,0.191052632,0.223157895,0.217368421,0.085263158,0.385321101,0.418960245,0.159021407,0.03058104,0.006116208,633.109,0,3,9,122.1864952,0.083684211
E01000048,0,0,0,0,7,7,10,100,8,10,7,10,0,0.348659004,0.218390805,0.227969349,0.175287356,0.029693487,0.602484472,0.341614907,0.052795031,0.001552795,0.001552795,505.011,0,5,13,161.3601236,0.213601533
E01000049,0,0,0,0,5,7,10,100,7,10,7,10,0,0.368558043,0.157730349,0.229047371,0.201978136,0.042686101,0.539657854,0.399688958,0.051321928,0.00777605,0.00155521,654.042,0,4,13,90.52780396,0.174908902
E01000050,0,0,0,0,5,9,10,100,7,10,7,10,0,0.307222787,0.184130214,0.242115972,0.177517803,0.089013225,0.476422764,0.429268293,0.081300813,0.011382114,0.001626016,324.237,2,5,10,142.7741467,0.146490336
E01000051,0,0,0,0,4,9,10,100,7,10,7,10,0,0.335410177,0.196261682,0.262720665,0.158878505,0.046728972,0.606896552,0.350344828,0.037241379,0.004137931,0.00137931,219.481,3,6,12,144.3778111,0.329179647
E01000052,0,0,0,0,4,8,10,100,6,10,6,10,0,0.280336581,0.169619132,0.255535872,0.205934455,0.088573959,0.436931079,0.453836151,0.094928479,0.011703511,0.00260078,856.956,0,2,11,113.0696044,0.131975199
E01000053,0,0,0,0,5,6,10,100,7,10,6,10,0,0.238154613,0.184538653,0.225062344,0.22755611,0.124688279,0.457364341,0.417054264,0.102325581,0.017054264,0.00620155,230.754,3,3,9,88.66777225,0.184538653
E01000054,0,0,0,0,8,3,10,100,7,10,7,10,0,0.286519733,0.166068683,0.225525372,0.211686315,0.110199897,0.329153605,0.47492163,0.173981191,0.018808777,0.003134796,406.098,1,2,10,113.9602804,0.152229626
E01000055,0,0,0,0,7,4,10,100,7,10,7,10,0,0.252489748,0.198594025,0.204452255,0.24135911,0.103104862,0.339285714,0.471428571,0.142857143,0.035714286,0.010714286,416.824,1,2,10,116.9178082,0.089045108
E01000056,0,0,0,0,9,4,10,100,8,10,7,10,0,0.272238806,0.189253731,0.204179104,0.226268657,0.108059701,0.345549738,0.471204188,0.157068063,0.019197208,0.006980803,627.908,0,5,9,68.76026273,0.250149254
E01000057,0,0,0,1,4,5,10,100,6,10,6,10,0.677,0.2578125,0.194661458,0.251302083,0.197916667,0.098307292,0.376163873,0.489757914,0.108007449,0.022346369,0.003724395,176.6,1,3,11,103.9945836,0.188802083
E01000058,0,0,0,0,9,3,10,100,8,10,7,10,0,0.261306533,0.167839196,0.271356784,0.224623116,0.074874372,0.368115942,0.488405797,0.11884058,0.023188406,0.001449275,553.444,0,4,11,109.2206367,0.090452261
E01000059,0,0,0,0,8,5,10,100,8,10,7,10,0,0.257125531,0.155852032,0.197695573,0.242571255,0.146755609,0.358131488,0.434256055,0.167820069,0.031141869,0.008650519,718.619,0,7,11,79.16466635,0.161309885
E01000060,1,0,0,0,4,7,10,100,7,10,6,10,0.182,0.267133567,0.177088544,0.2016008,0.24012006,0.114057029,0.418181818,0.44025974,0.122077922,0.012987013,0.006493506,379.079,1,4,11,36.35206401,0.315157579
E01000061,0,0,0,0,6,8,10,100,9,10,9,10,0,0.329588015,0.21187801,0.219368646,0.185125736,0.054039593,0.630239521,0.290419162,0.070359281,0.00748503,0.001497006,314.407,2,3,10,30.61425061,1.216693419
E01000062,0,0,0,0,4,6,10,100,7,10,7,10,0,0.250210261,0.186291001,0.214045416,0.235912532,0.113540791,0.360052562,0.457293035,0.152431012,0.024967148,0.005256242,233.956,1,4,10,107.4559422,0.089150547
E01000063,0,0,0,0,5,8,10,100,7,10,6,10,0,0.264785676,0.184481823,0.219750407,0.227346717,0.103635377,0.379527559,0.439370079,0.155905512,0.022047244,0.003149606,303.827,2,4,12,101.7108168,0.100379816
E01000064,0,0,0,1,6,4,10,100,7,10,7,10,0.479,0.263611615,0.181941924,0.203266788,0.222323049,0.128856624,0.38787024,0.43864598,0.138222849,0.023977433,0.011283498,386.703,1,2,10,105.5555556,0.191923775
E01000065,0,0,0,0,5,8,10,100,7,10,7,10,0,0.230466554,0.170320405,0.216413716,0.232715008,0.150084317,0.475452196,0.387596899,0.112403101,0.019379845,0.005167959,220.663,1,3,12,76.15582192,0.48341765
E01000066,0,0,0,0,11,3,10,100,9,10,8,10,0,0.259982639,0.219184028,0.224392361,0.209201389,0.087239583,0.319180088,0.448023426,0.178623719,0.03806735,0.016105417,757.14,0,3,8,94.07921601,0.254340278
E01000067,0,0,0,0,7,3,10,100,7,10,7,10,0,0.239423942,0.227272727,0.207920792,0.215121512,0.110261026,0.29455081,0.437407953,0.210603829,0.039764359,0.017673049,458.436,1,1,11,115.4285714,0.089558956
E01000068,0,0,0,0,9,5,10,100,8,10,7,10,0,0.183181226,0.263363755,0.224250326,0.232073012,0.097131682,0.251082251,0.422077922,0.264069264,0.051948052,0.010822511,605.827,0,5,9,45.1574919,0.258148631
E01000069,0,0,0,0,8,3,10,100,7,10,7,10,0,0.235294118,0.21878225,0.223426213,0.207430341,0.115067079,0.157894737,0.446393762,0.286549708,0.091617934,0.01754386,443.709,1,1,10,96.65835411,0.103199174
E01000070,0,0,0,1,5,6,10,100,6,10,6,10,0.255,0.23196347,0.206849315,0.24109589,0.196347032,0.123744292,0.255852843,0.428093645,0.230769231,0.063545151,0.02173913,277.609,1,2,11,55.89586524,0.195890411
E01000071,0,0,0,0,12,3,10,100,9,10,8,10,0,0.246492226,0.209708002,0.242320819,0.195676906,0.105802048,0.281528662,0.477707006,0.187261146,0.033121019,0.020382166,731.404,0,2,10,97.45011086,0.184300341
E01000072,0,0,0,1,4,7,10,100,6,10,6,10,0.192,0.280075188,0.202537594,0.227443609,0.191259398,0.098684211,0.450255102,0.413265306,0.121173469,0.012755102,0.00255102,112.334,1,2,6,40.90734333,0.104323308
E01000073,0,0,0,0,8,5,10,100,7,10,7,10,0,0.281965382,0.174204355,0.225013959,0.214963707,0.103852596,0.352472089,0.473684211,0.149920255,0.019138756,0.004784689,538.766,0,2,9,62.93042867,0.151870463
E01000074,0,0,0,0,10,5,10,100,8,10,7,10,0,0.283958205,0.173939766,0.226183159,0.227412415,0.088506454,0.40381558,0.435612083,0.131955485,0.025437202,0.00317965,716.978,0,3,10,99.0864799,0.178856792
E01000075,0,0,0,0,6,5,10,100,7,10,7,10,0,0.245884227,0.201274562,0.217206585,0.227827934,0.107806691,0.321543408,0.464630225,0.168810289,0.036977492,0.008038585,311.13,1,2,13,36.39350599,0.132766861
E01000076,0,0,0,0,6,5,10,100,7,10,7,10,0,0.315490289,0.162482236,0.211747987,0.211274278,0.099005211,0.394366197,0.409859155,0.154929577,0.035211268,0.005633803,430.446,1,2,9,110.6974305,0.088109901
E01000077,0,0,0,0,7,7,10,100,7,10,7,10,0,0.288178914,0.160383387,0.226837061,0.231309904,0.093290735,0.394642857,0.455357143,0.133928571,0.010714286,0.005357143,979.466,0,2,12,90.04602992,0.173801917
E01000078,0,0,0,0,4,7,10,100,6,10,6,10,0,0.282241015,0.187632135,0.204545455,0.231501057,0.094080338,0.394453005,0.431432974,0.149460709,0.020030817,0.004622496,701.073,0,2,14,107.6222981,0.149048626
E01000079,0,0,0,0,5,4,10,100,7,10,7,10,0,0.281038375,0.150112867,0.219525959,0.224040632,0.125282167,0.422003284,0.397372742,0.141215107,0.032840722,0.006568144,821.228,0,5,13,57.23514212,0.15744921
E01000080,0,0,0,0,8,4,10,100,8,10,7,10,0,0.282878412,0.163151365,0.222704715,0.245037221,0.086228288,0.398989899,0.449494949,0.11952862,0.018518519,0.013468013,1049.283,0,0,13,69.69303934,0.227667494
E01000081,0,0,0,0,6,5,10,100,7,10,7,10,0,0.25135428,0.171722644,0.20964247,0.262730228,0.104550379,0.313271605,0.49382716,0.165123457,0.023148148,0.00462963,562.331,0,1,13,99.35414424,0.081798483
E01000082,0,1,0,0,6,7,10,100,7,10,6,10,0.622,0.261183261,0.171236171,0.238576239,0.234728235,0.094276094,0.366071429,0.46875,0.139880952,0.016369048,0.008928571,294.272,1,3,15,129.3714997,0.121212121
E01000083,0,0,0,0,4,10,10,100,6,10,6,10,0,0.28084667,0.184305627,0.234383067,0.208053691,0.092410945,0.375198728,0.467408585,0.122416534,0.030206677,0.004769475,503.428,0,2,18,107.6709283,0.083118224
E01000084,0,0,0,0,5,8,10,100,7,10,7,10,0,0.24684432,0.168302945,0.230715288,0.245441795,0.108695652,0.421663443,0.435203095,0.127659574,0.015473888,0,240.775,3,5,11,95.06666667,0.182328191
E01000085,0,0,0,0,4,7,10,100,6,10,6,10,0,0.28798306,0.185812599,0.210693489,0.209634727,0.105876125,0.4640625,0.3953125,0.1125,0.025,0.003125,395.28,3,5,10,130.0068823,0.197988354
E01000086,0,0,0,0,7,8,10,100,7,10,7,10,0,0.281143635,0.172906739,0.22940776,0.22668482,0.089857046,0.366141732,0.464566929,0.122047244,0.039370079,0.007874016,528.287,0,6,10,104.8536759,0.136147039
E01000087,0,0,0,0,4,7,10,100,6,10,6,10,0,0.258024691,0.179012346,0.214814815,0.232716049,0.115432099,0.387673956,0.423459245,0.157057654,0.029821074,0.001988072,355.915,2,4,9,43.48993289,2.72345679
E01000088,0,0,0,0,3,7,10,100,6,10,6,10,0,0.287410926,0.189548694,0.201425178,0.207125891,0.114489311,0.35625,0.475,0.1359375,0.028125,0.0046875,632.493,0,3,7,92.9770318,0.263657957
E01000089,0,0,0,0,9,5,10,100,8,10,8,10,0,0.313891835,0.191410392,0.201484624,0.217391304,0.075821845,0.330065359,0.446078431,0.176470588,0.039215686,0.008169935,928.745,0,1,7,129.6219931,0.080593849
E01000090,0,0,0,0,6,6,10,100,7,10,8,10,0,0.274725275,0.186234818,0.207634471,0.24869867,0.082706767,0.338797814,0.468123862,0.147540984,0.041894353,0.003642987,900.102,0,1,7,8.843537415,0.368999422
E01000091,0,0,0,0,6,3,10,100,7,7,7,7,0,0.33871734,0.193349169,0.212351544,0.190023753,0.065558195,0.483412322,0.401263823,0.071090047,0.034755134,0.009478673,690.658,0,2,5,85.49959383,0.180997625
E01000092,0,0,0,1,12,3,10,70,11,8,9,9,0.038,0.305670103,0.210824742,0.264776632,0.176632302,0.04209622,0.403076923,0.442051282,0.13025641,0.021538462,0.003076923,889.563,0,2,11,22.00544465,0.627147766
E01000093,0,0,0,0,5,4,10,100,7,9,6,10,0,0.284362827,0.209794101,0.238174736,0.20033389,0.067334446,0.537383178,0.378504673,0.068535826,0.014018692,0.001557632,576.058,0,1,10,61.16405718,0.304396216
E01000094,0,0,0,0,13,2,10,100,11,7,10,7,0,0.344812554,0.152136007,0.289450741,0.182214473,0.031386225,0.371373308,0.497098646,0.123791103,0.001934236,0.005802708,745.956,0,2,6,38.05573988,0.27114211
E01000095,0,0.5,0.25,0.25,10,3,10,100,10,8,10,10,0.174,0.303079417,0.199351702,0.222582388,0.205834684,0.06915181,0.304189435,0.475409836,0.183970856,0.032786885,0.003642987,370.793,1,2,11,8.06641391,1.736358725
E01000096,0,0,0,0,8,3,10,100,8,9,7,9,0,0.335339168,0.207877462,0.212253829,0.192560175,0.051969365,0.513302034,0.41314554,0.064162754,0.007824726,0.001564945,908.132,0,3,6,30.34528552,0.592997812
E01000097,0,0,0,0,10,9,10,100,8,10,8,10,0,0.257189365,0.161692892,0.231144872,0.212154097,0.137818774,0.435028249,0.415254237,0.124293785,0.021186441,0.004237288,613.968,0,7,14,102.8459821,0.133478025
E01000098,0,0,0,1,6,10,10,100,7,10,7,10,0.57,0.277960526,0.183662281,0.211622807,0.240131579,0.086622807,0.3504,0.4576,0.1552,0.0304,0.0064,301.647,2,3,14,103.990878,0.172697368
E01000099,0,0,0,0,10,9,10,100,8,10,8,10,0,0.286176233,0.159660469,0.273645918,0.211398545,0.069118836,0.345345345,0.445945946,0.165165165,0.034534535,0.009009009,449.907,1,3,15,79.80645161,0.341956346
E01000100,0,0,0,0,9,7,10,100,8,10,7,10,0,0.256802721,0.200113379,0.214852608,0.240362812,0.087868481,0.37398374,0.43902439,0.156097561,0.02601626,0.004878049,629.224,0,5,13,83.40425532,0.14569161
E01000101,0,0,0,0,4,6,10,100,7,10,6,10,0,0.267283951,0.166666667,0.241358025,0.229012346,0.095679012,0.37037037,0.451499118,0.142857143,0.029982363,0.005291005,292.189,2,4,13,98.84075656,0.140740741
E01000102,0,0,0,0,7,8,10,100,7,10,7,10,0,0.284772577,0.163480554,0.217534608,0.216875412,0.117336849,0.368,0.4592,0.1456,0.0224,0.0048,246.047,1,2,15,60.00791139,0.186552406
E01000103,0,0,0,0,7,7,10,100,8,10,7,10,0,0.249259917,0.236234458,0.18946122,0.233274127,0.091770278,0.356666667,0.466666667,0.148333333,0.02,0.008333333,829.704,0,1,9,24.08384429,0.141503848
E01000104,0,0,0,0,4,9,10,100,6,10,6,10,0,0.292039801,0.212935323,0.208457711,0.210447761,0.076119403,0.460081191,0.420838972,0.102841678,0.01488498,0.00135318,483.247,1,1,9,91.28065395,0.093034826
E01000105,0,0,0,1,6,9,10,100,7,10,7,10,0.453,0.255763375,0.172248804,0.237494563,0.234884732,0.099608525,0.531147541,0.361748634,0.093989071,0.013114754,0,365.44,3,4,10,104.0742417,0.188777729
E01000106,0,0,0,0,4,7,10,100,6,10,6,10,0,0.289233577,0.171076642,0.232664234,0.206660584,0.100364964,0.53930131,0.363537118,0.076419214,0.018558952,0.002183406,540.846,0,4,9,99.9088423,0.215784672
E01000107,0,0,0,0,8,4,10,100,8,10,7,10,0,0.241264559,0.164170826,0.22739878,0.212978369,0.154187465,0.264559068,0.495840266,0.176372712,0.049916805,0.013311148,656.632,0,1,8,33.6380597,0.161397671
E01000108,0,0,0,1,3,7,10,100,6,10,6,10,0.413,0.27589852,0.176004228,0.232029598,0.215116279,0.100951374,0.343558282,0.446319018,0.162576687,0.036809816,0.010736196,104.583,1,1,8,78.14952499,0.173890063
E01000109,1,0,0,0,10,5,10,100,9,10,8,10,0.266,0.290823699,0.167630058,0.268786127,0.194364162,0.078395954,0.294407895,0.463815789,0.197368421,0.037828947,0.006578947,393.679,2,4,12,73.75432987,0.099710983
E01000110,0,0,0,0,4,5,10,100,6,10,6,10,0,0.224726776,0.18715847,0.223360656,0.240437158,0.12431694,0.191616766,0.48502994,0.265469062,0.0499002,0.007984032,904.86,0,3,11,75.26992288,0.165300546
E01000111,0,0,0,0,7,7,10,100,7,10,7,10,0,0.253898635,0.181773879,0.223684211,0.23245614,0.108187135,0.368852459,0.454918033,0.142076503,0.025956284,0.008196721,338.947,1,4,14,69.18408631,0.58625731
E01000112,0,0,0,0,6,9,10,100,7,10,7,10,0,0.227818854,0.193160813,0.277726433,0.205637708,0.095656192,0.355886333,0.446549391,0.148849797,0.039242219,0.00947226,357.426,2,3,14,77.98198198,0.292051756
E01000113,0,0,0,1,3,8,10,100,6,10,7,10,0.65,0.250415512,0.160110803,0.253739612,0.239889197,0.095844875,0.358609795,0.44549763,0.156398104,0.030015798,0.009478673,157.968,2,5,13,117.2839506,0.184487535
E01000114,0,1,0,0,4,6,10,100,7,10,7,10,0.39,0.294214198,0.18342224,0.236766516,0.201066886,0.08453016,0.290237467,0.443271768,0.204485488,0.051451187,0.01055409,296.064,2,3,13,95.12099922,0.245794009
E01000115,0,0,0,0,7,5,10,100,8,10,7,10,0,0.168514412,0.161862528,0.135254989,0.321507761,0.21286031,0.088659794,0.315463918,0.470103093,0.092783505,0.032989691,502.644,0,3,11,49.37956204,0.198078344
E01000116,0,0,0,1,7,4,10,100,9,10,9,10,0.408,0.231651376,0.139334862,0.201261468,0.256880734,0.17087156,0.152487961,0.452648475,0.319422151,0.057784912,0.017656501,306.944,1,1,11,71.12561175,0.229931193
E01000117,0,0,0,0,8,4,10,100,8,10,8,10,0,0.180898876,0.13258427,0.183707865,0.283146067,0.219662921,0.195538058,0.497375328,0.220472441,0.056430446,0.030183727,811.637,0,2,11,53.74396135,0.203370787
E01000118,0,0,0,0,7,8,10,100,8,10,8,10,0,0.207494145,0.1470726,0.208899297,0.274473068,0.16206089,0.160789845,0.47954866,0.286318759,0.052186178,0.021156559,579.547,0,2,15,74.78108581,0.148009368
E01000119,0,0,0,0,9,4,10,100,9,10,8,10,0,0.178922988,0.151708164,0.167921251,0.30283729,0.198610307,0.13509061,0.454695222,0.319604613,0.067545305,0.02306425,479.075,2,4,9,43.45747358,0.11059641
E01000120,0,0,0,0,5,5,10,100,7,10,7,10,0,0.204576043,0.141991925,0.14333782,0.314939435,0.195154778,0.102970297,0.441584158,0.330693069,0.093069307,0.031683168,226.068,1,3,10,60.62831497,0.272543742
E01000121,0,0,0,0,10,3,10,100,9,10,8,10,0,0.221462748,0.166780588,0.168831169,0.29391661,0.149008886,0.295409182,0.451097804,0.209580838,0.03992016,0.003992016,604.56,0,2,12,38.89922893,0.142173616
E01000122,0,0,0,0,10,4,10,100,9,10,8,10,0,0.226557153,0.143737166,0.183436003,0.290896646,0.155373032,0.16091954,0.425287356,0.291187739,0.076628352,0.045977011,732.176,0,2,9,61.88055909,0.11430527
E01000123,0,0,0,0,6,5,10,100,7,10,7,10,0,0.1930126,0.147766323,0.253150057,0.278350515,0.127720504,0.21459854,0.525547445,0.205839416,0.04379562,0.010218978,538.391,0,3,12,33.11208041,1.359679267
