LSOA11CD,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodCyct,FoodCyc15n,FoodCart,FoodCar15n,PointsDens,0-18,19-34,35-49,50-64,65+,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,employee/pop
E01004263,0,0,0,0,5,10,10,100,7,10,6,10,0,0.201560468,0.260728218,0.210013004,0.212613784,0.115084525,0.63705104,0.306238185,0.052930057,0.003780718,0,295.948,4,13,39,188.7116564,0.105981795
E01004264,0,0,0,0,4,10,10,100,6,10,6,10,0,0.239509361,0.268560362,0.262750161,0.155584248,0.073595868,0.669584245,0.27571116,0.043763676,0.010940919,0,162.417,4,11,36,254.7697368,0.096191091
E01004266,0,0,0,0,5,10,10,100,7,10,7,10,0,0.204094293,0.217121588,0.259925558,0.203473945,0.115384615,0.562607204,0.363636364,0.051457976,0.010291595,0.012006861,240.438,2,13,43,196.3459196,0.179280397
E01004267,0,0,0,0,4,10,10,100,6,10,6,10,0,0.185470085,0.298717949,0.296581197,0.166666667,0.052564103,0.599717115,0.363507779,0.033946252,0.002828854,0,255.591,2,8,22,111.0056926,0.275641026
E01004268,0,0,0,0,3,10,10,100,6,10,6,10,0,0.204616999,0.23976915,0.304302204,0.185204617,0.06610703,0.674418605,0.306686047,0.018895349,0,0,176.847,2,9,24,368.6653772,0.336306401
E01004269,0,0,0,1,4,10,10,100,7,10,7,10,0.644,0.227063408,0.26177825,0.294013461,0.143110166,0.074034715,0.699724518,0.267217631,0.02892562,0.004132231,0,258.927,4,7,30,181.8943299,0.221041445
E01004270,0,0,0,0,4,10,10,100,7,10,6,10,0,0.142280525,0.381096535,0.309788093,0.127144299,0.039690548,0.620134228,0.315436242,0.057718121,0.002684564,0.004026846,460.716,1,8,32,101.3292434,0.171543895
E01004271,0,0,0,0,6,10,10,100,7,10,7,10,0,0.278600269,0.24405563,0.280394796,0.144908031,0.052041274,0.651459854,0.317518248,0.027372263,0.003649635,0,547.51,0,9,29,232.4296142,0.139973082
E01004272,0,0,0,0,6,10,10,100,7,10,7,10,0,0.290185471,0.202472952,0.285548686,0.161514683,0.060278207,0.602503912,0.356807512,0.03599374,0.004694836,0,375.776,2,6,29,272.9957806,0.113987635
E01004273,0,0,0,1,4,10,10,100,6,10,6,10,0.593,0.246034674,0.236444117,0.281077093,0.173367761,0.063076356,0.557239057,0.395622896,0.045454545,0.001683502,0,184.183,2,6,31,160.7947805,0.354481741
E01004274,0,0,0,0,13,2,10,79,10,10,10,10,0,0.253566498,0.20616659,0.288080994,0.181776346,0.070409572,0.470948012,0.449541284,0.065749235,0.012232416,0.001529052,875.293,0,4,31,255.9481743,0.104924068
E01004275,0,0,0,0,11,6,10,100,10,10,9,10,0,0.221578243,0.209540794,0.32634864,0.176995096,0.065537227,0.513020833,0.401041667,0.061197917,0.018229167,0.006510417,626.426,0,8,33,161.7159337,0.134195274
E01004276,0,0,0,0,12,4,10,100,10,9,9,10,0,0.138217822,0.214257426,0.414257426,0.195643564,0.037623762,0.431726908,0.473895582,0.085341365,0.008032129,0.001004016,555.886,0,6,33,310.1965602,0.106138614
E01004277,0,0,0,0,6,10,10,100,8,10,8,10,0,0.119364754,0.231045082,0.392930328,0.214651639,0.042008197,0.565701559,0.360801782,0.062360802,0.006681514,0.004454343,525.793,1,8,25,45.31104921,27.3755123
E01004280,0,0,0,0,7,6,10,100,9,10,10,10,0,0.236202058,0.19738073,0.318054256,0.177736202,0.070626754,0.527958388,0.417425228,0.048114434,0.00390117,0.00260078,362.075,2,9,24,156.8598679,0.309167446
E01004281,0,0,0,0,12,4,10,100,10,10,9,10,0,0.185934489,0.241811175,0.389691715,0.146435453,0.036127168,0.580024067,0.359807461,0.054151625,0.006016847,0,541.506,1,6,32,165.2866242,0.077552987
E01004283,0,0,0,0,4,10,10,100,7,10,7,10,0,0.193946188,0.317264574,0.231689088,0.15470852,0.102391629,0.66005291,0.273809524,0.063492063,0.002645503,0,395.506,4,12,41,177.1012574,0.112107623
E01004284,0,0,0,0,4,10,10,100,6,10,6,10,0,0.232624481,0.210321577,0.342064315,0.166753112,0.048236515,0.573529412,0.369909502,0.050904977,0.004524887,0.001131222,418.253,1,12,36,202.0964361,0.136929461
E01004285,0,0,0,0,4,10,10,100,6,10,6,10,0,0.269515201,0.222678718,0.267871816,0.184880855,0.05505341,0.541033435,0.386018237,0.065349544,0.007598784,0,464.271,1,9,35,195.1884523,0.163516845
E01004286,0,0,0,1,6,10,10,100,7,10,7,10,0.641,0.231679389,0.204961832,0.263740458,0.209541985,0.090076336,0.572827417,0.363525092,0.05752754,0.003671971,0.00244798,225.39,2,6,31,167.9487179,0.198473282
E01004287,0,0,0,0,3,10,10,100,7,10,7,10,0,0.239488871,0.194146744,0.277823578,0.176009893,0.112530915,0.662763466,0.306791569,0.029274005,0.00117096,0,277.974,2,11,48,284.4079719,0.088623248
E01004288,0,0,0,0,3,10,10,100,6,10,6,10,0,0.27734375,0.185825893,0.246651786,0.196428571,0.09375,0.624761905,0.321904762,0.047619048,0.005714286,0,221.061,2,10,35,174.3190661,0.265066964
E01004289,0,0,0,0,4,10,10,100,7,10,6,10,0,0.182448037,0.30669746,0.218013857,0.196766744,0.096073903,0.605970149,0.326865672,0.059701493,0.007462687,0,377.734,1,11,36,206.3870353,0.161200924
E01004290,0,0,0,0,3,10,10,100,6,10,6,10,0,0.207710843,0.264578313,0.266024096,0.163855422,0.097831325,0.68,0.264347826,0.050434783,0.003478261,0.00173913,164.099,4,14,43,202.2417154,0.361445783
E01004291,0,0,0,0,10,6,10,100,9,10,8,10,0,0.129527056,0.175117171,0.355347252,0.250106519,0.089902003,0.515699334,0.406279734,0.068506185,0.002854424,0.006660324,693.799,0,4,47,202.502157,0.268853856
E01004292,0,0,0,0,5,5,10,100,7,10,7,10,0,0.137481184,0.231309584,0.359257401,0.182137481,0.08981435,0.453545232,0.468215159,0.069682152,0.007334963,0.001222494,354.716,2,9,61,132.8666667,0.19267436
E01004293,0.5,0,0,0.5,4,6,10,100,7,10,6,10,0.613,0.114856429,0.191011236,0.322097378,0.253849355,0.118185601,0.52603707,0.380406002,0.077669903,0.011473963,0.004413063,120.915,2,14,67,73.64388599,2.503537245
E01004294,0,0,0,0,4,10,10,100,7,10,7,10,0,0.171017102,0.238073807,0.340234023,0.189018902,0.061656166,0.629418472,0.315849487,0.045610034,0.005701254,0.003420753,348.113,7,16,71,104.172527,3.131863186
E01004295,0,0,0,1,3,10,10,100,7,10,8,10,1.23,0.308051948,0.178701299,0.31012987,0.14025974,0.062857143,0.656,0.308,0.032,0.004,0,108.907,2,13,67,236.7773678,0.061298701
E01004296,0,0,0,0,9,8,10,100,8,10,8,10,0,0.185826772,0.212204724,0.330708661,0.203937008,0.067322835,0.58625731,0.369883041,0.035087719,0.005847953,0.002923977,532.281,0,6,49,188.1481481,0.180708661
E01004297,0,0,0,0,10,9,10,100,8,10,9,10,0,0.136123136,0.18999519,0.332371332,0.245791246,0.095719096,0.444444444,0.456545655,0.090209021,0.00660066,0.00220022,826.171,0,7,42,172.6744186,0.175565176
E01004298,0,1,0,0,4,10,10,100,6,10,6,10,1.089,0.231791908,0.20867052,0.266473988,0.201734104,0.09132948,0.722834646,0.245669291,0.028346457,0.001574803,0.001574803,162.194,3,9,51,188.453159,0.252601156
E01004300,0,0,0,0,3,9,10,100,6,10,7,10,0,0.244389027,0.201995012,0.240648379,0.198877805,0.114089776,0.641762452,0.319923372,0.030651341,0.005747126,0.001915709,560.916,0,7,38,307.2796935,0.07605985
E01004301,0,0,0,0,5,10,10,100,7,10,7,10,0,0.247605011,0.207074429,0.25055269,0.221812822,0.072955048,0.600484262,0.353510896,0.03874092,0.007263923,0,386.934,4,7,56,165.8924205,0.13633014
E01004302,0,0,0,0,4,10,10,100,6,10,6,10,0,0.263157895,0.201466782,0.311044003,0.170836928,0.053494392,0.698587127,0.263736264,0.031397174,0.004709576,0.001569859,307.473,3,8,51,465.4618474,0.095340811
E01004303,0,0,0,0,4,10,10,100,7,10,7,10,0,0.217968509,0.251929608,0.309046002,0.160852115,0.060203767,0.590486039,0.343329886,0.06204757,0.002068252,0.002068252,388.757,1,6,37,146.0983311,0.218585983
E01004304,0,0,0,1,3,10,10,100,6,10,6,10,0.973,0.214944649,0.244464945,0.252306273,0.197878229,0.090405904,0.699846861,0.2618683,0.029096478,0.009188361,0,207.248,4,13,60,210.8949416,0.352859779
E01004305,0,0,0,0,3,10,10,100,6,10,6,10,0,0.232231779,0.220914441,0.280669986,0.157537347,0.108646446,0.632331903,0.311874106,0.052932761,0.00286123,0,385.91,1,6,37,242.4807903,0.318243549
E01004306,0,0,0,0,3,10,10,100,6,10,6,10,0,0.163202934,0.283007335,0.294621027,0.154645477,0.104523227,0.716157205,0.247452693,0.026200873,0.005822416,0.004366812,296.978,7,24,81,134.318555,1.184596577
E01004307,0,0.25,0,0.75,2,10,10,100,6,10,6,10,1.864,0.055880632,0.483323581,0.323581042,0.104739614,0.032475132,0.750493097,0.207100592,0.025641026,0.006903353,0.009861933,103.174,9,30,88,159.2730662,4.88970158
E01004308,0,0,0,0,6,10,10,100,7,10,7,10,0,0.179036458,0.253255208,0.301432292,0.162760417,0.103515625,0.68452381,0.267857143,0.03968254,0.007936508,0,371.016,3,22,73,184.3937575,0.36328125
E01004309,0,0,0,1,4,10,10,100,6,10,7,10,1.577,0.171594203,0.336521739,0.283768116,0.147246377,0.060869565,0.750554324,0.216186253,0.029933481,0.003325942,0,237.403,3,23,76,272.0820189,0.624347826
E01004310,0,0,0,0,3,10,10,100,6,10,6,10,0,0.138689867,0.252302968,0.342886387,0.187308086,0.078812692,0.754098361,0.221941992,0.018915511,0.005044136,0,209.333,10,27,82,212.6224157,1.128966223
E01004311,0,0,0,0,3,10,10,100,6,10,7,10,0,0.216072379,0.227780734,0.28419372,0.19212347,0.079829697,0.72826087,0.242236025,0.026397516,0.00310559,0,150.63,5,16,69,221.8417946,0.169771155
E01004312,0,0,0,0,4,10,10,100,7,10,7,10,0,0.195941661,0.227013316,0.278376665,0.199112238,0.099556119,0.72133758,0.243630573,0.02866242,0.006369427,0,198.875,5,18,69,229.5487627,0.166138237
E01004313,0,0,0,1,3,10,10,100,6,10,6,10,1.218,0.216273187,0.272344013,0.306913997,0.149241147,0.055227656,0.730295567,0.252463054,0.012315271,0.003694581,0.001231527,7.652,2,18,67,288.9159562,0.206576728
E01004314,0,0,0,0,4,10,10,100,6,10,7,10,0,0.16115352,0.178965225,0.290076336,0.234096692,0.135708227,0.54158215,0.39148073,0.056795132,0.00811359,0.002028398,230.831,3,16,64,141.5366146,0.376590331
E01004315,0,0,0,0,4,10,10,100,6,10,7,10,0,0.122928915,0.273115981,0.302512026,0.202565473,0.098877606,0.692200557,0.272980501,0.026462396,0.005571031,0.002785515,259.416,4,17,72,195.7112971,0.383217531
E01004316,0,0,0,0,3,10,10,100,6,10,7,10,0,0.160472973,0.284628378,0.296452703,0.193412162,0.065033784,0.734065934,0.224175824,0.041758242,0,0,150.357,4,22,82,336.3636364,0.32347973
E01004317,0,0,0,1,3,10,10,100,6,10,6,10,0.37,0.148839556,0.304238143,0.379414733,0.132946519,0.034561049,0.732606873,0.2372171,0.027661358,0.001676446,0.000838223,252.153,4,21,75,146.4892831,0.380423814
E01004318,0,0,0,1,2,10,10,100,6,10,6,10,3.407,0.210132412,0.210708117,0.286125504,0.212435233,0.080598733,0.70952381,0.271428571,0.017460317,0.001587302,0,55.666,4,13,64,295.911414,0.200345423
E01004319,0,0,0,0,6,10,10,100,7,10,7,10,0,0.227022059,0.214613971,0.315257353,0.154411765,0.088694853,0.682352941,0.27394958,0.03697479,0.006722689,0,352.148,4,16,70,242.5863991,0.198988971
E01004321,0,0,0,0,3,10,10,100,6,10,6,10,0,0.206962327,0.203147353,0.333810205,0.173104435,0.08297568,0.738396624,0.220815752,0.039381153,0.00140647,0,263.17,4,14,72,201.05465,0.84215546
E01004322,0,0,0,0,5,10,10,100,7,10,7,10,0,0.197247706,0.302096986,0.267365662,0.167758847,0.065530799,0.75498008,0.22310757,0.015936255,0.003984064,0.001992032,293.339,4,14,55,107.6163611,1.137614679
E01004323,0,0,0,0,5,10,10,100,7,10,7,10,0,0.196349906,0.293266205,0.278162366,0.163624921,0.068596602,0.625,0.297916667,0.064583333,0.0125,0,262.664,4,13,53,224.7524752,0.59219635
E01004324,0,0,0,0,6,10,10,100,7,10,8,10,0,0.22622747,0.231199503,0.298943443,0.173399627,0.070229956,0.643298969,0.303092784,0.049484536,0.002061856,0.002061856,330.494,3,11,51,211.4323259,0.208203853
E01004325,0,1,0,0,2,10,10,100,6,10,6,10,0.733,0.13729616,0.432140978,0.303261441,0.092319832,0.034981589,0.780251694,0.1839303,0.030977735,0.001936108,0.002904163,103.617,4,20,74,278.5347985,0.657285639
E01004326,0,0,0,1,3,10,10,100,6,10,6,10,1.195,0.212606303,0.257128564,0.32016008,0.149074537,0.061030515,0.752808989,0.223113965,0.024077047,0,0,120.904,3,13,55,238.8291517,0.344172086
E01004327,0,0,0,0,7,6,10,100,7,10,7,10,0,0.197856554,0.181368508,0.261335532,0.234954658,0.124484749,0.524731183,0.359139785,0.094623656,0.012903226,0.008602151,425.349,1,2,17,103.6752137,0.351195383
E01004328,0,0,0,0,4,8,10,100,7,10,6,10,0,0.199207136,0.238354807,0.293359762,0.190782953,0.078295342,0.493293592,0.414307004,0.081967213,0.007451565,0.002980626,583.819,0,2,22,195.5426357,0.195738355
E01004329,0,0,0,0,6,6,10,100,7,10,7,10,0,0.208227527,0.256475368,0.255459624,0.20162519,0.078212291,0.427719821,0.45752608,0.092399404,0.017883756,0.004470939,724.654,0,1,19,169.5951766,0.19400711
E01004330,0,0,0,0,4,6,10,100,6,10,6,10,0,0.176567657,0.195269527,0.309680968,0.220572057,0.097909791,0.3936,0.4416,0.144,0.0208,0,502.679,0,1,21,190.7660021,0.162816282
E01004331,0,0,0,0,9,5,10,100,8,10,7,10,0,0.210443864,0.216710183,0.28616188,0.214099217,0.072584856,0.441481481,0.441481481,0.111111111,0.005925926,0,781.605,0,3,18,180.3201507,0.170234987
E01004332,0,0,0,0,3,8,10,100,6,10,6,10,0,0.237469586,0.19756691,0.287104623,0.215571776,0.062287105,0.503949447,0.410742496,0.069510269,0.014218009,0.001579779,576.664,0,2,19,178.5403997,0.185888078
E01004333,0,0,0,0,4,9,10,100,6,10,6,10,0,0.268689057,0.185807151,0.293607801,0.178223185,0.073672806,0.518821604,0.397708674,0.076923077,0.004909984,0.001636661,353.896,1,3,15,184.9699399,0.186348862
E01004334,0,0,0,0,4,8,10,100,7,10,7,10,0,0.270558694,0.149403641,0.220966729,0.244821092,0.114249843,0.620094192,0.31711146,0.056514914,0.006279435,0,197.147,1,3,18,148.6007463,0.193345888
E01004335,0,0,0,0,6,8,10,100,7,10,7,10,0,0.269982238,0.210183541,0.233866193,0.203078745,0.082889284,0.565891473,0.370542636,0.057364341,0.004651163,0.001550388,665.216,0,3,20,140.8673895,0.259325044
E01004336,0,0,0,0,9,6,10,100,8,10,8,10,0,0.137704918,0.304371585,0.269398907,0.193989071,0.094535519,0.554964539,0.35106383,0.079787234,0.012411348,0.00177305,309.009,1,4,17,84.52655889,0.250273224
E01004337,0,0,0,0,8,8,10,100,8,10,7,10,0,0.19888945,0.187279152,0.310449268,0.222614841,0.080767289,0.553695955,0.362622036,0.073919107,0.008368201,0.0013947,651.228,0,4,20,173.4676007,0.224129228
E01004338,0,0,0,0,9,7,10,100,8,10,8,10,0,0.176859504,0.246831956,0.312396694,0.177410468,0.086501377,0.510344828,0.387931034,0.077586207,0.018965517,0.005172414,472.717,1,6,18,199.2316136,0.166942149
E01004339,0,0,0,0,5,10,10,100,8,10,8,10,0,0.212421712,0.180584551,0.35125261,0.19519833,0.060542797,0.520423601,0.394856278,0.063540091,0.016641452,0.004538578,249.781,1,3,14,184.0537944,0.143528184
E01004340,0,0,0,0,8,7,10,100,8,10,8,10,0,0.200455581,0.214123007,0.259111617,0.239749431,0.086560364,0.561604585,0.353868195,0.071633238,0.011461318,0.001432665,509.32,0,3,20,67.46062236,0.145216401
E01004341,0,0,0,1,4,10,10,100,6,10,6,10,0.665,0.232,0.207529412,0.251294118,0.207058824,0.102117647,0.610526316,0.314285714,0.063157895,0.010526316,0.001503759,255.671,1,2,19,141.2898936,0.298823529
E01004342,0,0,0,1,6,6,10,100,7,10,7,10,0.278,0.256239601,0.174708819,0.292845258,0.202163062,0.074043261,0.42712294,0.413181242,0.102661597,0.053231939,0.003802281,516.547,0,3,17,66.87065369,0.660981697
E01004343,0,0,0,0,9,6,10,100,8,10,7,10,0,0.212686567,0.158848614,0.235074627,0.264925373,0.128464819,0.224111283,0.502318393,0.221020093,0.037094281,0.015455951,793.743,0,1,10,68.56725146,0.130597015
E01004344,0,0,0,0,8,6,10,100,8,10,8,10,0,0.269874477,0.160564854,0.237447699,0.240585774,0.091527197,0.371814093,0.446776612,0.151424288,0.022488756,0.007496252,683.432,0,2,16,50,0.19874477
E01004345,0,0,0,0,9,6,10,100,8,10,8,10,0,0.2436627,0.161407139,0.254009312,0.250905329,0.09001552,0.334935897,0.477564103,0.16025641,0.022435897,0.004807692,612.846,0,3,14,136.3187588,0.118468702
E01004346,0,0,0,0,6,5,10,100,7,10,7,10,0,0.272531031,0.143011333,0.236913114,0.262817053,0.084727469,0.283662478,0.464991023,0.195691203,0.043087971,0.012567325,630.788,1,3,20,100.1080497,0.228278467
E01004347,0,0,0,0,7,5,10,100,8,10,7,10,0,0.250681199,0.119436876,0.324704814,0.228428701,0.076748411,0.383189122,0.51421508,0.088998764,0.007416564,0.00618047,672.877,0,4,20,95.73913043,0.17075386
E01004348,0,0,0,1,5,5,10,100,7,10,7,10,0.371,0.240783034,0.15725938,0.333115824,0.204893964,0.063947798,0.395683453,0.474820144,0.10688592,0.017471737,0.005138746,246.87,2,4,16,113.7713437,0.658075041
E01004349,0,0,0,0,17,0,10,0,14,1,12,10,0,0.231377719,0.168094924,0.170731707,0.251812788,0.177982861,0.23583181,0.473491773,0.206581353,0.065813528,0.018281536,1556.547,0,0,4,23.81849584,0.141727093
E01004350,0,0,0,0,15,1,10,60,11,6,10,10,0,0.165696136,0.139227104,0.165696136,0.20381154,0.325569084,0.440437158,0.371584699,0.147540984,0.028415301,0.012021858,1061.692,0,0,3,59.89220038,0.22022234
E01004351,0,0,0,0,13,1,10,60,10,5,9,10,0,0.19044665,0.125930521,0.176799007,0.277915633,0.228908189,0.16744186,0.460465116,0.265116279,0.080620155,0.026356589,902.751,0,3,3,37.00642792,0.256203474
E01004352,0,0,0,0,7,2,10,100,7,3,7,10,0,0.135943448,0.138118543,0.177270256,0.283849918,0.264817836,0.19803198,0.467404674,0.236162362,0.066420664,0.03198032,255.652,3,3,4,12.50509996,0.42903752
E01004353,0,0,0,0,12,2,10,71,10,6,9,10,0,0.168338907,0.126532887,0.157748049,0.314938685,0.232441472,0.187969925,0.474937343,0.266917293,0.050125313,0.020050125,617.129,0,3,4,31.81979425,0.146042363
E01004354,0,0.333333333,0,0.666666667,5,3,10,100,7,5,7,10,0.983,0.225789474,0.135263158,0.224736842,0.261052632,0.153157895,0.244325768,0.496662216,0.20694259,0.042723632,0.009345794,180.532,3,3,4,62.23386833,0.571578947
E01004355,0,0,0,0,12,2,10,100,10,10,9,10,0,0.240920097,0.146489104,0.206416465,0.258474576,0.147699758,0.243684993,0.439821694,0.245170877,0.052005944,0.019316493,982.896,0,1,8,67.45610453,0.113801453
E01004356,0,0,0,0,13,3,10,81,10,10,8,10,0,0.187538941,0.173831776,0.177570093,0.264174455,0.196884735,0.191525424,0.420338983,0.301694915,0.06779661,0.018644068,958.577,0,1,7,33.97544454,0.1894081
E01004357,0,0,0,0,13,1,10,78,10,10,9,10,0,0.200385356,0.147719974,0.163134232,0.28837508,0.200385356,0.175958188,0.421602787,0.301393728,0.076655052,0.024390244,783.796,0,3,7,46.86935581,0.283236994
E01004358,0,0,0,0,11,2,10,85,9,10,8,10,0,0.174200662,0.142227122,0.225468578,0.270672547,0.187431092,0.335025381,0.407360406,0.171319797,0.065989848,0.020304569,536.954,0,3,7,73.05678615,0.148291069
E01004359,0,0,0,0,10,3,10,100,8,9,8,10,0,0.187978786,0.160282852,0.17030053,0.289923394,0.191514437,0.204918033,0.401639344,0.273770492,0.1,0.019672131,376.474,1,3,7,75.12173528,0.20094284
E01004360,0,0,0,0,10,5,10,100,8,10,8,10,0,0.180267062,0.137982196,0.161721068,0.270029674,0.25,0.130081301,0.416666667,0.327235772,0.105691057,0.020325203,873.213,0,2,8,59.59328028,0.12537092
E01004361,0,0,0,0,12,3,10,100,9,10,8,10,0,0.179127726,0.145638629,0.196261682,0.295950156,0.183021807,0.146341463,0.384146341,0.306910569,0.119918699,0.042682927,785.996,0,3,9,61.3473483,0.162772586
E01004362,0,0,0,0,10,4,10,100,9,10,9,10,0,0.198698995,0.178001183,0.283855707,0.22945003,0.109994086,0.433431953,0.424556213,0.116863905,0.014792899,0.01035503,378.718,2,4,15,20.90234858,0.175635719
E01004363,0,0,0,0,7,7,10,100,8,10,8,10,0,0.206852792,0.18464467,0.25,0.237309645,0.121192893,0.306324111,0.466403162,0.171936759,0.041501976,0.013833992,330.181,1,6,22,53.42372881,2.420050761
E01004364,0,0,0,0,5,10,10,100,7,10,7,10,0,0.247241725,0.200601805,0.238716148,0.222166499,0.091273821,0.406749556,0.451154529,0.103019538,0.03374778,0.005328597,279.753,2,7,26,99.15464943,0.442326981
E01004365,0,0,0,0,4,10,10,100,6,10,7,10,0,0.213276231,0.241970021,0.290792291,0.195717345,0.058244111,0.571428571,0.328571429,0.085714286,0.011428571,0.002857143,192.176,3,7,27,196.0537364,0.47366167
E01004366,0,0,0,1,9,8,10,100,8,10,8,10,0.338,0.185827552,0.191774034,0.277998018,0.208622398,0.135777998,0.330218069,0.495327103,0.138629283,0.031152648,0.004672897,355.611,1,6,23,68.29103215,0.186323092
E01004367,0,0,0,0,4,9,10,100,6,10,6,10,0,0.221459763,0.179039301,0.265751716,0.232064878,0.101684342,0.415270019,0.430167598,0.113594041,0.03538175,0.005586592,395.873,2,5,23,127.9329609,0.211478478
E01004368,0,0,0,0,4,7,10,100,6,10,6,10,0,0.193532087,0.190500253,0.319353209,0.189994947,0.106619505,0.459722222,0.398611111,0.105555556,0.025,0.011111111,383.909,1,6,21,141.2562455,0.154623547
E01004369,0,0,0,0,4,7,10,100,6,10,6,10,0,0.23196986,0.193756728,0.378363832,0.141011841,0.05489774,0.495934959,0.411382114,0.081300813,0.009756098,0.001626016,418.304,2,3,18,189.7854954,0.17007535
E01004370,0,0,0,1,5,7,10,100,7,10,6,10,0.72,0.20974478,0.182366589,0.364269142,0.183294664,0.060324826,0.432389937,0.452830189,0.089622642,0.018867925,0.006289308,329.495,1,4,18,155.259366,0.28863109
E01004371,0,0,0,0,10,10,10,100,8,10,8,10,0,0.170648464,0.196245734,0.321387941,0.208191126,0.103526735,0.458536585,0.443902439,0.073170732,0.017886179,0.006504065,661.478,0,6,14,161.4325069,0.133105802
E01004372,0,0,0,0,9,7,10,100,8,10,8,10,0,0.2200296,0.179575728,0.399605328,0.151455353,0.049333991,0.5,0.427419355,0.059139785,0.010752688,0.002688172,680.782,0,6,16,205.3698075,0.172175629
E01004373,0,0,0,0,4,8,10,100,6,10,6,10,0,0.210025063,0.197493734,0.336842105,0.165413534,0.090225564,0.526570048,0.362318841,0.095008052,0.012882448,0.003220612,202.165,2,4,18,202.1276596,0.204511278
E01004374,0,0,0,0,10,8,10,100,8,10,8,10,0,0.2,0.186506024,0.337349398,0.173493976,0.102650602,0.452034884,0.443313953,0.091569767,0.011627907,0.001453488,624.187,0,6,15,160.6037152,0.127228916
E01004375,0,0,0,0,4,6,10,100,7,10,7,10,0,0.185952501,0.19909045,0.344618494,0.191005558,0.079332996,0.506955178,0.384853168,0.091190108,0.017001546,0,278.384,2,4,17,169.4349315,0.184436584
E01004376,0,0,0,0,3,7,10,100,6,10,8,10,0,0.155909091,0.253181818,0.343181818,0.161818182,0.085909091,0.539755352,0.356269113,0.076452599,0.021406728,0.006116208,255.28,3,4,17,202.2058824,0.164545455
E01004377,0,0,0,0,11,3,10,100,9,10,8,10,0,0.234111896,0.146659424,0.229766431,0.266159696,0.123302553,0.18370607,0.466453674,0.261980831,0.060702875,0.02715655,902.005,0,2,11,22.14870067,0.133623031
E01004378,0,0,0,0,10,5,10,100,8,10,8,10,0,0.210891089,0.181188119,0.262871287,0.238118812,0.106930693,0.29985229,0.443131462,0.208271787,0.042836041,0.005908419,542.202,0,3,14,93.21642824,0.142574257
E01004379,0,0,1,0,5,5,10,100,7,10,7,10,0.473,0.206644144,0.170608108,0.256756757,0.26295045,0.103040541,0.185468451,0.520076482,0.219885277,0.063097514,0.011472275,315.838,1,1,8,83.97163121,0.243806306
E01004380,0,0,0,0,8,4,10,100,8,10,7,10,0,0.223610244,0.152404747,0.199250468,0.27857589,0.146158651,0.245469522,0.451400329,0.233937397,0.057660626,0.011532125,740.487,0,1,10,31.50334514,0.269206746
E01004381,0,0,0,0,3,5,10,100,6,10,6,10,0,0.236932096,0.152906693,0.22667318,0.270639961,0.11284807,0.215133531,0.520771513,0.198813056,0.056379822,0.008902077,338.929,1,1,12,87.51603249,0.733268197
E01004382,0,0,0,0,6,4,10,100,7,10,7,10,0,0.298515982,0.177511416,0.202054795,0.233447489,0.08847032,0.437125749,0.443113772,0.099800399,0.013972056,0.005988024,377.352,1,1,12,148.0980558,0.117009132
E01004383,0,0,0,0,7,4,10,100,7,10,7,10,0,0.220035778,0.153249851,0.217650566,0.264758497,0.144305307,0.165217391,0.464347826,0.27826087,0.071304348,0.020869565,667.06,0,1,12,73.04006969,0.187239117
E01004384,0,0,0,1,5,6,10,100,7,10,7,10,0.367,0.224489796,0.155671571,0.205980066,0.239677266,0.1741813,0.323741007,0.464748201,0.175539568,0.033093525,0.002877698,232.397,1,1,8,77.32110092,0.319886094
E01004385,0,0,0,0,6,5,10,100,7,10,8,10,0,0.224546722,0.158995816,0.220362622,0.237099024,0.158995816,0.372307692,0.427692308,0.158461538,0.023076923,0.018461538,1220.181,0,0,8,29.48797039,0.087866109
E01004386,0,0,0,0,6,6,10,100,7,10,7,10,0,0.193895871,0.145421903,0.168761221,0.298623579,0.193297427,0.132398754,0.433021807,0.313084112,0.090342679,0.031152648,295.316,1,1,8,44.46514103,0.120885697
E01004387,0,0,0,0,9,6,10,100,8,10,8,10,0,0.175401817,0.153738644,0.150943396,0.318658281,0.201257862,0.116190476,0.474285714,0.308571429,0.078095238,0.022857143,689.768,0,2,7,54.0407855,0.116002795
E01004388,0,0,0,0,7,5,10,100,7,10,8,10,0,0.214114833,0.140550239,0.221291866,0.25,0.174043062,0.303543914,0.423728814,0.223420647,0.035439137,0.013867488,435.221,1,1,8,61.78861789,0.43361244
E01004389,0,0,0,0,12,3,10,100,9,9,8,10,0,0.2215973,0.127109111,0.231721035,0.24015748,0.179415073,0.303116147,0.468838527,0.168555241,0.050991501,0.008498584,748.026,0,4,4,41.88457008,0.226659168
