date,London_total,City of London,City of Westminster,London Borough of Barking and Dagenham,London Borough of Barnet,London Borough of Bexley,London Borough of Brent,London Borough of Bromley,London Borough of Camden,London Borough of Croydon,London Borough of Ealing,London Borough of Enfield,London Borough of Hackney,London Borough of Hammersmith and Fulham,London Borough of Haringey,London Borough of Harrow,London Borough of Havering,London Borough of Hillingdon,London Borough of Hounslow,London Borough of Islington,London Borough of Lambeth,London Borough of Lewisham,London Borough of Merton,London Borough of Newham,London Borough of Redbridge,London Borough of Richmond upon Thames,London Borough of Southwark,London Borough of Sutton,London Borough of Tower Hamlets,London Borough of Waltham Forest,London Borough of Wandsworth,Royal Borough of Greenwich,Royal Borough of Kensington and Chelsea,Royal Borough of Kingston upon Thames
2021-04-22,-3.0,-55.0,-29.0,5.0,4.0,8.0,8.0,5.0,-20.0,8.0,6.0,5.0,8.0,-11.0,0.0,8.0,6.0,6.0,2.0,-13.0,-3.0,18.0,-3.0,2.0,1.0,10.0,-6.0,-1.0,-9.0,5.0,-1.0,7.0,10.0,-6.0
2021-04-23,0.0,-53.0,-25.0,8.0,3.0,9.0,10.0,10.0,-15.0,12.0,4.0,7.0,13.0,-11.0,2.0,13.0,5.0,6.0,4.0,-11.0,0.0,17.0,4.0,6.0,6.0,13.0,-1.0,1.0,-3.0,3.0,3.0,7.0,8.0,-1.0
2021-04-24,-4.0,-19.0,-17.0,-1.0,3.0,2.0,0.0,4.0,-15.0,4.0,4.0,1.0,5.0,-12.0,-6.0,9.0,-2.0,-2.0,6.0,-4.0,-4.0,11.0,-4.0,-2.0,3.0,11.0,-8.0,-5.0,-4.0,3.0,-3.0,5.0,10.0,-3.0
2021-04-25,-10.0,-27.0,-27.0,-9.0,-4.0,-8.0,1.0,2.0,-23.0,1.0,2.0,-4.0,-4.0,-20.0,-10.0,-1.0,0.0,-7.0,1.0,-13.0,-11.0,2.0,-13.0,-7.0,0.0,5.0,-11.0,-6.0,-23.0,-3.0,-8.0,-3.0,3.0,-12.0
2021-04-26,-4.0,-60.0,-28.0,-1.0,3.0,3.0,8.0,3.0,-26.0,3.0,3.0,2.0,1.0,-16.0,-5.0,8.0,1.0,3.0,3.0,-18.0,-6.0,6.0,-2.0,3.0,4.0,8.0,-7.0,1.0,-8.0,1.0,-5.0,4.0,5.0,-6.0
2021-04-27,-6.0,-56.0,-30.0,-3.0,-2.0,5.0,3.0,6.0,-22.0,9.0,2.0,-1.0,2.0,-14.0,-3.0,5.0,2.0,1.0,-2.0,-18.0,-4.0,14.0,-7.0,3.0,9.0,9.0,-10.0,-2.0,-7.0,3.0,-6.0,0.0,4.0,-7.0
2021-04-28,-9.0,-57.0,-32.0,2.0,-5.0,3.0,2.0,1.0,-30.0,1.0,-3.0,-1.0,0.0,-17.0,-7.0,2.0,-3.0,-5.0,-4.0,-19.0,-6.0,11.0,-8.0,-3.0,-1.0,0.0,-13.0,-1.0,-14.0,-2.0,-10.0,-1.0,1.0,-12.0
2021-04-29,-2.0,-53.0,-29.0,7.0,6.0,9.0,12.0,4.0,-20.0,10.0,7.0,10.0,8.0,-11.0,2.0,13.0,8.0,8.0,6.0,-11.0,-2.0,18.0,-3.0,5.0,4.0,12.0,-6.0,0.0,-7.0,9.0,-2.0,4.0,8.0,-9.0
2021-04-30,2.0,-53.0,-25.0,14.0,7.0,11.0,15.0,9.0,-17.0,15.0,8.0,10.0,15.0,-7.0,5.0,20.0,8.0,7.0,8.0,-8.0,3.0,18.0,8.0,9.0,9.0,13.0,0.0,5.0,-1.0,7.0,3.0,7.0,11.0,-4.0
2021-05-01,-4.0,-12.0,-21.0,4.0,5.0,5.0,5.0,5.0,-21.0,7.0,4.0,4.0,5.0,-12.0,-3.0,10.0,1.0,0.0,7.0,-4.0,-4.0,10.0,-3.0,3.0,4.0,10.0,-6.0,-4.0,0.0,7.0,-4.0,2.0,6.0,-5.0
2021-05-02,-11.0,-17.0,-25.0,-12.0,-9.0,-10.0,-1.0,-4.0,-23.0,-2.0,0.0,-7.0,-5.0,-22.0,-13.0,-5.0,-6.0,-7.0,1.0,-16.0,-12.0,-1.0,-14.0,-8.0,-4.0,3.0,-9.0,-10.0,-20.0,-7.0,-14.0,-5.0,1.0,-15.0
2021-05-03,-16.0,-71.0,-42.0,-16.0,-10.0,-9.0,-3.0,-7.0,-38.0,-7.0,-11.0,-12.0,-15.0,-32.0,-16.0,-2.0,-11.0,-8.0,-9.0,-36.0,-19.0,-7.0,-12.0,-1.0,-5.0,-2.0,-20.0,-10.0,-21.0,-9.0,-18.0,0.0,-16.0,-15.0
2021-05-04,-5.0,-59.0,-30.0,-2.0,-1.0,4.0,4.0,7.0,-24.0,9.0,2.0,1.0,1.0,-11.0,-4.0,6.0,3.0,5.0,1.0,-15.0,-4.0,12.0,-4.0,3.0,6.0,10.0,-9.0,0.0,-8.0,1.0,-6.0,1.0,6.0,-8.0
2021-05-05,-7.0,-56.0,-30.0,5.0,-6.0,3.0,5.0,2.0,-28.0,3.0,1.0,3.0,4.0,-15.0,-3.0,7.0,-1.0,-1.0,-2.0,-15.0,-7.0,12.0,-8.0,-2.0,1.0,3.0,-10.0,2.0,-12.0,3.0,-8.0,1.0,6.0,-12.0
2021-05-06,0.0,-54.0,-28.0,4.0,8.0,12.0,11.0,9.0,-20.0,14.0,8.0,10.0,12.0,-7.0,4.0,11.0,8.0,10.0,8.0,-6.0,0.0,21.0,2.0,6.0,7.0,16.0,-5.0,3.0,-5.0,9.0,2.0,9.0,14.0,-3.0
2021-05-07,-2.0,-51.0,-24.0,6.0,2.0,5.0,9.0,7.0,-16.0,9.0,4.0,6.0,12.0,-12.0,-1.0,12.0,3.0,3.0,2.0,-13.0,1.0,14.0,2.0,5.0,3.0,12.0,-1.0,0.0,0.0,2.0,-1.0,4.0,13.0,-7.0
2021-05-08,-10.0,-27.0,-32.0,-4.0,-3.0,0.0,-4.0,2.0,-30.0,0.0,2.0,-5.0,-6.0,-14.0,-12.0,1.0,-6.0,-4.0,1.0,-7.0,-9.0,3.0,-6.0,-4.0,-4.0,2.0,-14.0,-7.0,-8.0,-4.0,-8.0,-5.0,-7.0,-10.0
2021-05-09,-9.0,-19.0,-22.0,-8.0,-5.0,-9.0,3.0,1.0,-19.0,0.0,4.0,-3.0,-3.0,-20.0,-10.0,3.0,0.0,-8.0,5.0,-11.0,-10.0,0.0,-14.0,-2.0,-1.0,2.0,-9.0,-11.0,-15.0,-3.0,-13.0,-1.0,6.0,-15.0
2021-05-10,-4.0,-58.0,-25.0,3.0,1.0,4.0,7.0,1.0,-28.0,5.0,3.0,1.0,4.0,-15.0,-3.0,9.0,-1.0,4.0,3.0,-17.0,-5.0,8.0,1.0,8.0,7.0,6.0,-7.0,-1.0,-4.0,2.0,-6.0,4.0,8.0,-8.0
2021-05-11,-4.0,-54.0,-27.0,2.0,0.0,6.0,6.0,5.0,-24.0,9.0,3.0,1.0,3.0,-12.0,-1.0,8.0,4.0,1.0,0.0,-14.0,-3.0,11.0,-4.0,9.0,16.0,9.0,-8.0,-2.0,-1.0,3.0,-6.0,2.0,9.0,-7.0
2021-05-12,-1.0,-51.0,-24.0,11.0,3.0,6.0,10.0,4.0,-23.0,6.0,7.0,3.0,9.0,-11.0,0.0,13.0,3.0,3.0,6.0,-15.0,-2.0,21.0,-1.0,14.0,18.0,8.0,-6.0,4.0,-2.0,11.0,0.0,6.0,11.0,-5.0
2021-05-13,-6.0,-53.0,-31.0,-3.0,0.0,6.0,3.0,3.0,-26.0,9.0,4.0,6.0,4.0,-12.0,-3.0,5.0,3.0,1.0,3.0,-15.0,-6.0,16.0,-3.0,-4.0,-6.0,10.0,-9.0,-1.0,-15.0,-2.0,-3.0,1.0,5.0,-7.0
2021-05-14,-1.0,-51.0,-25.0,6.0,4.0,7.0,9.0,8.0,-18.0,10.0,4.0,6.0,14.0,-10.0,0.0,14.0,5.0,2.0,5.0,-11.0,1.0,19.0,4.0,3.0,0.0,14.0,-2.0,1.0,-3.0,1.0,2.0,4.0,10.0,-6.0
2021-05-15,-6.0,-14.0,-23.0,-5.0,2.0,5.0,-1.0,5.0,-25.0,4.0,2.0,-2.0,1.0,-11.0,-8.0,5.0,-2.0,-5.0,8.0,-4.0,-5.0,8.0,-3.0,-5.0,-6.0,9.0,-10.0,-5.0,-7.0,0.0,-5.0,-3.0,23.0,-2.0
2021-05-16,-12.0,-27.0,-31.0,-10.0,0.0,-8.0,-2.0,-3.0,-28.0,-2.0,0.0,-6.0,-6.0,-21.0,-12.0,-3.0,1.0,-9.0,-1.0,-15.0,-13.0,-1.0,-15.0,-9.0,-7.0,2.0,-13.0,-11.0,-23.0,-5.0,-14.0,-8.0,-2.0,-18.0
2021-05-17,-8.0,-57.0,-23.0,-4.0,-8.0,3.0,1.0,0.0,-30.0,2.0,-1.0,-3.0,-7.0,-21.0,-10.0,3.0,-2.0,-2.0,2.0,-21.0,-9.0,5.0,-5.0,0.0,-2.0,4.0,-11.0,-2.0,-12.0,-2.0,-9.0,-3.0,5.0,-11.0
2021-05-18,-5.0,-52.0,-24.0,-2.0,-3.0,6.0,6.0,4.0,-22.0,9.0,3.0,0.0,-3.0,-14.0,-2.0,9.0,3.0,0.0,0.0,-18.0,-5.0,11.0,-7.0,5.0,6.0,5.0,-9.0,-4.0,-6.0,2.0,-6.0,-2.0,8.0,-11.0
2021-05-19,-4.0,-49.0,-21.0,5.0,0.0,7.0,8.0,2.0,-24.0,4.0,4.0,1.0,7.0,-16.0,-2.0,8.0,0.0,0.0,4.0,-16.0,-2.0,17.0,-5.0,3.0,3.0,6.0,-7.0,1.0,-7.0,3.0,-4.0,4.0,9.0,-9.0
2021-05-20,-3.0,-48.0,-24.0,5.0,5.0,8.0,7.0,3.0,-22.0,10.0,5.0,2.0,11.0,-14.0,-2.0,7.0,6.0,3.0,7.0,-14.0,-2.0,21.0,-6.0,3.0,0.0,9.0,-6.0,1.0,-9.0,3.0,-3.0,4.0,11.0,-9.0
2021-05-21,-4.0,-51.0,-24.0,4.0,1.0,6.0,5.0,5.0,-23.0,8.0,2.0,1.0,10.0,-12.0,-5.0,7.0,3.0,0.0,3.0,-17.0,-2.0,16.0,0.0,1.0,-1.0,9.0,-3.0,-3.0,-6.0,-4.0,-2.0,2.0,9.0,-10.0
2021-05-22,-5.0,-4.0,-11.0,-4.0,4.0,3.0,2.0,2.0,-21.0,3.0,4.0,-3.0,2.0,-15.0,-8.0,7.0,-2.0,-4.0,8.0,-4.0,-4.0,8.0,-5.0,-1.0,-2.0,6.0,-7.0,-6.0,-4.0,-1.0,-6.0,-2.0,8.0,-7.0
2021-05-23,-13.0,-20.0,-18.0,-11.0,-8.0,-8.0,-4.0,-4.0,-28.0,-3.0,-2.0,-10.0,-7.0,-24.0,-16.0,-5.0,-2.0,-11.0,-3.0,-9.0,-10.0,0.0,-15.0,-9.0,-9.0,-4.0,-12.0,-13.0,-24.0,-11.0,-14.0,-10.0,0.0,-19.0
2021-05-24,-5.0,-58.0,-22.0,-1.0,3.0,4.0,6.0,1.0,-29.0,2.0,2.0,-2.0,4.0,-18.0,-4.0,7.0,0.0,-1.0,4.0,-21.0,-8.0,9.0,-5.0,4.0,3.0,5.0,-8.0,-4.0,-8.0,0.0,-7.0,2.0,9.0,-12.0
2021-05-25,-3.0,-50.0,-20.0,-4.0,3.0,9.0,8.0,7.0,-21.0,12.0,7.0,1.0,6.0,-14.0,0.0,11.0,4.0,3.0,3.0,-16.0,-2.0,15.0,-3.0,6.0,8.0,9.0,-8.0,3.0,-4.0,2.0,-5.0,2.0,11.0,-7.0
2021-05-26,-2.0,-47.0,-18.0,9.0,1.0,8.0,10.0,4.0,-22.0,9.0,6.0,3.0,6.0,-13.0,-2.0,11.0,2.0,1.0,5.0,-14.0,0.0,20.0,-3.0,5.0,6.0,7.0,-5.0,4.0,-6.0,3.0,-3.0,4.0,13.0,-9.0
2021-05-27,1.0,-45.0,-18.0,6.0,8.0,13.0,10.0,8.0,-18.0,14.0,10.0,8.0,13.0,-10.0,2.0,12.0,12.0,6.0,10.0,-12.0,1.0,25.0,1.0,5.0,4.0,13.0,-2.0,5.0,-3.0,9.0,0.0,10.0,15.0,-4.0
2021-05-28,3.0,-47.0,-17.0,10.0,7.0,13.0,13.0,12.0,-18.0,17.0,9.0,7.0,17.0,-11.0,2.0,14.0,7.0,5.0,9.0,-10.0,4.0,24.0,6.0,8.0,7.0,14.0,1.0,5.0,2.0,6.0,1.0,12.0,10.0,-5.0
