objectid,lsoa11cd,lsoa11nm,Borough,All Ages,HubName,HubDist,NUMPOINTS(,NUMPOINT_1,NUMPOINT_2
23297,E01000442,Bexley 006E,Bexley,1663 ,1010003432,461.2997747,2,2,9
23299,E01000440,Bexley 007D,Bexley,1423 ,1010008379,871.6798833,0,3,13
23300,E01000441,Bexley 007E,Bexley,1712 ,1010003434,604.487128,1,2,14
23303,E01000449,Bexley 023E,Bexley,1466 ,1010001396,1352.393484,0,0,8
23715,E01000326,Bexley 014B,Bexley,1363 ,1010004802,1196.302007,0,0,11
23716,E01000327,Bexley 017A,Bexley,1639 ,1010003434,511.221889,0,6,11
23718,E01000325,Bexley 014A,Bexley,1636 ,1010003434,651.0492598,0,1,12
23723,E01000328,Bexley 017B,Bexley,1500 ,1010003434,1251.517695,0,1,11
23724,E01000329,Bexley 017C,Bexley,1621 ,1010014440,262.8252936,1,5,13
23843,E01000420,Bexley 006D,Bexley,1520 ,1010003432,560.8824644,0,3,11
23844,E01000421,Bexley 009D,Bexley,1477 ,1010010586,622.8443554,0,3,10
23846,E01000429,Bexley 008B,Bexley,1718 ,1010002241,377.1191359,1,5,6
24087,E01000380,Bexley 010D,Bexley,1728 ,1010015873,1151.801672,0,0,8
19389,E01001426,Enfield 030B,Enfield,1954 ,1010000734,391.3869726,1,5,8
19390,E01001427,Enfield 030C,Enfield,1644 ,1010006242,693.2043265,0,4,10
19391,E01001424,Enfield 030A,Enfield,1222 ,1010007232,289.7066867,2,3,7
19392,E01001425,Enfield 027B,Enfield,2119 ,1010007229,459.1911014,1,5,8
19394,E01001423,Enfield 027A,Enfield,2003 ,1010007232,538.0200755,0,3,7
19397,E01001428,Enfield 027C,Enfield,1881 ,1010007229,849.4738392,0,4,8
19400,E01001429,Enfield 030D,Enfield,2639 ,1010007232,112.8678398,3,3,7
19469,E01004361,Waltham Forest 005A,Waltham Forest,1284 ,1010010884,785.9955172,0,3,9
19577,E01001974,Haringey 001C,Haringey,2356 ,1010005267,240.4036398,1,2,15
19578,E01001975,Haringey 001D,Haringey,2108 ,1010005284,202.2109562,1,2,15
19965,E01001556,Enfield 035E,Enfield,1635 ,1010010396,648.4800057,0,1,12
19966,E01001557,Enfield 033D,Enfield,1799 ,1010005278,555.6651275,0,5,13
19967,E01001554,Enfield 037C,Enfield,1900 ,1010016494,98.85823506,3,4,13
19968,E01001555,Enfield 033C,Enfield,2429 ,1010005278,277.3340668,3,4,12
19969,E01001552,Enfield 001D,Enfield,2009 ,1010005979,174.4009254,1,3,5
19970,E01001550,Enfield 006E,Enfield,1754 ,1010005977,560.6850376,0,2,10
19971,E01001551,Enfield 002E,Enfield,1781 ,1010015874,113.8471205,1,2,4
19972,E01001558,Enfield 033E,Enfield,1851 ,1010005278,83.43433521,3,4,10
19975,E01001559,Enfield 033F,Enfield,2365 ,1010006242,483.9019729,1,4,11
20017,E01001570,Enfield 026E,Enfield,1923 ,1010006026,460.5309875,2,3,6
20215,E01001566,Enfield 029E,Enfield,1630 ,1010002412,429.4291411,3,3,11
20216,E01001567,Enfield 022C,Enfield,1571 ,1010003088,979.8017822,0,3,9
20217,E01001564,Enfield 022B,Enfield,1671 ,1010003088,182.1759237,1,3,8
20218,E01001565,Enfield 029D,Enfield,1806 ,1010012742,540.6200602,0,4,10
20296,E01001406,Enfield 015B,Enfield,1642 ,1010003520,120.7069026,2,4,16
20297,E01001487,Enfield 023C,Enfield,2116 ,1010010905,645.1715503,0,2,9
20298,E01001407,Enfield 005A,Enfield,1659 ,1010001949,1479.278205,0,0,10
20299,E01001486,Enfield 025C,Enfield,2308 ,1010010905,491.7948976,1,3,7
20300,E01001404,Enfield 026A,Enfield,1549 ,1010006026,879.2836715,0,2,8
20301,E01001405,Enfield 015A,Enfield,1915 ,1010003520,455.1499637,2,6,17
20302,E01001484,Enfield 016C,Enfield,1375 ,1010012917,649.7139486,0,4,14
20303,E01001402,Enfield 021D,Enfield,2005 ,1010014867,438.2282197,2,3,10
20304,E01001483,Enfield 025A,Enfield,1329 ,1010000992,1253.800664,0,0,5
20305,E01001403,Enfield 021E,Enfield,1673 ,1010006026,859.1240217,0,2,9
20306,E01001482,Enfield 023B,Enfield,1970 ,1010012917,888.3008676,0,2,9
20307,E01001400,Enfield 021C,Enfield,1647 ,1010003521,951.2693092,0,2,13
20308,E01001481,Enfield 018C,Enfield,1793 ,1010000992,823.6640842,0,2,8
20309,E01001401,Enfield 016A,Enfield,1338 ,1010010033,284.2875209,2,3,17
20310,E01001480,Enfield 024D,Enfield,1664 ,1010010033,952.2194152,0,2,10
20311,E01001408,Enfield 004A,Enfield,1708 ,1010014483,156.7504868,3,4,11
20312,E01001489,Enfield 023D,Enfield,2068 ,1010010905,635.0202685,0,2,7
20313,E01001409,Enfield 005B,Enfield,1841 ,1010001949,926.7776334,0,2,16
20314,E01001488,Enfield 024E,Enfield,2078 ,1010007232,745.356868,0,3,9
20552,E01033150,Enfield 003G,Enfield,1964 ,1010004928,136.8845192,1,1,6
20553,E01033151,Enfield 025G,Enfield,1273 ,1010010905,784.4092346,0,1,5
20831,E01032574,Enfield 037E,Enfield,2304 ,1010016494,384.7978773,3,4,11
20832,E01032575,Haringey 037D,Haringey,2054 ,1010003086,505.7611423,0,5,12
21058,E01001536,Enfield 008B,Enfield,1927 ,1010006632,531.2711185,1,11,12
21059,E01001537,Enfield 005E,Enfield,1776 ,1010013892,773.7544242,0,2,14
21061,E01001535,Enfield 028E,Enfield,1378 ,1010005267,1238.734394,0,2,11
21062,E01001532,Enfield 028C,Enfield,1681 ,1010002412,920.8247008,0,2,13
21063,E01001533,Enfield 028D,Enfield,1439 ,1010003652,831.5331521,0,1,13
21064,E01001530,Enfield 032D,Enfield,1760 ,1010003652,561.591649,0,3,10
21065,E01001538,Enfield 009A,Enfield,1596 ,1010013892,821.7113508,0,2,18
21066,E01001539,Enfield 009B,Enfield,1583 ,1010013892,423.0101909,1,3,17
21385,E01001562,Enfield 037D,Enfield,2319 ,1010010396,1075.479133,0,1,9
21386,E01001563,Enfield 029C,Enfield,1654 ,1010003088,539.0509708,0,3,8
21387,E01001560,Enfield 035F,Enfield,1707 ,1010010396,882.3835229,0,1,12
21388,E01001568,Enfield 022D,Enfield,1464 ,1010012742,1050.759964,0,1,10
21389,E01001569,Enfield 022E,Enfield,1966 ,1010003088,442.2817732,3,3,9
21435,E01001456,Enfield 022A,Enfield,1388 ,1010014867,263.2300682,2,3,13
21436,E01001457,Enfield 010A,Enfield,1701 ,1010006515,210.0902774,2,6,14
21437,E01001454,Enfield 017D,Enfield,1700 ,1010014867,838.5307292,0,2,12
21438,E01001455,Enfield 021F,Enfield,1510 ,1010003521,760.6625372,0,3,14
21439,E01001452,Enfield 017B,Enfield,1362 ,1010014867,590.7509662,0,3,14
21440,E01001453,Enfield 017C,Enfield,1804 ,1010003087,469.2699293,1,1,13
21441,E01001450,Enfield 015C,Enfield,2483 ,1010003521,265.0931704,5,7,19
21442,E01001451,Enfield 017A,Enfield,1585 ,1010003521,214.4191889,1,7,18
21443,E01001458,Enfield 037A,Enfield,1904 ,1010007229,683.9951312,0,3,10
21444,E01001459,Enfield 024A,Enfield,1764 ,1010007232,931.517986,0,2,12
21591,E01002091,Haringey 006A,Haringey,1826 ,1010010396,559.657729,0,1,12
21595,E01002090,Haringey 005A,Haringey,1539 ,1010010396,193.9255126,1,1,15
21708,E01001516,Enfield 005D,Enfield,1889 ,1010012790,760.9565704,0,3,12
21710,E01001517,Enfield 006C,Enfield,2034 ,1010010031,463.269459,1,4,10
21712,E01001514,Enfield 016E,Enfield,1866 ,1010010033,352.8094345,2,5,18
21714,E01001515,Enfield 015E,Enfield,1993 ,1010010033,284.3906578,2,4,16
21716,E01001512,Enfield 015D,Enfield,2250 ,1010004166,302.3023045,1,9,18
21718,E01001513,Enfield 012F,Enfield,1967 ,1010012790,309.8170349,3,4,14
21720,E01001510,Enfield 014D,Enfield,810 ,1010000992,638.3088689,0,3,10
21722,E01001511,Enfield 016D,Enfield,1824 ,1010002283,265.2076859,1,6,16
21724,E01001518,Enfield 016F,Enfield,1836 ,1010004166,471.608493,1,11,20
21726,E01001519,Enfield 020D,Enfield,3091 ,1010005272,89.58343049,3,3,8
21745,E01001476,Enfield 018A,Enfield,1854 ,1010012917,323.7047815,2,2,11
21746,E01001477,Enfield 018B,Enfield,1987 ,1010000992,534.54595,0,2,9
21747,E01001474,Enfield 010E,Enfield,1911 ,1010006515,479.8366453,1,2,13
21748,E01001475,Enfield 013D,Enfield,1686 ,1010006025,584.0110424,0,2,7
21749,E01001472,Enfield 010D,Enfield,1757 ,1010006515,338.241266,2,7,13
21750,E01001473,Enfield 013C,Enfield,1519 ,1010003087,445.0830928,1,1,5
21751,E01001470,Enfield 013B,Enfield,1639 ,1010003087,1034.664798,0,0,10
21752,E01001471,Enfield 010C,Enfield,1885 ,1010010032,674.7025429,0,3,12
21753,E01001478,Enfield 016B,Enfield,1588 ,1010010033,556.6695023,0,2,15
21754,E01001479,Enfield 023A,Enfield,1890 ,1010010905,1004.4044,0,2,10
21862,E01002036,Haringey 002A,Haringey,1790 ,1010003086,283.548468,1,5,11
21864,E01002034,Haringey 037A,Haringey,2555 ,1010003086,156.7993453,2,5,12
22171,E01001397,Enfield 035C,Enfield,2337 ,1010012742,856.1106106,0,4,9
22173,E01001396,Enfield 036D,Enfield,1615 ,1010005284,325.2569602,1,3,14
22175,E01001395,Enfield 035B,Enfield,1689 ,1010010396,676.4025139,0,2,11
22177,E01001394,Enfield 035A,Enfield,1899 ,1010005284,633.6486029,0,4,12
22179,E01001393,Enfield 036C,Enfield,2137 ,1010005267,649.780411,0,3,13
22181,E01001392,Enfield 032A,Enfield,1905 ,1010001733,544.2518985,0,3,10
22183,E01001391,Enfield 036B,Enfield,2013 ,1010005284,451.417068,1,4,13
22185,E01001390,Enfield 036A,Enfield,2083 ,1010005267,618.0446816,0,3,12
22187,E01001399,Enfield 021B,Enfield,1410 ,1010003520,779.6686677,0,2,16
22189,E01001398,Enfield 021A,Enfield,1341 ,1010003520,383.9918361,1,3,17
22221,E01001526,Enfield 019E,Enfield,1671 ,1010002009,702.6018399,0,2,9
22222,E01001527,Enfield 036F,Enfield,1688 ,1010002412,509.3343978,0,3,9
22223,E01001524,Enfield 019D,Enfield,1673 ,1010002009,652.9007227,0,3,8
22225,E01001522,Enfield 019B,Enfield,2069 ,1010003087,213.7020251,1,1,8
22226,E01001523,Enfield 019C,Enfield,1747 ,1010003087,544.25532,0,1,9
22227,E01001520,Enfield 019A,Enfield,1787 ,1010002009,165.9882654,3,3,7
22241,E01004414,Waltham Forest 005B,Waltham Forest,1788 ,1010010884,249.2837737,3,3,10
22257,E01004418,Waltham Forest 008D,Waltham Forest,1735 ,1010004884,723.5119527,0,6,9
22259,E01004419,Waltham Forest 008E,Waltham Forest,2526 ,1010002930,600.6495426,0,3,13
22433,E01033146,Enfield 025F,Enfield,1752 ,1010010905,782.3120503,0,1,8
22434,E01033148,Enfield 003F,Enfield,2048 ,1010004928,345.7255931,1,1,4
22484,E01001546,Enfield 001C,Enfield,1925 ,1010014120,500.2266076,0,3,5
22485,E01001547,Enfield 002C,Enfield,2171 ,1010014120,167.1090345,1,2,7
22486,E01001544,Enfield 009D,Enfield,1626 ,1010004166,443.9617709,1,5,18
22487,E01001545,Enfield 002B,Enfield,1944 ,1010015874,522.1115584,0,2,4
22488,E01001542,Enfield 008E,Enfield,1640 ,1010013892,509.5690509,0,8,16
22489,E01001543,Enfield 009C,Enfield,1618 ,1010004166,829.0573615,0,2,20
22490,E01001540,Enfield 008C,Enfield,1868 ,1010014483,317.3440132,2,6,12
22491,E01001541,Enfield 008D,Enfield,1524 ,1010010030,418.5010188,3,8,14
22492,E01001548,Enfield 002D,Enfield,2030 ,1010014120,531.6044149,0,3,6
22493,E01001549,Enfield 006D,Enfield,2123 ,1010005977,258.9661524,1,2,9
22533,E01001436,Enfield 007D,Enfield,1977 ,1010010031,465.1620874,1,3,12
22534,E01001437,Enfield 014A,Enfield,2529 ,1010013511,533.7831617,0,3,11
22535,E01001434,Enfield 007B,Enfield,1634 ,1010013511,609.3196006,0,3,10
22536,E01001435,Enfield 007C,Enfield,1516 ,1010005977,386.0955167,1,3,10
22537,E01001432,Enfield 033B,Enfield,2106 ,1010007229,344.3269925,2,4,9
22538,E01001433,Enfield 007A,Enfield,2009 ,1010013511,667.8554862,0,2,9
22539,E01001430,Enfield 030E,Enfield,1779 ,1010000734,354.5999757,1,5,8
22540,E01001431,Enfield 033A,Enfield,1860 ,1010000734,677.138165,0,6,9
22541,E01001438,Enfield 007E,Enfield,1718 ,1010013511,284.0600888,1,3,12
22542,E01001439,Enfield 006A,Enfield,2359 ,1010010031,251.6698526,1,4,12
22790,E01002101,Haringey 007B,Haringey,2211 ,1010005284,349.6843792,1,2,14
22870,E01004350,Waltham Forest 001B,Waltham Forest,1889 ,1010010029,1061.692055,0,0,3
23012,E01004456,Waltham Forest 006E,Waltham Forest,1656 ,1010007524,336.2496582,2,4,10
23016,E01004454,Waltham Forest 006C,Waltham Forest,1953 ,1010002272,525.2008367,2,6,9
23017,E01004455,Waltham Forest 006D,Waltham Forest,1729 ,1010002272,212.1772396,1,6,10
23018,E01004452,Waltham Forest 005E,Waltham Forest,1901 ,1010002929,99.49362058,3,4,9
23019,E01004453,Waltham Forest 006B,Waltham Forest,1760 ,1010007524,513.3812872,0,5,10
23020,E01004450,Waltham Forest 006A,Waltham Forest,1673 ,1010002929,463.1511475,1,3,7
23021,E01004451,Waltham Forest 005D,Waltham Forest,1886 ,1010002929,461.735852,2,3,9
23092,E01001416,Enfield 013A,Enfield,1705 ,1010006025,570.4459056,0,2,7
23093,E01001497,Enfield 031E,Enfield,1474 ,1010006026,1403.62238,0,0,12
23095,E01001496,Enfield 026D,Enfield,1729 ,1010003088,1015.499408,0,3,8
23096,E01001414,Enfield 004E,Enfield,1584 ,1010010032,300.8682956,2,4,11
23097,E01001495,Enfield 029A,Enfield,1870 ,1010012742,292.7299824,1,4,8
23099,E01001494,Enfield 026C,Enfield,1502 ,1010003088,982.5812193,0,1,7
23100,E01001412,Enfield 004C,Enfield,1769 ,1010015874,1068.896812,0,0,5
23101,E01001493,Enfield 026B,Enfield,1849 ,1010003088,574.8095899,0,2,6
23102,E01001413,Enfield 004D,Enfield,1529 ,1010010030,505.1856479,0,4,10
23103,E01001492,Enfield 025E,Enfield,2179 ,1010010905,422.0526578,1,3,8
23104,E01001410,Enfield 005C,Enfield,2056 ,1010001949,1219.331205,0,0,12
23105,E01001491,Enfield 023E,Enfield,2118 ,1010010905,449.360247,1,3,9
23106,E01001411,Enfield 004B,Enfield,1917 ,1010013892,82.48891687,3,4,13
23108,E01001499,Enfield 031F,Enfield,1573 ,1010010396,1207.383502,0,1,8
23110,E01001498,Enfield 029B,Enfield,2006 ,1010012742,122.6021264,3,3,8
23488,E01001506,Enfield 014B,Enfield,1585 ,1010013511,1197.131401,0,3,10
23490,E01001507,Enfield 012D,Enfield,2129 ,1010006188,268.8538852,1,3,12
23492,E01001504,Enfield 012B,Enfield,1571 ,1010006188,529.8410211,0,3,12
23494,E01001505,Enfield 012C,Enfield,1722 ,1010006188,229.6527376,1,8,13
23496,E01001502,Enfield 018D,Enfield,1898 ,1010000992,166.8758863,2,3,12
23498,E01001503,Enfield 018E,Enfield,1971 ,1010012917,404.9361341,2,4,11
23500,E01001500,Enfield 035D,Enfield,1596 ,1010012742,511.5370199,1,3,8
23502,E01001501,Enfield 036E,Enfield,2238 ,1010002412,259.8777207,2,4,10
23504,E01001508,Enfield 012E,Enfield,2292 ,1010006188,407.0504679,1,5,11
23506,E01001509,Enfield 014C,Enfield,1891 ,1010000992,631.1185406,0,3,11
23531,E01001466,Enfield 031C,Enfield,1861 ,1010007229,769.5143912,0,2,8
23532,E01001467,Enfield 031D,Enfield,1913 ,1010007229,985.7396411,0,1,10
23533,E01001464,Enfield 027E,Enfield,1357 ,1010007229,1111.465647,0,1,9
23534,E01001465,Enfield 031B,Enfield,1607 ,1010010396,1603.228929,0,0,14
23535,E01001462,Enfield 024C,Enfield,1537 ,1010007232,741.4676086,0,3,9
23536,E01001463,Enfield 031A,Enfield,1652 ,1010007229,1342.985595,0,0,11
23537,E01001460,Enfield 024B,Enfield,2022 ,1010007232,427.1990033,1,3,10
23538,E01001461,Enfield 027D,Enfield,1819 ,1010007232,951.4539272,0,1,10
23539,E01001468,Enfield 010B,Enfield,1258 ,1010010032,883.3145027,0,1,6
23541,E01001469,Enfield 008A,Enfield,1687 ,1010010032,299.5490055,1,2,11
23863,E01004417,Waltham Forest 005C,Waltham Forest,1797 ,1010004884,368.7788844,3,4,9
23987,E01001446,Enfield 001B,Enfield,1862 ,1010005979,711.2802718,1,2,6
23988,E01001447,Enfield 003C,Enfield,2145 ,1010005979,889.3661144,0,2,6
23989,E01001444,Enfield 001A,Enfield,1874 ,1010005979,409.626427,1,2,5
23990,E01001445,Enfield 003B,Enfield,3188 ,1010004928,469.5352673,1,1,6
23991,E01001442,Enfield 002A,Enfield,1831 ,1010014120,258.6445408,1,2,7
23992,E01001440,Enfield 012A,Enfield,1723 ,1010010031,361.4511881,1,5,14
23993,E01001441,Enfield 006B,Enfield,1696 ,1010005977,185.3230262,1,2,11
23994,E01001448,Enfield 003D,Enfield,1974 ,1010014120,558.1273774,0,2,8
23995,E01001449,Enfield 003E,Enfield,1743 ,1010004928,750.225808,0,1,8
24104,E01001553,Enfield 037B,Enfield,1765 ,1010010396,731.1389642,0,1,10
24107,E01001485,Enfield 025B,Enfield,2066 ,1010010905,143.32969,2,3,11
24122,E01001531,Enfield 028B,Enfield,1556 ,1010002412,1019.059344,0,1,11
24152,E01004356,Waltham Forest 001D,Waltham Forest,1605 ,1010010884,958.5768611,0,1,7
24161,E01001521,Enfield 028A,Enfield,2024 ,1010002009,600.6781262,0,3,11
19429,E01003775,Redbridge 014B,Redbridge,1798 ,1010002928,763.9838991,0,4,14
19434,E01003778,Redbridge 014E,Redbridge,2080 ,1010004851,293.2881697,3,4,11
19435,E01003779,Redbridge 014F,Redbridge,1574 ,1010004851,578.3425579,0,4,11
19437,E01001796,Hackney 011E,Hackney,1920 ,1010015646,181.4138596,2,9,18
19439,E01001795,Hackney 011D,Hackney,1455 ,1010004885,354.4726531,2,10,24
19460,E01004366,Waltham Forest 019C,Waltham Forest,2018 ,1010015356,355.611061,1,6,23
19462,E01004367,Waltham Forest 019D,Waltham Forest,1603 ,1010014891,395.8733403,2,5,23
19464,E01004364,Waltham Forest 019B,Waltham Forest,1994 ,1010005974,279.7526423,2,7,26
19465,E01004365,Waltham Forest 020A,Waltham Forest,2335 ,1010010440,192.17626,3,7,27
19466,E01004362,Waltham Forest 021A,Waltham Forest,1691 ,1010015356,378.7176243,2,4,15
19467,E01004363,Waltham Forest 019A,Waltham Forest,1576 ,1010005974,330.1811936,1,6,22
19468,E01004360,Waltham Forest 004B,Waltham Forest,1348 ,1010010029,873.2130138,0,2,8
19472,E01004368,Waltham Forest 019E,Waltham Forest,1979 ,1010014891,383.9088106,1,6,21
19600,E01004466,Waltham Forest 015C,Waltham Forest,1634 ,1010005974,271.8109164,2,8,22
19603,E01004464,Waltham Forest 013C,Waltham Forest,1586 ,1010010113,168.3529941,1,6,19
19604,E01004465,Waltham Forest 015B,Waltham Forest,1550 ,1010010113,394.9160048,1,6,20
19605,E01004462,Waltham Forest 011E,Waltham Forest,2034 ,1010000987,495.3748054,1,10,23
19606,E01004463,Waltham Forest 012E,Waltham Forest,2066 ,1010014475,676.5297033,0,3,20
19607,E01004460,Waltham Forest 011D,Waltham Forest,1876 ,1010004872,216.4379107,1,5,23
19608,E01004461,Waltham Forest 014E,Waltham Forest,2829 ,1010004873,182.4194614,2,7,19
19611,E01004468,Waltham Forest 015E,Waltham Forest,1698 ,1010010113,537.8624964,0,3,20
19612,E01004469,Waltham Forest 013D,Waltham Forest,1775 ,1010004871,433.8775414,1,3,16
19633,E01001827,Hackney 029D,Hackney,2275 ,1010004886,467.5779556,1,2,14
19634,E01001824,Hackney 004D,Hackney,1998 ,1010004886,741.0692078,0,5,16
19636,E01001822,Hackney 029C,Hackney,1782 ,1010004886,206.2921183,2,2,19
19637,E01001823,Hackney 001D,Hackney,2024 ,1010000988,653.588234,0,2,15
19640,E01001828,Hackney 028B,Hackney,2303 ,1010009216,358.6741249,1,2,17
19855,E01004346,Waltham Forest 011B,Waltham Forest,1853 ,1010002930,630.788157,1,3,20
19857,E01004347,Waltham Forest 011C,Waltham Forest,2202 ,1010004872,672.8773183,0,4,20
19859,E01004344,Waltham Forest 008B,Waltham Forest,1912 ,1010002930,683.4320404,0,2,16
19860,E01004345,Waltham Forest 010A,Waltham Forest,1933 ,1010010114,612.8461656,0,3,14
19861,E01004342,Waltham Forest 011A,Waltham Forest,2404 ,1010010114,516.5473406,0,3,17
19862,E01004343,Waltham Forest 008A,Waltham Forest,1876 ,1010010441,793.7425771,0,1,10
19863,E01004340,Waltham Forest 027E,Waltham Forest,1756 ,1010004852,509.3204435,0,3,20
19864,E01004341,Waltham Forest 027F,Waltham Forest,2125 ,1010004852,255.6712287,1,2,19
19867,E01004348,Waltham Forest 010B,Waltham Forest,3065 ,1010010114,246.869742,2,4,16
19868,E01004349,Waltham Forest 001A,Waltham Forest,1517 ,1010010029,1556.546845,0,0,4
20018,E01001794,Hackney 011C,Hackney,2067 ,1010004885,184.2911507,1,7,27
20020,E01001793,Hackney 011B,Hackney,1791 ,1010015646,534.489272,1,6,23
20022,E01001792,Hackney 011A,Hackney,2027 ,1010004885,480.1159135,1,3,25
20024,E01001791,Hackney 015D,Hackney,1471 ,1010016223,362.435315,2,3,18
20026,E01001790,Hackney 013D,Hackney,1240 ,1010016223,699.0999254,0,3,21
20030,E01001798,Hackney 028A,Hackney,1838 ,1010004886,273.3692767,2,3,22
20220,E01004374,Waltham Forest 025C,Waltham Forest,2075 ,1010003472,624.186513,0,6,15
20221,E01004375,Waltham Forest 025D,Waltham Forest,1979 ,1010003472,278.3836688,2,4,17
20222,E01004372,Waltham Forest 023C,Waltham Forest,2027 ,1010014891,680.7824569,0,6,16
20223,E01004373,Waltham Forest 025B,Waltham Forest,1995 ,1010004850,202.1646999,2,4,18
20224,E01004370,Waltham Forest 023B,Waltham Forest,2155 ,1010014891,329.4946886,1,4,18
20225,E01004371,Waltham Forest 025A,Waltham Forest,1758 ,1010004852,661.4778141,0,6,14
20228,E01004378,Waltham Forest 010D,Waltham Forest,2020 ,1010004871,542.2024134,0,3,14
20229,E01004379,Waltham Forest 007A,Waltham Forest,1776 ,1010010441,315.8377016,1,1,8
20335,E01001767,Hackney 010D,Hackney,1764 ,1010004886,320.3878533,1,4,25
20342,E01001768,Hackney 006D,Hackney,1954 ,1010004886,350.1418019,1,8,26
20466,E01004446,Waltham Forest 017E,Waltham Forest,2072 ,1010004875,250.8989057,4,6,19
20468,E01004447,Waltham Forest 016F,Waltham Forest,1863 ,1010005973,236.9346328,1,13,25
20470,E01004444,Waltham Forest 017D,Waltham Forest,2669 ,1010013077,334.4060673,5,10,22
20471,E01004445,Waltham Forest 018C,Waltham Forest,1733 ,1010000987,478.7828888,3,13,24
