LSOA11 Code,Area,id_count,PointDen,HubDist,NUMPOINTS(,NUMPOINT_1,NUMPOINT_2
E01003803,2.031 ,,,407.316 ,1 ,3 ,28 
E01003846,2.392 ,,,241.722 ,2 ,2 ,13 
E01003847,15.996 ,1 ,0.063 ,221.209 ,1 ,2 ,11 
E01003849,2.003 ,,,341.647 ,1 ,3 ,16 
E01003851,2.494 ,,,701.180 ,0 ,4 ,11 
E01003860,15.159 ,1 ,0.066 ,68.143 ,3 ,8 ,13 
E01003864,2.560 ,,,462.577 ,1 ,4 ,15 
E01003852,6.717 ,,,133.616 ,2 ,3 ,14 
E01003853,3.014 ,,,355.671 ,2 ,5 ,13 
E01003854,1.409 ,2 ,1.419 ,161.844 ,3 ,4 ,11 
E01003855,2.938 ,,,243.301 ,2 ,4 ,12 
E01003856,1.226 ,,,318.635 ,1 ,7 ,12 
E01003857,1.509 ,,,368.058 ,1 ,5 ,10 
E01003858,1.637 ,1 ,0.611 ,298.480 ,1 ,7 ,11 
E01003848,1.994 ,,,351.167 ,1 ,3 ,15 
E01003861,1.922 ,,,273.958 ,1 ,8 ,14 
E01003862,2.110 ,1 ,0.474 ,268.011 ,1 ,1 ,14 
E01003863,2.126 ,,,421.176 ,1 ,5 ,14 
E01003865,1.369 ,,,614.731 ,0 ,4 ,15 
E01033570,4.725 ,1 ,0.212 ,105.204 ,1 ,3 ,14 
E01033571,3.363 ,,,527.570 ,0 ,3 ,14 
E01003804,1.805 ,,,433.236 ,2 ,4 ,13 
E01003807,1.837 ,3 ,1.633 ,182.627 ,3 ,3 ,11 
E01003808,1.356 ,,,312.327 ,3 ,5 ,11 
E01003809,3.929 ,,,581.113 ,1 ,5 ,11 
E01003859,1.920 ,,,472.988 ,1 ,4 ,15 
E01003873,1.938 ,2 ,1.032 ,229.486 ,6 ,8 ,11 
E01003874,1.364 ,,,595.366 ,0 ,9 ,13 
E01003875,5.103 ,,,618.188 ,0 ,3 ,14 
E01003878,9.950 ,,,334.455 ,1 ,1 ,12 
E01003866,1.538 ,,,302.679 ,1 ,8 ,21 
E01003868,1.328 ,1 ,0.753 ,184.155 ,1 ,6 ,21 
E01003871,1.949 ,,,688.842 ,0 ,3 ,21 
E01003872,3.164 ,,,278.765 ,1 ,3 ,21 
E01003821,2.946 ,,,271.109 ,1 ,7 ,11 
E01003876,4.764 ,4 ,0.840 ,49.118 ,6 ,8 ,13 
E01003877,1.585 ,,,315.945 ,2 ,8 ,11 
E01003879,1.874 ,1 ,0.534 ,21.915 ,1 ,7 ,11 
E01003892,4.134 ,,,682.407 ,0 ,6 ,17 
E01003893,2.179 ,,,598.534 ,0 ,6 ,19 
E01003894,1.661 ,,,432.206 ,1 ,3 ,21 
E01003895,4.479 ,,,164.121 ,1 ,8 ,21 
E01003905,3.656 ,,,505.338 ,2 ,4 ,20 
E01003906,2.083 ,,,364.960 ,2 ,5 ,16 
E01003907,2.386 ,,,579.114 ,0 ,5 ,10 
E01003908,2.919 ,,,497.263 ,1 ,5 ,13 
E01003909,2.223 ,4 ,1.799 ,84.777 ,4 ,4 ,18 
E01003867,4.176 ,,,569.893 ,1 ,7 ,17 
E01003869,3.235 ,2 ,0.618 ,462.769 ,3 ,10 ,16 
E01003870,4.273 ,1 ,0.234 ,301.865 ,3 ,11 ,17 
E01003910,2.964 ,,,583.166 ,0 ,5 ,18 
E01003805,7.981 ,,,476.885 ,2 ,3 ,9 
E01003806,41.445 ,,,473.117 ,1 ,3 ,8 
E01003816,30.371 ,,,1160.403 ,0 ,0 ,9 
E01003817,41.022 ,1 ,0.024 ,196.496 ,1 ,1 ,8 
E01003840,1.999 ,,,221.640 ,1 ,3 ,11 
E01003841,2.904 ,,,675.650 ,0 ,1 ,13 
E01003842,3.936 ,,,702.530 ,0 ,4 ,10 
E01003843,3.316 ,,,904.641 ,0 ,1 ,11 
E01003844,2.861 ,,,354.944 ,2 ,4 ,11 
E01003845,4.106 ,,,1253.498 ,0 ,0 ,9 
E01003882,2.146 ,1 ,0.466 ,195.302 ,4 ,9 ,19 
E01003883,1.917 ,,,189.631 ,2 ,8 ,19 
E01003896,3.101 ,2 ,0.645 ,211.022 ,6 ,9 ,14 
E01003897,1.967 ,2 ,1.017 ,244.120 ,6 ,9 ,19 
E01003898,1.809 ,,,416.379 ,1 ,4 ,19 
E01003899,1.675 ,,,628.507 ,0 ,3 ,17 
E01003900,7.437 ,1 ,0.134 ,323.682 ,2 ,2 ,15 
E01003901,2.803 ,,,652.627 ,0 ,4 ,16 
E01003902,1.620 ,,,775.321 ,0 ,2 ,11 
E01003903,6.796 ,,,681.066 ,0 ,1 ,12 
E01003904,2.417 ,,,612.543 ,0 ,6 ,17 
E01003880,2.322 ,,,579.359 ,0 ,5 ,17 
E01003881,3.307 ,,,952.794 ,0 ,2 ,18 
E01003884,2.812 ,1 ,0.356 ,404.747 ,2 ,6 ,23 
E01003885,4.393 ,,,456.604 ,2 ,4 ,22 
E01003818,4.865 ,,,154.865 ,1 ,2 ,16 
E01003819,10.488 ,1 ,0.095 ,377.242 ,1 ,1 ,15 
E01003820,2.954 ,,,592.850 ,0 ,3 ,10 
E01003811,1.783 ,,,594.014 ,0 ,6 ,14 
E01003812,2.902 ,1 ,0.345 ,436.762 ,1 ,5 ,14 
E01003890,2.156 ,,,564.562 ,0 ,4 ,16 
E01003891,3.041 ,1 ,0.329 ,331.697 ,3 ,5 ,14 
E01003810,1.893 ,,,532.617 ,1 ,5 ,12 
E01003813,3.171 ,,,449.517 ,1 ,4 ,8 
E01003814,4.249 ,,,488.831 ,1 ,5 ,9 
E01003815,5.183 ,2 ,0.386 ,154.327 ,2 ,2 ,9 
E01003828,3.100 ,,,308.861 ,1 ,2 ,6 
E01003829,4.002 ,1 ,0.250 ,271.354 ,1 ,2 ,9 
E01003830,5.031 ,,,690.735 ,0 ,3 ,9 
E01003831,3.166 ,,,372.238 ,1 ,3 ,7 
E01003832,2.225 ,,,585.907 ,1 ,2 ,5 
E01003833,1.972 ,1 ,0.507 ,192.866 ,1 ,2 ,7 
E01003886,2.049 ,1 ,0.488 ,172.145 ,3 ,4 ,15 
E01003887,2.223 ,1 ,0.450 ,219.842 ,3 ,5 ,11 
E01003888,7.932 ,1 ,0.126 ,40.138 ,2 ,4 ,10 
E01003889,25.282 ,,,611.275 ,0 ,5 ,8 
E01003834,10.830 ,,,482.016 ,1 ,7 ,15 
E01003835,3.619 ,,,377.065 ,1 ,3 ,14 
E01003836,2.479 ,,,432.050 ,2 ,4 ,9 
E01003837,5.154 ,,,480.838 ,1 ,2 ,15 
E01003838,3.036 ,1 ,0.329 ,122.775 ,1 ,3 ,14 
E01003839,2.295 ,,,528.601 ,0 ,3 ,15 
E01003822,3.742 ,,,742.369 ,0 ,1 ,6 
E01003823,42.922 ,,,1436.542 ,0 ,0 ,5 
E01003824,3.257 ,,,484.940 ,1 ,2 ,6 
E01003825,3.442 ,,,660.058 ,0 ,2 ,6 
E01003826,10.852 ,1 ,0.092 ,225.410 ,1 ,1 ,5 
E01003827,4.554 ,,,327.035 ,1 ,1 ,4 
E01004029,1.077 ,,,293.562 ,1 ,4 ,24 
E01004032,1.365 ,,,409.290 ,1 ,3 ,27 
E01004053,1.475 ,,,312.403 ,1 ,3 ,31 
E01004054,1.233 ,1 ,0.811 ,344.072 ,1 ,4 ,33 
E01004055,1.969 ,,,248.376 ,1 ,4 ,28 
E01003927,2.827 ,5 ,1.769 ,79.960 ,6 ,24 ,82 
E01003929,2.345 ,1 ,0.426 ,199.153 ,7 ,23 ,90 
E01003934,2.354 ,2 ,0.850 ,155.293 ,7 ,27 ,98 
E01003935,1.406 ,,,118.580 ,6 ,31 ,101 
E01003939,1.531 ,2 ,1.306 ,15.787 ,5 ,24 ,86 
E01003976,1.200 ,1 ,0.833 ,189.423 ,5 ,16 ,66 
E01004027,3.023 ,3 ,0.992 ,189.494 ,4 ,15 ,71 
E01032637,0.401 ,,,164.976 ,4 ,16 ,67 
E01032638,0.406 ,,,337.699 ,2 ,11 ,56 
E01032640,0.442 ,,,197.286 ,4 ,17 ,70 
E01032646,1.229 ,,,183.362 ,5 ,18 ,73 
E01032803,0.604 ,,,136.140 ,5 ,17 ,76 
E01032834,0.352 ,1 ,2.841 ,160.432 ,4 ,14 ,63 
E01003975,0.818 ,,,167.070 ,6 ,15 ,55 
E01003978,1.385 ,1 ,0.722 ,94.240 ,2 ,13 ,47 
E01004022,2.321 ,1 ,0.431 ,123.180 ,3 ,10 ,39 
E01004023,1.143 ,1 ,0.875 ,142.475 ,3 ,9 ,43 
E01004028,1.198 ,1 ,0.835 ,160.203 ,4 ,14 ,53 
E01003938,0.772 ,,,174.743 ,5 ,20 ,84 
E01003940,0.544 ,,,199.641 ,5 ,21 ,74 
E01003941,0.936 ,2 ,2.137 ,91.314 ,5 ,18 ,65 
E01003942,1.191 ,,,156.963 ,4 ,18 ,69 
E01003979,1.674 ,,,162.449 ,3 ,12 ,55 
E01003981,1.903 ,3 ,1.576 ,224.579 ,8 ,18 ,89 
E01004030,0.939 ,,,407.863 ,1 ,3 ,30 
E01004031,4.262 ,1 ,0.235 ,247.142 ,2 ,5 ,25 
E01004033,1.453 ,1 ,0.688 ,165.804 ,1 ,3 ,24 
E01004034,1.320 ,,,118.933 ,1 ,7 ,35 
E01004036,0.969 ,,,363.266 ,2 ,5 ,19 
E01004056,1.875 ,,,570.966 ,0 ,4 ,26 
E01004057,2.436 ,,,588.624 ,0 ,5 ,23 
E01004058,1.403 ,1 ,0.713 ,326.781 ,1 ,4 ,22 
E01004059,3.136 ,,,343.806 ,3 ,5 ,20 
E01004060,0.978 ,,,264.828 ,4 ,5 ,23 
E01003936,0.942 ,1 ,1.062 ,120.456 ,4 ,22 ,81 
E01003937,0.960 ,,,292.058 ,6 ,20 ,69 
E01003943,0.607 ,,,228.567 ,5 ,18 ,66 
E01032720,1.700 ,3 ,1.765 ,168.920 ,4 ,18 ,61 
E01003977,1.293 ,,,258.141 ,5 ,10 ,37 
E01004037,1.483 ,,,414.053 ,1 ,4 ,26 
E01004038,2.146 ,,,431.147 ,2 ,5 ,31 
E01004042,1.478 ,1 ,0.677 ,14.221 ,2 ,8 ,29 
E01004043,1.195 ,1 ,0.837 ,196.779 ,2 ,8 ,36 
E01003986,1.803 ,,,645.451 ,0 ,6 ,21 
E01003987,1.373 ,,,677.033 ,0 ,6 ,26 
E01004024,1.204 ,,,378.080 ,3 ,8 ,29 
E01004035,2.243 ,,,537.970 ,0 ,7 ,26 
E01003960,1.267 ,1 ,0.789 ,343.031 ,3 ,16 ,56 
E01003961,1.199 ,,,192.905 ,1 ,15 ,49 
E01003994,1.412 ,2 ,1.416 ,246.731 ,7 ,12 ,53 
E01032722,1.965 ,,,278.167 ,6 ,13 ,57 
E01003980,1.940 ,,,280.221 ,2 ,11 ,42 
E01004039,0.856 ,,,225.531 ,1 ,7 ,41 
E01004040,1.102 ,1 ,0.907 ,305.038 ,2 ,6 ,36 
E01004041,0.768 ,,,328.684 ,2 ,6 ,36 
E01004044,0.703 ,,,362.753 ,2 ,11 ,41 
E01003992,0.737 ,,,606.354 ,0 ,13 ,44 
E01003995,0.642 ,,,207.214 ,4 ,12 ,56 
E01003998,0.936 ,,,262.521 ,2 ,11 ,53 
E01003999,0.879 ,,,462.863 ,1 ,11 ,48 
E01032639,0.891 ,1 ,1.122 ,138.466 ,6 ,12 ,57 
E01032719,0.415 ,,,218.511 ,3 ,15 ,54 
E01003964,4.433 ,1 ,0.226 ,317.658 ,1 ,3 ,46 
E01003966,1.023 ,,,390.592 ,2 ,6 ,45 
E01003968,0.533 ,,,718.736 ,0 ,10 ,41 
E01003971,0.637 ,,,503.602 ,0 ,10 ,48 
E01003974,0.558 ,,,645.169 ,0 ,10 ,44 
E01003963,0.594 ,,,325.376 ,5 ,13 ,58 
E01003967,0.581 ,,,249.883 ,4 ,8 ,37 
E01003970,2.003 ,,,420.868 ,2 ,10 ,42 
E01003972,0.728 ,,,536.844 ,1 ,12 ,47 
E01003973,0.886 ,1 ,1.129 ,221.791 ,5 ,12 ,47 
E01003923,1.187 ,,,247.515 ,2 ,11 ,40 
E01003969,2.842 ,1 ,0.352 ,144.956 ,5 ,8 ,39 
E01003991,0.789 ,,,398.242 ,3 ,10 ,41 
E01003993,0.858 ,,,378.201 ,1 ,11 ,40 
E01003997,0.764 ,1 ,1.309 ,299.275 ,5 ,9 ,45 
E01003983,1.174 ,,,646.679 ,0 ,9 ,24 
E01003988,3.866 ,1 ,0.259 ,24.955 ,3 ,5 ,24 
E01003989,2.452 ,,,460.707 ,1 ,5 ,25 
E01003990,1.429 ,,,442.122 ,1 ,8 ,30 
E01004007,0.799 ,,,725.855 ,0 ,6 ,33 
E01003912,0.818 ,,,197.457 ,2 ,8 ,36 
E01004011,1.142 ,,,221.322 ,2 ,6 ,36 
E01004012,1.407 ,,,289.346 ,1 ,5 ,39 
E01004013,1.046 ,,,432.333 ,2 ,5 ,35 
E01004014,0.917 ,,,503.991 ,0 ,6 ,36 
E01003911,1.122 ,,,307.397 ,2 ,9 ,36 
E01003916,1.509 ,1 ,0.663 ,138.090 ,1 ,7 ,38 
E01003917,1.115 ,,,320.725 ,2 ,7 ,36 
E01003918,0.868 ,,,488.760 ,3 ,9 ,35 
E01003925,0.882 ,,,331.361 ,1 ,11 ,39 
E01003919,1.497 ,,,310.132 ,4 ,10 ,39 
E01003920,0.869 ,,,280.045 ,2 ,11 ,41 
E01003921,1.193 ,3 ,2.515 ,121.447 ,4 ,12 ,37 
E01003922,1.387 ,1 ,0.721 ,201.215 ,6 ,12 ,36 
E01003924,0.795 ,1 ,1.258 ,199.062 ,2 ,11 ,40 
E01003926,1.070 ,1 ,0.935 ,146.195 ,2 ,10 ,42 
E01004008,1.004 ,,,349.779 ,2 ,11 ,27 
E01004010,1.286 ,,,354.235 ,3 ,9 ,28 
E01004067,2.326 ,3 ,1.290 ,141.337 ,4 ,8 ,26 
E01032805,1.745 ,1 ,0.573 ,330.343 ,2 ,8 ,20 
E01003984,1.648 ,2 ,1.214 ,335.597 ,5 ,8 ,21 
E01004003,1.263 ,,,250.060 ,5 ,7 ,24 
E01004004,1.959 ,,,161.121 ,2 ,6 ,21 
E01004005,1.536 ,1 ,0.651 ,167.627 ,2 ,10 ,23 
E01004006,1.514 ,,,423.577 ,1 ,7 ,24 
E01003913,2.354 ,,,205.285 ,4 ,9 ,35 
E01003914,1.456 ,1 ,0.687 ,292.702 ,1 ,9 ,34 
E01003915,0.974 ,,,412.318 ,1 ,11 ,32 
E01004050,1.846 ,,,658.757 ,0 ,9 ,28 
E01004052,1.729 ,,,364.197 ,1 ,8 ,27 
E01004061,2.089 ,,,485.393 ,2 ,8 ,29 
E01004062,1.663 ,2 ,1.203 ,60.108 ,3 ,7 ,24 
E01004063,1.758 ,,,256.499 ,3 ,8 ,28 
E01004065,1.123 ,,,288.020 ,3 ,8 ,26 
E01004066,1.426 ,,,326.857 ,2 ,6 ,32 
E01004000,1.623 ,,,743.108 ,0 ,4 ,25 
E01004001,1.954 ,,,666.416 ,0 ,3 ,25 
E01004019,1.368 ,,,602.242 ,0 ,4 ,23 
E01004064,1.638 ,,,256.980 ,3 ,5 ,23 
E01004068,1.875 ,,,290.768 ,2 ,8 ,25 
E01004045,0.623 ,,,246.734 ,2 ,6 ,28 
E01004047,1.012 ,,,585.368 ,1 ,9 ,32 
E01004048,4.042 ,1 ,0.247 ,198.473 ,2 ,8 ,26 
E01004049,1.073 ,,,203.944 ,2 ,7 ,27 
E01004051,1.511 ,1 ,0.662 ,206.494 ,3 ,10 ,33 
E01003953,2.027 ,1 ,0.493 ,163.877 ,3 ,5 ,24 
E01003955,1.394 ,,,503.908 ,0 ,5 ,18 
E01004015,5.721 ,,,277.799 ,1 ,5 ,18 
E01004021,1.517 ,,,221.678 ,2 ,7 ,19 
E01004046,1.477 ,,,531.091 ,2 ,8 ,26 
E01004002,3.373 ,,,322.494 ,1 ,5 ,20 
E01004016,5.713 ,,,440.194 ,1 ,5 ,18 
E01004017,3.557 ,,,443.037 ,1 ,2 ,18 
E01004020,1.958 ,,,811.029 ,0 ,3 ,20 
E01003952,1.321 ,2 ,1.514 ,37.409 ,3 ,6 ,20 
E01003954,1.011 ,,,279.066 ,2 ,6 ,18 
E01003956,1.155 ,,,316.079 ,1 ,4 ,15 
E01004071,1.256 ,,,487.623 ,3 ,5 ,23 
E01004072,2.816 ,,,340.633 ,1 ,3 ,15 
E01004069,9.169 ,,,753.209 ,0 ,1 ,16 
E01004070,3.216 ,,,302.098 ,1 ,4 ,23 
E01004073,1.997 ,1 ,0.501 ,199.690 ,1 ,3 ,24 
E01004074,3.536 ,,,273.744 ,2 ,2 ,25 
E01004075,5.889 ,,,463.375 ,1 ,2 ,12 
E01003949,2.271 ,,,643.249 ,0 ,4 ,10 
E01003950,2.448 ,,,625.377 ,0 ,3 ,13 
E01003957,1.688 ,,,473.157 ,2 ,4 ,15 
E01003958,1.590 ,1 ,0.629 ,208.557 ,1 ,3 ,13 
E01004018,2.699 ,1 ,0.371 ,184.823 ,1 ,2 ,16 
E01003945,8.379 ,,,854.037 ,0 ,1 ,13 
E01003946,4.580 ,,,431.958 ,1 ,4 ,15 
E01003947,1.397 ,,,613.057 ,0 ,2 ,16 
E01003948,2.675 ,,,606.694 ,0 ,6 ,12 
E01003951,10.588 ,,,184.310 ,1 ,1 ,11 
E01004125,1.387 ,,,274.411 ,1 ,2 ,7 
E01004183,2.130 ,1 ,0.469 ,163.784 ,1 ,2 ,7 
E01004184,2.763 ,,,374.032 ,1 ,1 ,5 
E01004185,4.035 ,,,846.249 ,0 ,2 ,5 
E01004189,3.360 ,,,619.070 ,0 ,1 ,10 
E01004123,4.070 ,1 ,0.246 ,225.078 ,2 ,3 ,11 
E01004124,1.838 ,,,487.145 ,1 ,2 ,11 
E01004126,1.287 ,,,461.772 ,2 ,3 ,10 
E01004128,1.707 ,1 ,0.586 ,270.011 ,1 ,4 ,13 
E01004129,2.647 ,,,294.006 ,1 ,3 ,9 
E01004130,6.758 ,1 ,0.148 ,499.381 ,0 ,3 ,14 
E01004131,2.053 ,,,435.859 ,1 ,3 ,13 
E01004134,2.190 ,1 ,0.457 ,112.277 ,1 ,1 ,9 
E01004135,2.768 ,,,514.096 ,0 ,2 ,11 
E01004136,2.414 ,,,490.774 ,1 ,3 ,11 
E01004164,2.347 ,1 ,0.426 ,378.538 ,1 ,2 ,11 
E01004166,2.470 ,,,324.108 ,1 ,4 ,16 
E01004169,1.449 ,,,535.751 ,0 ,3 ,8 
E01004186,2.992 ,,,477.525 ,1 ,1 ,6 
E01004188,3.525 ,1 ,0.284 ,141.500 ,1 ,1 ,8 
E01004127,2.062 ,,,671.220 ,0 ,3 ,12 
E01004163,2.165 ,,,548.943 ,0 ,3 ,10 
E01004165,2.503 ,,,254.032 ,1 ,1 ,17 
E01004167,1.638 ,,,745.324 ,0 ,2 ,15 
E01004187,1.742 ,,,474.424 ,1 ,2 ,8 
E01004117,2.549 ,,,871.867 ,0 ,2 ,7 
E01004121,2.532 ,3 ,1.185 ,229.122 ,3 ,3 ,7 
E01004192,3.902 ,,,561.859 ,0 ,3 ,10 
E01004193,3.712 ,,,735.418 ,0 ,4 ,9 
E01004195,2.369 ,,,310.059 ,3 ,3 ,8 
E01004144,4.070 ,1 ,0.246 ,227.767 ,1 ,4 ,14 
E01004145,4.583 ,,,437.727 ,1 ,3 ,15 
E01004146,2.142 ,,,408.545 ,2 ,6 ,17 
E01004147,2.867 ,,,682.910 ,0 ,4 ,17 
E01004116,3.232 ,,,965.982 ,0 ,2 ,9 
E01004122,2.592 ,,,401.065 ,1 ,4 ,8 
E01004190,2.642 ,,,385.492 ,1 ,5 ,10 
E01004191,2.453 ,,,374.640 ,1 ,3 ,11 
E01004194,2.049 ,,,639.274 ,0 ,1 ,9 
E01004196,2.444 ,,,313.495 ,1 ,3 ,10 
E01004115,2.596 ,,,354.777 ,1 ,4 ,17 
E01004118,2.712 ,,,323.100 ,1 ,4 ,10 
E01004119,2.559 ,2 ,0.782 ,286.939 ,2 ,3 ,14 
E01004132,1.710 ,,,385.003 ,2 ,4 ,14 
E01004133,1.915 ,,,551.517 ,0 ,4 ,15 
E01004171,3.677 ,,,696.649 ,0 ,4 ,15 
E01004172,1.788 ,,,446.180 ,1 ,8 ,16 
E01004173,2.261 ,,,653.291 ,0 ,6 ,17 
E01004175,2.604 ,,,654.532 ,0 ,2 ,14 
E01004176,1.611 ,,,375.132 ,2 ,6 ,14 
E01004076,34.312 ,1 ,0.029 ,469.161 ,1 ,2 ,15 
E01004077,2.641 ,,,481.363 ,1 ,3 ,15 
E01004078,3.227 ,1 ,0.310 ,237.685 ,1 ,2 ,13 
E01004079,3.205 ,,,895.862 ,0 ,3 ,15 
E01004080,2.954 ,,,536.389 ,0 ,3 ,19 
E01004081,1.702 ,,,1015.290 ,0 ,1 ,15 
E01004082,1.757 ,,,396.662 ,2 ,2 ,19 
E01004137,2.317 ,,,255.777 ,3 ,8 ,17 
E01004140,1.322 ,,,274.597 ,4 ,8 ,17 
E01004141,1.203 ,,,318.065 ,1 ,8 ,18 
E01004142,3.835 ,5 ,1.304 ,172.137 ,4 ,8 ,17 
E01004149,2.739 ,,,538.659 ,0 ,6 ,17 
E01004101,2.239 ,,,688.407 ,0 ,3 ,20 
E01004103,1.756 ,,,456.893 ,2 ,6 ,17 
E01004138,1.689 ,1 ,0.592 ,128.963 ,1 ,8 ,16 
E01004139,1.546 ,,,329.976 ,1 ,9 ,16 
E01004168,2.248 ,,,858.633 ,0 ,3 ,18 
E01004143,1.183 ,,,372.860 ,2 ,6 ,17 
E01004148,2.349 ,,,482.545 ,1 ,6 ,19 
E01004159,3.409 ,,,529.962 ,0 ,4 ,17 
E01004160,2.256 ,,,672.321 ,0 ,6 ,16 
E01004161,3.267 ,1 ,0.306 ,262.580 ,1 ,4 ,16 
E01004097,2.721 ,,,246.742 ,2 ,3 ,20 
E01004098,2.233 ,,,456.565 ,1 ,5 ,18 
E01004099,3.886 ,,,354.147 ,2 ,4 ,16 
E01004100,3.513 ,1 ,0.285 ,307.748 ,1 ,6 ,23 
E01004102,3.917 ,2 ,0.511 ,258.093 ,2 ,7 ,14 
E01004110,3.105 ,1 ,0.322 ,68.568 ,3 ,4 ,14 
E01004111,4.768 ,2 ,0.419 ,343.334 ,2 ,5 ,13 
E01004112,5.244 ,,,626.723 ,0 ,3 ,6 
E01004120,2.887 ,,,681.982 ,0 ,3 ,10 
E01004157,2.617 ,,,416.305 ,2 ,4 ,14 
E01004087,3.584 ,,,391.009 ,1 ,4 ,13 
E01004170,2.513 ,2 ,0.796 ,194.309 ,4 ,9 ,15 
E01004174,1.712 ,,,289.522 ,5 ,6 ,18 
E01004178,2.420 ,4 ,1.653 ,151.898 ,6 ,6 ,14 
E01004179,2.298 ,,,409.354 ,1 ,7 ,11 
E01004152,2.048 ,1 ,0.488 ,279.416 ,2 ,5 ,14 
E01004155,1.914 ,,,641.358 ,0 ,3 ,13 
E01004156,2.078 ,1 ,0.481 ,316.233 ,3 ,6 ,16 
E01004158,2.382 ,,,798.160 ,0 ,5 ,12 
E01004162,1.781 ,,,447.741 ,1 ,7 ,16 
E01004083,2.457 ,,,265.857 ,1 ,2 ,12 
E01004086,5.586 ,,,607.097 ,0 ,1 ,11 
E01004088,4.689 ,,,497.528 ,0 ,2 ,11 
E01004089,1.122 ,1 ,0.891 ,182.390 ,1 ,1 ,10 
E01004182,1.473 ,,,552.044 ,0 ,7 ,15 
E01004104,3.682 ,1 ,0.272 ,244.816 ,1 ,8 ,15 
E01004107,2.421 ,,,240.906 ,1 ,2 ,12 
E01004177,2.225 ,,,255.291 ,4 ,7 ,12 
E01004180,5.971 ,,,465.198 ,1 ,6 ,12 
E01004181,2.808 ,,,789.748 ,0 ,5 ,11 
E01004090,1.894 ,,,1163.585 ,0 ,0 ,8 
E01004096,1.538 ,,,808.726 ,0 ,2 ,11 
E01004150,1.614 ,,,320.033 ,2 ,7 ,12 
E01004151,2.010 ,,,508.258 ,0 ,8 ,14 
E01004153,1.729 ,,,461.238 ,1 ,3 ,13 
E01004091,3.743 ,,,1680.752 ,0 ,0 ,4 
E01004092,6.489 ,,,964.987 ,0 ,1 ,10 
E01004105,3.845 ,1 ,0.260 ,373.838 ,1 ,2 ,17 
E01004106,8.138 ,,,992.002 ,0 ,0 ,6 
E01004154,3.407 ,,,383.700 ,1 ,4 ,13 
E01004084,5.081 ,,,951.039 ,0 ,1 ,9 
E01004085,8.088 ,,,581.355 ,0 ,1 ,9 
E01004108,45.822 ,,,720.481 ,0 ,1 ,12 
E01004109,6.653 ,,,818.769 ,0 ,1 ,4 
E01004222,1.382 ,,,238.851 ,2 ,4 ,25 
E01004223,5.924 ,,,468.367 ,1 ,2 ,24 
E01004224,4.386 ,,,401.623 ,2 ,3 ,21 
E01004226,0.927 ,2 ,2.157 ,105.648 ,2 ,7 ,26 
E01004197,1.699 ,2 ,1.177 ,206.868 ,4 ,10 ,43 
E01004198,0.950 ,,,197.060 ,5 ,10 ,47 
E01004199,0.690 ,,,153.986 ,6 ,11 ,48 
E01004201,1.298 ,,,534.058 ,0 ,9 ,36 
E01004228,1.267 ,,,403.114 ,3 ,8 ,30 
E01004230,1.579 ,,,297.301 ,1 ,8 ,32 
E01004232,1.933 ,2 ,1.035 ,221.289 ,4 ,9 ,31 
E01004233,0.832 ,,,696.740 ,2 ,6 ,28 
E01004234,5.731 ,,,598.890 ,0 ,5 ,28 
E01004225,1.255 ,,,355.249 ,1 ,6 ,20 
E01004229,1.042 ,,,278.536 ,4 ,7 ,23 
E01004231,1.084 ,1 ,0.923 ,224.435 ,2 ,7 ,22 
E01032764,3.253 ,,,493.834 ,1 ,4 ,19 
E01032765,0.810 ,,,513.633 ,2 ,4 ,22 
E01032784,0.648 ,,,266.589 ,3 ,6 ,21 
E01004200,0.573 ,,,224.463 ,5 ,13 ,57 
E01004202,1.122 ,,,288.726 ,3 ,13 ,56 
E01004203,1.052 ,2 ,1.901 ,150.111 ,6 ,16 ,54 
E01004204,0.845 ,,,295.804 ,6 ,16 ,59 
E01004311,0.847 ,,,150.630 ,5 ,16 ,69 
E01004314,0.833 ,,,230.831 ,3 ,16 ,64 
E01004315,0.956 ,,,259.416 ,4 ,17 ,72 
E01004318,0.587 ,2 ,3.407 ,55.666 ,4 ,13 ,64 
E01004259,1.333 ,1 ,0.750 ,55.271 ,3 ,14 ,42 
E01004260,0.981 ,,,289.546 ,1 ,13 ,40 
E01004263,0.815 ,,,295.948 ,4 ,13 ,39 
E01004266,0.821 ,,,240.438 ,2 ,13 ,43 
E01004235,0.397 ,,,516.979 ,2 ,5 ,22 
E01004236,1.022 ,,,317.389 ,2 ,5 ,22 
E01004237,0.653 ,,,279.504 ,1 ,5 ,19 
E01004238,3.551 ,2 ,0.563 ,117.777 ,2 ,4 ,22 
E01004239,1.067 ,,,608.747 ,1 ,5 ,19 
E01004312,0.687 ,,,198.875 ,5 ,18 ,69 
E01004313,0.821 ,1 ,1.218 ,7.652 ,2 ,18 ,67 
E01004316,0.352 ,,,150.357 ,4 ,22 ,82 
E01004317,2.706 ,1 ,0.370 ,252.153 ,4 ,21 ,75 
E01004261,1.662 ,2 ,1.203 ,112.881 ,5 ,9 ,35 
E01004262,1.468 ,1 ,0.681 ,323.303 ,4 ,11 ,38 
E01004264,0.608 ,,,162.417 ,4 ,11 ,36 
E01032785,0.727 ,,,405.220 ,2 ,10 ,36 
E01032786,0.583 ,,,461.496 ,1 ,12 ,36 
E01004207,0.686 ,1 ,1.458 ,145.108 ,4 ,14 ,44 
E01004209,0.804 ,,,345.060 ,6 ,15 ,50 
