LSOA11CD,Employee
E01010403,892 
E01010404,2513 
E01010405,1847 
E01010406,2301 
E01010407,652 
E01010408,430 
E01010409,133 
E01010410,1206 
E01010411,128 
E01010412,550 
E01010413,148 
E01010414,2423 
E01010415,317 
E01010416,220 
E01010417,215 
E01010418,185 
E01010419,117 
E01010420,546 
E01010421,63 
E01010422,1553 
E01010423,237 
E01010424,117 
E01010425,138 
E01010426,2029 
E01010427,332 
E01010428,234 
E01010429,618 
E01010430,478 
E01010431,261 
E01010432,182 
E01010433,1024 
E01010434,466 
E01010435,1009 
E01010436,1358 
E01010437,99 
E01010438,287 
E01010439,123 
E01010440,423 
E01010441,235 
E01010442,1786 
E01010443,1564 
E01010444,131 
E01010445,248 
E01010446,353 
E01010447,242 
E01010448,260 
E01010449,495 
E01010450,868 
E01010451,2922 
E01010452,328 
E01010453,539 
E01010454,441 
E01010455,700 
E01010456,80 
E01010457,250 
E01010458,194 
E01010459,601 
E01010460,220 
E01010461,212 
E01010462,274 
E01010463,612 
E01010464,1207 
E01010465,158 
E01010466,243 
E01010467,345 
E01010468,322 
E01010469,173 
E01010470,366 
E01010471,419 
E01010472,2318 
E01010473,523 
E01010474,332 
E01010475,354 
E01010476,5639 
E01010477,318 
E01010478,767 
E01010479,311 
E01010480,527 
E01010481,488 
E01010482,69 
E01010483,226 
E01010484,219 
E01010485,409 
E01010486,99 
E01010487,433 
E01010488,184 
E01010489,199 
E01010490,250 
E01010491,543 
E01010492,135 
E01010493,197 
E01010494,168 
E01010495,2693 
E01010496,576 
E01010497,1322 
E01010498,104 
E01010499,515 
E01010500,209 
E01010501,97 
E01010502,119 
E01010503,384 
E01010504,1112 
E01010505,375 
E01010506,425 
E01010507,541 
E01010508,2570 
E01010509,150 
E01010510,617 
E01010511,351 
E01010512,652 
E01010513,763 
E01010514,279 
E01010515,200 
E01010516,162 
E01010517,210 
E01010518,301 
E01010519,351 
E01010520,128 
E01010521,19848 
E01010522,1993 
E01010523,295 
E01010524,434 
E01010525,152 
E01010526,164 
E01010527,342 
E01010528,749 
E01010529,511 
E01010530,1429 
E01010531,695 
E01010532,271 
E01010533,385 
E01010534,136 
E01010535,1488 
E01010536,124 
E01010537,123 
E01010538,173 
E01010539,234 
E01010540,404 
E01010541,131 
E01010542,492 
E01010543,164 
E01010544,294 
E01010545,339 
E01010546,678 
E01010547,1041 
E01010548,149 
E01010549,133 
E01010550,213 
E01010551,655 
E01010552,463 
E01010553,355 
E01010554,151 
E01010555,311 
E01010556,256 
E01010557,125 
E01010558,242 
E01010559,62 
E01010560,91 
E01010561,128 
E01010562,251 
E01010563,288 
E01010564,6422 
E01010565,138 
E01010566,249 
E01010567,445 
E01010568,1290 
E01010569,238 
E01010570,136 
E01010571,630 
E01010572,134 
E01010573,486 
E01010574,267 
E01010575,548 
E01010576,292 
E01010577,341 
E01010578,1797 
E01010579,263 
E01010580,464 
E01010581,164 
E01010582,299 
E01010583,763 
E01010584,510 
E01010585,903 
E01010586,254 
E01010587,586 
E01010588,258 
E01010589,299 
E01010590,702 
E01010591,268 
E01010592,324 
E01010593,461 
E01010594,229 
E01010595,588 
E01010596,1530 
E01010597,503 
E01010598,253 
E01010599,235 
E01010600,87 
E01010601,438 
E01010602,232 
E01010603,263 
E01010604,507 
E01010605,224 
E01010606,880 
E01010607,350 
E01010608,1129 
E01010609,1986 
E01010610,265 
E01010611,1905 
E01010612,126 
E01010613,3844 
E01010614,2021 
E01010615,1270 
E01010616,1781 
E01010617,210 
E01010618,465 
E01010619,271 
E01010620,658 
E01010621,123 
E01010622,910 
E01010623,427 
E01010624,328 
E01010625,4459 
E01010626,132 
E01010627,729 
E01010628,635 
E01010629,333 
E01010630,1401 
E01010631,108 
E01010632,60 
E01010633,341 
E01010634,310 
E01010635,135 
E01010636,319 
E01010637,309 
E01010638,272 
E01010639,576 
E01010640,696 
E01010641,218 
E01010642,585 
E01010643,366 
E01010644,719 
E01010645,4122 
E01010646,279 
E01010647,262 
E01010648,239 
E01010649,283 
E01010650,112 
E01010651,133 
E01010652,693 
E01010653,561 
E01010654,466 
E01010655,712 
E01010656,161 
E01010657,234 
E01010658,703 
E01010659,143 
E01010662,165 
E01010663,995 
E01010664,116 
E01010665,351 
E01010666,632 
E01010667,152 
E01010668,128 
E01010669,451 
E01010670,513 
E01010671,132 
E01010672,223 
E01010673,147 
E01010674,461 
E01010675,417 
E01010676,227 
E01010677,1260 
E01010678,122 
E01010679,631 
E01010680,170 
E01010681,186 
E01010682,287 
E01010683,993 
E01010684,414 
E01010685,802 
E01010686,153 
E01010687,192 
E01010688,632 
E01010689,1009 
E01010690,758 
E01010691,306 
E01010692,1037 
E01010693,306 
E01010694,459 
E01010695,2060 
E01010696,251 
E01010697,264 
E01010698,1346 
E01010699,391 
E01010700,2423 
E01010701,342 
E01010702,1058 
E01010703,829 
E01010704,393 
E01010705,208 
E01010706,309 
E01010707,197 
E01010708,1529 
E01010709,506 
E01010710,4966 
E01010711,891 
E01010712,316 
E01010713,90 
E01010714,289 
E01010715,424 
E01010716,667 
E01010717,184 
E01010718,152 
E01010719,128 
E01010720,179 
E01010721,135 
E01010722,204 
E01010723,451 
E01010724,359 
E01010725,576 
E01010726,125 
E01010727,584 
E01010728,432 
E01010729,546 
E01010730,3056 
E01010731,730 
E01010732,1703 
E01010733,1660 
E01010734,604 
E01010735,383 
E01010736,1134 
E01010737,209 
E01010738,236 
E01010739,216 
E01010740,219 
E01010741,333 
E01010742,379 
E01010743,565 
E01010744,219 
E01010745,125 
E01010746,1124 
E01010747,1175 
E01010748,125 
E01010749,230 
E01010750,757 
E01010751,120 
E01010752,489 
E01010753,141 
E01010754,285 
E01010755,100 
E01010756,517 
E01010758,151 
E01010759,546 
E01010760,378 
E01010761,595 
E01010762,152 
E01010763,318 
E01010764,290 
E01010765,1559 
E01010766,111 
E01010767,217 
E01010768,296 
E01010769,515 
E01010770,252 
E01010771,176 
E01010772,153 
E01010773,321 
E01010774,343 
E01010775,137 
E01010776,148 
E01010777,308 
E01010778,361 
E01010779,272 
E01010781,159 
E01010782,1869 
E01010783,314 
E01010784,655 
E01010785,727 
E01010786,299 
E01010787,458 
E01010788,611 
E01010789,343 
E01010790,153 
E01010791,217 
E01010792,265 
E01010793,586 
E01010794,450 
E01010795,745 
E01010796,306 
E01010797,253 
E01010798,357 
E01010799,259 
E01010800,238 
E01010801,360 
E01010802,175 
E01010803,193 
E01010804,291 
E01010805,730 
E01010806,192 
E01010807,889 
E01010808,171 
E01010809,400 
E01010810,5202 
E01010811,265 
E01010812,592 
E01010813,726 
E01010814,806 
E01010815,1284 
E01010816,2765 
E01010817,856 
E01010818,3185 
E01010819,363 
E01010820,116 
E01010821,172 
E01010822,299 
E01010824,1384 
E01010825,244 
E01010826,250 
E01010827,123 
E01010828,479 
E01010829,568 
E01010830,739 
E01010831,221 
E01010832,219 
E01010833,3241 
E01010834,5515 
E01010835,249 
E01010836,868 
E01010837,382 
E01010838,436 
E01010839,617 
E01010840,878 
E01010841,423 
E01010842,1285 
E01010843,310 
E01010845,245 
E01010846,562 
E01010847,439 
E01010848,542 
E01010849,365 
E01010850,173 
E01010851,630 
E01010852,303 
E01010853,106 
E01010854,439 
E01010855,450 
E01010856,784 
E01010857,254 
E01010858,386 
E01010859,162 
E01010860,318 
E01010861,363 
E01010862,221 
E01010863,228 
E01010864,138 
E01010865,774 
E01010866,2522 
E01010867,532 
E01010868,239 
E01010869,545 
E01010870,533 
E01010871,630 
E01010872,338 
E01010873,128 
E01010874,726 
E01010875,500 
E01010876,240 
E01010877,867 
E01010878,2070 
E01010879,1428 
E01010880,441 
E01010881,308 
E01010882,279 
E01010883,313 
E01010884,682 
E01010885,314 
E01010886,298 
E01010887,380 
E01010888,953 
E01010889,1094 
E01010890,3212 
E01010891,290 
E01010892,335 
E01010893,304 
E01010894,1715 
E01010895,188 
E01010896,346 
E01010897,299 
E01010898,1075 
E01010899,184 
E01010900,447 
E01010901,709 
E01010902,320 
E01010903,907 
E01010904,221 
E01010905,534 
E01010906,288 
E01010907,377 
E01010908,742 
E01010909,952 
E01010910,104 
E01010911,302 
E01010912,222 
E01010913,106 
E01010914,237 
E01010915,1672 
E01010916,325 
E01010917,1571 
E01010918,437 
E01010919,364 
E01010920,403 
E01010921,259 
E01010922,443 
E01010923,1006 
E01010924,138 
E01010925,401 
E01010926,87 
E01010927,233 
E01010928,74 
E01010929,368 
E01010930,515 
E01010931,227 
E01010932,364 
E01010933,598 
E01010934,1178 
E01010935,254 
E01010936,334 
E01010937,226 
E01010938,116 
E01010939,253 
E01010940,504 
E01010941,129 
E01010942,719 
E01010943,115 
E01010944,217 
E01010945,551 
E01010946,161 
E01010947,431 
E01010948,294 
E01010949,2960 
E01010950,232 
E01010951,402 
E01010952,781 
E01010953,364 
E01010954,410 
E01010955,479 
E01010956,352 
E01010957,340 
E01010958,376 
E01010959,233 
E01010960,1194 
E01010961,332 
E01010964,733 
E01010965,564 
E01010966,564 
E01010967,521 
E01010968,795 
E01010969,581 
E01010970,566 
E01010971,491 
E01010972,2642 
E01010973,449 
E01010974,556 
E01010975,170 
E01010976,382 
E01010977,1790 
E01010978,368 
E01010979,1467 
E01010980,255 
E01010981,441 
E01010982,205 
E01010983,1211 
E01010984,391 
E01010985,400 
E01010986,394 
E01010987,728 
E01010988,266 
E01010989,1556 
E01010990,542 
E01010991,510 
E01010992,299 
E01010993,470 
E01010994,14866 
E01010995,1749 
E01010996,170 
E01010997,181 
E01010998,532 
E01010999,132 
E01011000,944 
E01011001,791 
E01011002,377 
E01011003,285 
E01011004,144 
E01011005,224 
E01011006,225 
E01011007,508 
E01011008,213 
E01011009,353 
E01011010,331 
E01011011,224 
E01011012,253 
E01011013,406 
E01011014,1185 
E01011015,1265 
E01011016,958 
E01011017,284 
E01011018,201 
E01011019,994 
E01011020,173 
E01011021,667 
E01011022,127 
E01011023,364 
E01011024,201 
E01011025,168 
E01011026,2739 
E01011027,334 
E01011028,389 
E01011029,1730 
E01011030,230 
E01011031,293 
E01011032,412 
E01011033,172 
E01011034,182 
E01011035,133 
E01011036,218 
E01011037,396 
E01011038,255 
E01011039,169 
E01011040,166 
E01011041,306 
E01011042,232 
E01011043,571 
E01011044,267 
E01011045,1398 
E01011046,172 
E01011047,274 
E01011048,1680 
E01011049,294 
E01011050,3556 
E01011051,300 
E01011052,545 
E01011053,305 
E01011054,535 
E01011055,230 
E01011056,227 
E01011057,1103 
E01011058,177 
E01011059,144 
E01011060,322 
E01011061,1484 
E01011062,1506 
E01011063,1335 
E01011064,242 
E01011065,759 
E01011066,383 
E01011067,354 
E01011068,1450 
E01011069,181 
E01011070,611 
E01011071,420 
E01011072,795 
E01011073,925 
E01011074,355 
E01011075,515 
E01011076,272 
E01011077,793 
E01011078,443 
E01011079,298 
E01011080,233 
E01011081,1068 
E01011082,190 
E01011083,471 
E01011084,143 
E01011085,269 
E01011086,273 
E01011087,362 
E01011088,170 
E01011089,188 
E01011090,250 
E01011091,274 
E01011092,186 
E01011093,225 
E01011094,110 
E01011095,568 
E01011096,260 
E01011097,132 
E01011098,479 
E01011099,308 
E01011100,317 
E01011101,171 
E01011102,1453 
E01011103,2245 
E01011104,450 
E01011105,584 
E01011106,2315 
E01011107,15534 
E01011108,274 
E01011109,924 
E01011110,802 
E01011111,1345 
E01011112,274 
E01011113,521 
E01011114,270 
E01011115,861 
E01011116,193 
E01011117,345 
E01011118,762 
E01011119,201 
E01011120,223 
E01011121,351 
E01011122,58 
E01011123,586 
E01011124,225 
E01011125,301 
E01011126,227 
E01011127,1526 
E01011128,858 
E01011129,228 
E01011130,5012 
E01011132,152 
E01011133,943 
E01011134,375 
E01011136,324 
E01011137,265 
E01011138,124 
E01011139,247 
E01011140,72 
E01011141,1229 
E01011142,301 
E01011143,137 
E01011144,1294 
E01011145,267 
E01011146,236 
E01011147,336 
E01011148,237 
E01011149,1183 
E01011150,440 
E01011151,514 
E01011152,343 
E01011153,592 
E01011154,185 
E01011155,240 
E01011156,810 
E01011157,224 
E01011158,1666 
E01011159,1007 
E01011160,610 
E01011161,292 
E01011162,297 
E01011163,97 
E01011164,261 
E01011165,131 
E01011166,482 
E01011167,1008 
E01011168,182 
E01011169,989 
E01011170,323 
E01011171,589 
E01011172,518 
E01011173,128 
E01011174,1061 
E01011175,145 
E01011176,311 
E01011177,389 
E01011178,1044 
E01011179,394 
E01011180,378 
E01011181,1726 
E01011182,400 
E01011183,555 
E01011184,231 
E01011185,430 
E01011186,798 
E01011187,512 
E01011188,238 
E01011189,276 
E01011190,964 
E01011191,257 
E01011192,645 
E01011193,797 
E01011194,187 
E01011195,306 
E01011196,355 
E01011197,537 
E01011198,423 
E01011199,480 
E01011200,1260 
E01011201,634 
E01011202,399 
E01011203,164 
E01011204,434 
E01011205,422 
E01011206,553 
E01011207,587 
E01011208,3882 
E01011209,232 
E01011210,590 
E01011211,155 
E01011212,424 
E01011213,681 
E01011214,238 
E01011215,1330 
E01011216,758 
E01011217,128 
E01011218,241 
E01011219,560 
E01011220,379 
E01011221,191 
E01011222,611 
E01011223,277 
E01011224,590 
E01011225,131 
E01011226,446 
E01011227,267 
E01011228,358 
E01011229,7511 
E01011230,893 
E01011231,322 
E01011232,945 
E01011233,246 
E01011234,135 
E01011235,891 
E01011236,2724 
E01011237,545 
E01011238,631 
E01011239,592 
E01011240,259 
E01011241,371 
E01011242,223 
E01011243,294 
E01011244,197 
E01011245,365 
E01011246,338 
E01011247,177 
E01011248,494 
E01011249,125 
E01011250,1250 
E01011251,330 
E01011252,221 
E01011253,96 
E01011254,348 
E01011255,167 
E01011256,302 
E01011257,3170 
E01011258,452 
E01011259,463 
E01011260,391 
E01011261,191 
E01011262,131 
E01011263,895 
E01011264,129 
E01011265,2090 
E01011266,564 
E01011267,189 
E01011268,181 
E01011269,334 
E01011270,288 
E01011271,545 
E01011272,279 
E01011273,804 
E01011274,1166 
E01011275,494 
E01011276,455 
E01011277,197 
E01011278,1145 
E01011279,361 
E01011280,565 
E01011281,575 
E01011282,165 
E01011283,103 
E01011284,2669 
E01011286,304 
E01011287,736 
E01011292,1144 
E01011293,602 
E01011294,1149 
E01011295,214 
E01011296,279 
E01011297,1026 
E01011298,317 
E01011299,647 
E01011300,143 
E01011301,198 
E01011302,427 
E01011303,208 
E01011304,411 
E01011305,169 
E01011306,136 
E01011307,337 
E01011308,369 
E01011309,419 
E01011310,293 
E01011311,610 
E01011312,546 
E01011313,153 
E01011314,140 
E01011315,605 
E01011316,723 
E01011317,2178 
E01011318,1154 
E01011319,693 
E01011320,483 
E01011321,855 
E01011322,3638 
E01011323,130 
E01011324,194 
E01011325,169 
E01011326,181 
E01011327,232 
E01011328,364 
E01011329,219 
E01011330,245 
E01011331,532 
E01011332,236 
E01011333,557 
E01011334,313 
E01011335,702 
E01011336,986 
E01011337,565 
E01011338,287 
E01011339,208 
E01011340,108 
E01011341,999 
E01011342,182 
E01011343,1678 
E01011344,227 
E01011345,336 
E01011346,187 
E01011347,487 
E01011348,1344 
E01011349,990 
E01011350,848 
E01011351,246 
E01011352,1338 
E01011353,475 
E01011354,83 
E01011355,247 
E01011356,1189 
E01011357,479 
E01011358,108 
E01011359,221 
E01011360,502 
E01011361,1305 
E01011362,1499 
E01011363,6627 
E01011364,2775 
E01011366,2161 
E01011368,194 
E01011369,2913 
E01011370,262 
E01011371,661 
E01011372,167 
E01011373,433 
E01011374,894 
E01011375,177 
E01011376,198 
E01011377,363 
E01011378,162 
E01011379,672 
E01011380,242 
E01011381,403 
E01011382,110 
E01011383,358 
E01011384,192 
E01011385,319 
E01011386,686 
E01011388,223 
E01011390,808 
E01011391,194 
E01011392,229 
E01011393,274 
E01011394,286 
E01011395,141 
E01011396,1247 
E01011397,131 
E01011398,431 
E01011399,168 
E01011400,1247 
E01011401,296 
E01011402,2629 
E01011403,504 
E01011404,271 
E01011405,234 
E01011406,366 
E01011407,183 
E01011408,1306 
E01011409,441 
E01011410,1624 
E01011411,3590 
E01011412,202 
E01011413,151 
E01011414,222 
E01011415,340 
E01011416,368 
E01011417,428 
E01011418,458 
E01011419,124 
E01011420,291 
E01011421,365 
E01011422,594 
E01011423,189 
E01011424,155 
E01011425,164 
E01011426,227 
E01011427,272 
E01011428,460 
E01011429,285 
E01011430,231 
E01011431,308 
E01011432,451 
E01011433,553 
E01011434,111 
E01011435,380 
E01011440,1241 
E01011441,707 
E01011442,216 
E01011443,565 
E01011444,161 
E01011445,262 
E01011446,179 
E01011447,177 
E01011448,121 
E01011449,172 
E01011450,195 
E01011451,1420 
E01011452,580 
E01011453,180 
E01011454,784 
E01011455,613 
E01011456,221 
E01011457,1341 
E01011458,899 
E01011459,1918 
E01011460,1400 
E01011461,230 
E01011462,360 
E01011463,146 
E01011464,1193 
E01011465,920 
E01011466,164 
E01011467,2899 
E01011468,7021 
E01011469,145 
E01011470,5990 
E01011471,336 
E01011472,176 
E01011473,169 
E01011474,134 
E01011475,171 
E01011476,193 
E01011477,1269 
E01011478,161 
E01011479,126 
E01011480,216 
E01011481,253 
E01011482,1560 
E01011483,847 
E01011484,172 
E01011485,202 
E01011488,369 
E01011489,182 
E01011490,972 
E01011491,122 
E01011492,306 
E01011493,121 
E01011494,210 
E01011496,208 
E01011497,256 
E01011499,414 
E01011500,550 
E01011502,135 
E01011504,135 
E01011505,675 
E01011506,122 
E01011507,225 
E01011508,170 
E01011509,378 
E01011510,529 
E01011511,472 
E01011512,1411 
E01011513,334 
E01011514,232 
E01011515,245 
E01011516,254 
E01011517,298 
E01011518,4292 
E01011519,164 
E01011520,221 
E01011521,746 
E01011522,2081 
E01011523,985 
E01011524,423 
E01011525,338 
E01011526,116 
E01011527,263 
E01011528,191 
E01011529,352 
E01011530,2999 
E01011531,3235 
E01011532,668 
E01011533,492 
E01011534,291 
E01011535,184 
E01011536,203 
E01011537,459 
E01011538,718 
E01011540,1361 
E01011541,3190 
E01011545,287 
E01011546,3362 
E01011547,587 
E01011548,305 
E01011549,141 
E01011550,494 
E01011551,374 
E01011552,187 
E01011553,219 
E01011554,245 
E01011555,216 
E01011556,261 
E01011557,237 
E01011558,220 
E01011559,859 
E01011560,217 
E01011561,707 
E01011562,636 
E01011563,211 
E01011564,156 
E01011565,179 
E01011566,143 
E01011567,263 
E01011568,268 
E01011569,2614 
E01011570,606 
E01011571,674 
E01011572,317 
E01011573,218 
E01011574,533 
E01011576,464 
E01011578,664 
E01011579,172 
E01011580,298 
E01011581,389 
E01011582,220 
E01011583,387 
E01011584,161 
E01011585,104 
E01011586,166 
E01011587,3104 
E01011588,237 
E01011589,342 
E01011590,606 
E01011591,236 
E01011592,381 
E01011593,726 
E01011594,207 
E01011595,2027 
E01011596,1414 
E01011597,1374 
E01011598,371 
E01011599,971 
E01011600,410 
E01011601,345 
E01011602,395 
E01011603,384 
E01011604,405 
E01011605,231 
E01011606,510 
E01011607,237 
E01011608,132 
E01011609,140 
E01011610,313 
E01011611,398 
E01011612,1704 
E01011613,178 
E01011614,465 
E01011615,340 
E01011616,146 
E01011617,317 
E01011618,104 
E01011620,66 
E01011621,4394 
E01011622,430 
E01011623,299 
E01011624,136 
E01011625,1480 
E01011626,194 
E01011627,521 
E01011628,691 
E01011629,178 
E01011630,283 
E01011632,145 
E01011633,877 
E01011634,221 
E01011635,704 
E01011636,869 
E01011637,269 
E01011638,246 
E01011639,158 
E01011641,954 
E01011642,243 
E01011643,427 
E01011644,332 
E01011645,555 
E01011646,285 
E01011647,469 
E01011648,225 
E01011649,265 
E01011650,595 
E01011651,147 
E01011652,487 
E01011653,672 
E01011654,149 
E01011655,224 
E01011656,89 
E01011657,1927 
E01011658,133 
E01011659,130 
E01011660,212 
E01011661,877 
E01011662,256 
E01011663,239 
E01011664,326 
E01011665,178 
E01011666,262 
E01011667,707 
E01011668,329 
E01011669,756 
E01011670,750 
E01011671,1645 
E01011673,330 
E01011677,7536 
E01011678,6316 
E01011681,1241 
E01011684,1797 
E01011685,1878 
E01011686,1160 
E01011687,272 
E01011688,190 
E01011689,332 
E01011690,626 
E01011691,349 
E01011692,300 
E01011693,580 
E01011694,446 
E01011695,319 
E01011696,200 
E01011697,3864 
E01011698,201 
E01011699,155 
E01011700,2187 
E01011701,127 
E01011702,167 
E01011703,190 
E01011704,2884 
E01011705,410 
E01011706,369 
E01011707,377 
E01011708,234 
E01011709,871 
E01011710,200 
E01011711,510 
E01011712,567 
E01011713,486 
E01011714,423 
E01011715,455 
E01011716,239 
E01011717,618 
E01011718,159 
E01011719,244 
E01011720,1705 
E01011721,181 
E01011722,186 
E01011723,204 
E01011724,171 
E01011725,100 
E01011726,403 
E01011727,258 
E01011728,214 
E01011729,980 
E01011730,405 
E01011731,123 
E01011732,1318 
E01011733,199 
E01011734,2439 
E01011735,106 
E01011736,971 
E01011737,423 
E01011738,231 
E01011739,345 
E01011740,235 
E01011741,156 
E01011742,397 
E01011743,300 
E01011744,286 
E01011745,85 
E01011746,339 
E01011747,98 
E01011748,1173 
E01011749,4858 
E01011750,171 
E01011751,171 
E01011752,1412 
E01011753,845 
E01011754,206 
E01011755,197 
E01011756,67 
E01011757,743 
E01011758,7547 
E01011759,478 
E01011760,2975 
E01011761,946 
E01011762,1077 
E01011763,243 
E01011764,180 
E01011765,487 
E01011766,444 
E01011767,294 
E01011768,306 
E01011769,441 
E01011770,535 
E01011771,186 
E01011772,259 
E01011773,249 
E01011774,373 
E01011775,3977 
E01011776,267 
E01011777,435 
E01011778,164 
E01011779,257 
E01011780,173 
E01011781,769 
E01011782,154 
E01011783,1803 
E01011784,267 
E01011785,760 
E01011786,188 
E01011787,1163 
E01011788,181 
E01011789,197 
E01011790,343 
E01011791,168 
E01011792,137 
E01011793,217 
E01011794,589 
E01011795,114 
E01011796,237 
E01011797,245 
E01011798,702 
E01011799,218 
E01011800,966 
E01011801,794 
E01011802,389 
E01011803,224 
E01011804,763 
E01011805,789 
E01011806,389 
E01011807,613 
E01011808,840 
E01011809,308 
E01011810,426 
E01011811,691 
E01011812,242 
E01011813,191 
E01011814,271 
E01011815,249 
E01011816,131 
E01011817,175 
E01011818,211 
E01011819,1790 
E01011820,189 
E01011821,398 
E01011822,271 
E01011823,542 
E01011824,201 
E01011825,1280 
E01011826,127 
E01011827,403 
E01011828,1257 
E01011829,801 
E01011830,1331 
E01011831,279 
E01011832,243 
E01011833,282 
E01011834,427 
E01011835,191 
E01011836,869 
E01011837,3847 
E01011838,1056 
E01011839,231 
E01011840,459 
E01011841,1591 
E01011842,231 
E01011843,176 
E01011844,195 
E01011845,116 
E01011846,224 
E01011847,312 
E01011848,309 
E01011849,490 
E01011850,214 
E01011851,379 
E01011852,241 
E01011853,100 
E01011854,90 
E01011855,439 
E01011856,174 
E01011857,384 
E01011858,147 
E01011859,693 
E01011860,4483 
E01011861,154 
E01011862,381 
E01011863,104 
E01011864,144 
E01011865,184 
E01011866,205 
E01011867,776 
E01011868,382 
E01011869,518 
E01011870,123 
E01011871,1501 
E01011872,180 
E01011873,342 
E01011874,201 
E01011875,521 
E01011876,640 
E01011877,1439 
E01011878,188 
E01011879,241 
E01011880,481 
E01011881,415 
E01011882,126 
E01011883,2848 
E01011884,4892 
E01011885,6431 
E01011886,596 
E01011887,1226 
E01011888,204 
E01011889,879 
E01011890,114 
E01011891,363 
E01011892,269 
E01011893,541 
E01011894,294 
E01011895,114 
E01011896,361 
E01011897,270 
E01011898,2571 
E01011899,222 
E01011900,108 
E01011901,284 
E01011902,1230 
E01011903,169 
E01011904,224 
E01011905,1215 
E01011906,72 
E01011907,2664 
E01011908,1055 
E01011909,101 
E01011910,300 
E01011911,299 
E01011912,1112 
E01011913,590 
E01011914,84 
E01011915,301 
E01011916,8767 
E01011917,649 
E01011918,330 
E01011919,496 
E01011920,6583 
E01011921,291 
E01011922,187 
E01011923,2680 
E01011924,205 
E01011925,220 
E01011926,205 
E01011927,864 
E01011928,205 
E01011929,419 
E01011930,320 
E01011931,141 
E01011932,299 
E01011933,358 
E01011934,589 
E01011935,757 
E01011936,271 
E01011937,1663 
E01011938,959 
E01011939,1001 
E01011940,356 
E01011941,315 
E01011942,222 
E01011943,495 
E01011944,143 
E01011945,704 
E01011946,212 
E01011947,147 
E01011948,232 
E01011949,319 
E01011950,228 
E01011951,223 
E01011952,1814 
E01011953,212 
E01011954,355 
E01011955,455 
E01011957,140 
E01011959,563 
E01011960,89 
E01011961,368 
E01011962,144 
E01011963,118 
E01011964,300 
E01011965,320 
E01011966,162 
E01011967,161 
E01011968,562 
E01011969,163 
E01011970,84 
E01011971,101 
E01011973,392 
E01011974,4596 
E01011975,146 
E01011976,87 
E01011977,183 
E01011978,383 
E01011979,93 
E01011980,146 
E01011981,451 
E01011982,354 
E01011983,494 
E01011984,77 
E01011985,345 
E01011986,88 
E01011987,304 
E01011988,347 
E01011989,1658 
E01011990,760 
E01011991,221 
E01011992,1058 
E01011993,736 
E01011994,798 
E01011995,122 
E01011996,342 
E01011997,604 
E01011998,2820 
E01011999,4481 
E01012000,2238 
E01012001,1156 
E01012002,213 
E01012003,225 
E01012005,186 
E01012007,349 
E01012008,119 
E01012009,267 
E01012010,364 
E01012011,453 
E01012012,174 
E01012013,345 
E01012014,660 
E01012015,318 
E01012016,448 
E01012017,377 
E01012018,8239 
E01012019,56 
E01012020,331 
E01012021,555 
E01012022,196 
E01012023,140 
E01012024,216 
E01012025,96 
E01012026,439 
E01012027,701 
E01012030,1893 
E01012031,506 
E01012032,124 
E01012033,298 
E01012034,243 
E01012035,118 
E01012036,180 
E01012037,245 
E01012038,113 
E01012039,501 
E01012040,251 
E01012041,1855 
E01012042,115 
E01012043,160 
E01012044,275 
E01012045,114 
E01012046,335 
E01012047,160 
E01012048,380 
E01012049,165 
E01012050,115 
E01012051,191 
E01012052,224 
E01012053,213 
E01012054,295 
E01012055,725 
E01012056,236 
E01012057,710 
E01012058,200 
E01012059,881 
E01012060,474 
E01012061,1651 
E01012062,96 
E01012063,297 
E01012064,447 
E01012065,232 
E01012066,240 
E01012067,194 
E01012068,7728 
E01012071,160 
E01012073,223 
E01012074,255 
E01012075,1014 
E01012076,80 
E01012077,131 
E01012078,500 
E01012079,290 
E01012080,197 
E01012081,662 
E01012082,167 
E01012083,106 
E01012084,176 
E01012085,237 
E01012088,337 
E01012089,295 
E01012090,122 
E01012091,206 
E01012092,1130 
E01012093,218 
E01012094,1045 
E01012095,205 
E01012096,487 
E01012097,252 
E01012098,333 
E01012099,352 
E01012100,2339 
E01012101,978 
E01012102,1443 
E01012105,169 
E01012106,411 
E01012107,3962 
E01012108,140 
E01012109,315 
E01012110,231 
E01012111,304 
E01012112,686 
E01012113,115 
E01012114,249 
E01012117,2441 
E01012118,182 
E01012119,955 
E01012120,697 
E01012121,138 
E01012124,197 
E01012127,109 
E01012128,54 
E01012129,393 
E01012130,124 
E01012131,320 
E01012132,413 
E01012134,1131 
E01012136,545 
E01012137,225 
E01012138,632 
E01012139,217 
E01012140,122 
E01012141,169 
E01012142,462 
E01012143,81 
E01012144,425 
E01012145,514 
E01012146,114 
E01012147,118 
E01012148,180 
E01012149,104 
E01012150,232 
E01012151,165 
E01012152,431 
E01012154,152 
E01012155,163 
E01012156,135 
E01012157,691 
E01012158,419 
E01012159,586 
E01012160,223 
E01012161,596 
E01012162,182 
E01012163,751 
E01012164,210 
E01012165,385 
E01012167,1829 
E01012168,1045 
E01012170,1063 
E01012171,299 
E01012172,102 
E01012173,350 
E01012174,127 
E01012175,132 
E01012176,387 
E01012177,81 
E01012178,356 
E01012179,304 
E01012180,141 
E01012181,250 
E01012182,304 
E01012183,170 
E01012184,332 
E01012185,111 
E01012186,171 
E01012187,309 
E01012188,92 
E01012189,139 
E01012190,137 
