,time:Treat,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodPT30pct,FoodCyct,FoodCyc15n,FoodCyc30n,FoodCyc45n,FoodCyc60n,FoodCyc15pct,FoodCyc30pct,FoodCyc45pct,FoodCyc60pct,FoodCart,FoodCar15n,NUMPOINTS,PointsDens,NearestDist_mean,NearestDist_median,NUMPOINTS(500m)_mean,NUMPOINTS(500m)_median,NUMPOINT(1km)_mean,NUMPOINT(1km)_median,NUMPOINT(2km)_mean,NUMPOINT(2km)_median,0-18,19-34,35-49,50-64,65+,Total_pop,IMD - Average rank ,IMD - Rank of average rank ,IMD - Average score ,IMD - Rank of average score ,IMD - Proportion of LSOAs in most deprived 10% nationally ,IMD - Rank of proportion of LSOAs in most deprived 10% nationally ,IMD 2019 - Extent ,IMD 2019 - Rank of extent ,IMD 2019 - Local concentration ,IMD 2019 - Rank of local concentration ,Income - Average rank,Income - Rank of average rank,Income - Average score,Income - Rank of average score,Income - Proportion of LSOAs in most deprived 10% nationally,Income - Rank of Proportion of LSOAs in most deprived 10% nationally,Income - Scale,Income - Rank of scale,Employment - Average rank,Employment - Rank of average rank,Employment - Average score,Employment - Rank of average score,Employment - Proportion of LSOAs in most deprived 10% nationally,Employment - Rank of proportion of LSOAs in most deprived 10% nationally,Employment - Scale,Employment - Rank of scale,"Education, Skills and Training - Average rank","Education, Skills and Training - Rank of average rank","Education, Skills and Training - Average score","Education, Skills and Training - Rank of average score","Education, Skills and Training - Proportion of LSOAs in most deprived 10% nationally","Education, Skills and Training - Rank of proportion of LSOAs in most deprived 10% nationally",Health Deprivation and Disability - Average rank,Health Deprivation and Disability - Rank of average rank,Health Deprivation and Disability - Average score,Health Deprivation and Disability - Rank of average score,Health Deprivation and Disability - Proportion of LSOAs in most deprived 10% nationally,Health Deprivation and Disability - Rank of proportion of LSOAs in most deprived 10% nationally,Crime - Average rank,Crime - Rank of average rank,Crime - Average score,Crime - Rank of average score,Crime - Proportion of LSOAs in most deprived 10% nationally,Crime - Rank of proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Average rank,Barriers to Housing and Services - Rank of average rank,Barriers to Housing and Services - Average score,Barriers to Housing and Services - Rank of average score,Barriers to Housing and Services - Proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Rank of proportion of LSOAs in most deprived 10% nationally,Living Environment - Average rank,Living Environment - Rank of average rank,Living Environment - Average score,Living Environment - Rank of average score,Living Environment - Proportion of LSOAs in most deprived 10% nationally,Living Environment - Rank of proportion of LSOAs in most deprived 10% nationally,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,Total_car,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,NNI,z.score,p,expected.mean.distance,observed.mean.distance,Employee,employee/pop
NUMPOINTS(500m)_median,-0.6279036040895585,-0.3637607026200406,-0.10141280423429726,-0.5555821101357882,0.5960747138642353,-0.8382950500741378,0.8018319187711969,0.2640911902489864,0.5609895233210573,0.19364916731037057,-0.7836645362227389,0.5006769257112182,0.07059082742631674,0.06051536478449091,0.06051536478449091,0.33329411088321015,0.06051536478449093,0.06051536478449093,0.06051536478449093,-0.6234304881030963,0.271273572932208,0.1157441335906634,0.9497525214577763,-0.8796600736911199,-0.8772449611418358,0.9687043936681554,1.0,0.9647946083635327,0.9631233490102836,0.9597379849424982,0.9655021800191533,-0.844936401064451,0.4948355709720953,0.2232004725603918,-0.04985808244422485,-0.08895969403530288,-0.6189822202443789,-0.01981904276518424,0.012662318968752246,-0.0244286588453252,0.010702683356670418,-0.08100925873009823,-0.0013456605933975304,-0.06597483286396848,0.020640863828802456,-0.021694980012423985,0.04293071078109009,-0.22891749957998822,0.228966661757127,-0.08916681643888692,0.16791201877765857,0.18752693772013038,-0.1398473511966999,-0.36763414625955565,0.5518271254815725,-0.17566358789736647,0.17109616267531066,1.0810563456867765e-16,0.13335416081202256,0.36806079660838636,-0.19809600700084581,-0.31791736974558676,0.5087462762789265,-0.509252662155142,0.4749225088156477,-0.5021295113843384,0.49407113109641143,,0.22191320252701724,0.07169724522781076,-0.05506646962998539,-0.020389715978759108,0.007856107288935604,,-0.12120864706285644,-0.3793444656277577,0.3203723309828434,-0.4913250967350426,0.33838793859413374,0.08222418931003407,-0.02741742586206801,0.02672802735656453,-0.05556056532601045,-0.03935778724414866,-0.024249332818454265,0.014649800081975844,0.09318976265919364,0.5781689165107448,-0.5418551284016808,0.6311112735269051,-0.552102421192775,0.6363158308092463,-0.6607148449127046,0.7202005406093087,-0.7565992793856827,-0.6617542907523069,-0.6187731842759924,-0.5755716470559948,-0.7126663642511325,-0.8776033472293686,0.9695923945272706,0.9642626368363394,0.9582477354277757,0.35415562694601893,0.4705449978606068,0.4089531038179165,-0.007990414511964994,-0.7701823607143257,-0.6841487495274616,0.6346151720769001,0.7612961509676645
NUMPOINT(1km)_mean,-0.6514699879268734,-0.41375400055170786,-0.04970914041914593,-0.5422771407504616,0.5696413628457871,-0.812762303966112,0.7674982584207387,0.242550873331978,0.5124560237565816,0.11251894527228742,-0.7502137303230442,0.4396093587099788,0.11427771748906142,0.09569289678089112,0.09569289678089112,0.28866530500160237,0.09569289678089112,0.09569289678089112,0.09569289678089112,-0.5647510881979738,0.2895717786269736,0.06617358343966416,0.9930872699824009,-0.8405237776231571,-0.8387479418712095,0.9977428937165227,0.9647946083635327,1.0,0.9955089948100984,0.990759971824309,0.9904455373134219,-0.847459226788203,0.5130792858680584,0.1221850922719844,-0.04145958310352868,-0.08210254307583788,-0.6329369064004375,-0.00545440954384437,-0.0013673165002935353,-0.009815205191938426,-0.005355791594517699,-0.046974017734238024,-0.006305694608961499,-0.07096815827874481,0.011809403704957502,-0.030586941656947735,0.05293900549144595,-0.21465934073649734,0.2172934887958185,-0.050712641327607465,0.16355266114615452,0.18444182933647096,-0.12204151431040751,-0.34677966486430106,0.5685766272708364,-0.1587638336400446,0.15157296782808496,0.0,0.12434593047766669,0.3000491250987726,-0.14307636460896642,-0.3084211684800259,0.5302321742071959,-0.4252150570143669,0.38941022693886906,-0.41387449975131496,0.40002610586795806,,0.14682358500588533,0.10705696617572703,-0.08998743515019719,0.038369490244037525,-0.03528719347121933,,-0.17437153301225952,-0.4148148096090668,0.3493978143979109,-0.5382651855268833,0.3658319064713139,0.08601943222057161,-0.02272375152306497,0.024825182564948957,-0.058645179574786266,-0.04269262696837063,-0.03214191976214621,0.0311843697034506,0.08483131915840458,0.5433234418214087,-0.5037826955362809,0.604266545651542,-0.5189184319237342,0.6196630618545498,-0.6400220454248748,0.7236165170111124,-0.7908570066023423,-0.6514385857193883,-0.5872576584770892,-0.5366937118937516,-0.7181546543434942,-0.8394454769674027,0.9975272902885043,0.9997967243092842,0.989003038117756,0.32064210287851225,0.4794944914548847,0.43330390361529764,-0.014159089753575797,-0.7800605090780492,-0.7036045590880333,0.6382799912277909,0.8369047273000838
NUMPOINT(1km)_median,-0.6294956764652428,-0.3787146579115174,-0.051311744880436466,-0.5502616056691635,0.5580734973238443,-0.8081607619766406,0.7645436143611634,0.24533681421535966,0.5035061513335352,0.10418521487827316,-0.745302032322158,0.43606499414043143,0.09073457746671568,0.07307107830829111,0.07307107830829111,0.267129023559331,0.07307107830829108,0.07307107830829108,0.07307107830829108,-0.5738265906859071,0.27705004251162213,0.05502958709214348,0.9872792687095695,-0.8381563269694915,-0.8359498992387767,0.9947839651438011,0.9631233490102836,0.9955089948100984,1.0,0.9821795203590189,0.9905343313576445,-0.8530612646012545,0.4890125994865783,0.14030060889121532,-0.020465446705666784,-0.05386082079486442,-0.6489410810996431,-0.03228002054872323,0.02692448382277018,-0.034856664079874415,0.020726321928834442,-0.040794664358518654,0.00020510128198647742,-0.08183770736750859,0.03226391154927685,-0.045552321034913676,0.06669775490933823,-0.2444857778883512,0.2471281233746898,-0.08219748355927789,0.1891832801998359,0.1583435441786105,-0.10491975157026281,-0.3782364663607509,0.5899547717397832,-0.18715331522607515,0.18040180008483558,-5.052981908633682e-17,0.1488662624932241,0.31455575773358885,-0.15013603796791053,-0.34067092785131,0.5511925800246946,-0.44642445468491454,0.401942359602022,-0.4309433951885719,0.41132858439026104,,0.1470607847350106,0.07098370775100823,-0.05348992470845822,-0.0009353899489515388,0.0028046433176091646,,-0.16097801441642495,-0.43490020135335156,0.37097323473609845,-0.5554534160193021,0.3874222071261357,0.05348527563633328,0.009448969083920865,0.011018482257923297,-0.05258446644646594,-0.05363590222877497,-0.022400581544430188,0.020977216991497898,0.09491341731073258,0.5416488201620673,-0.49572937656377497,0.6045742640216234,-0.5114470687241977,0.6288337121432167,-0.6323032228203092,0.7066968567129289,-0.7749921690033472,-0.6344752416225883,-0.5725609435962593,-0.521310082513115,-0.708424528970054,-0.8348009626184618,0.9935536743771602,0.9945676908620817,0.9799306149741585,0.30426839653585175,0.4835156429446967,0.43604357959576673,-0.03196364165578658,-0.7777019084576764,-0.7002470210166193,0.6420314354992274,0.8347959847728256
NUMPOINT(2km)_mean,-0.6626169731622694,-0.42982969202310284,-0.02704316393845993,-0.5679738344479026,0.5736881242310868,-0.8629505587994413,0.8297787859654878,0.2721262628659995,0.5702638762128206,0.133695372595671,-0.8047192258503614,0.49381903540040367,0.12861477349023392,0.10695722547106036,0.10695722547106036,0.32780382224300186,0.10695722547106028,0.10695722547106028,0.10695722547106028,-0.6234311023324676,0.3229002776120876,0.11563008348282612,0.976441580055168,-0.8844401560891908,-0.8809532750485032,0.991169992349167,0.9597379849424982,0.990759971824309,0.9821795203590189,1.0,0.98957613098764,-0.8555149281535114,0.5976854976984125,0.13550949069202664,-0.1350904432688841,-0.17215418297309126,-0.5832849307579769,0.07113845194030172,-0.0790350412566166,0.06698637559297256,-0.08421224705742948,-0.012574698045566246,-0.0731593037596602,-0.00567286501721844,-0.06694078933857758,0.04492475352794007,-0.02533894797023926,-0.1315392683392686,0.13561999473959052,0.01164123793131825,0.07461803534040726,0.27121244742876316,-0.21291229266200812,-0.269793410278563,0.48162022811418387,-0.08306209346996547,0.07571440456618078,1.677143356667523e-16,0.042865530166244094,0.34650599818611766,-0.19818127624056464,-0.2222954760603688,0.4382743987446925,-0.4132905390723069,0.3908549165626143,-0.40846812232928625,0.4024513494890304,,0.1621844693921776,0.18617399345503005,-0.16919065478270592,0.10634611512820623,-0.1079099300889664,,-0.25314357337116317,-0.31562844358787956,0.2515163510309448,-0.4390596565038815,0.266806511627928,0.17154881919018544,-0.11597042666432332,0.0452146912631541,-0.07977244788655909,-0.03107756288970294,-0.05146362194284455,0.02084953873064412,0.09532008996278075,0.608901738958212,-0.5658946162287762,0.6667862337940094,-0.5797224119299726,0.667269219511888,-0.7063263921655776,0.7930143317578052,-0.8442350848503684,-0.7253088184641343,-0.664944050183132,-0.6126486460055237,-0.7543051606090437,-0.8848775473455857,0.9929047498969136,0.9912082505717518,0.9997628459446191,0.4368498628595515,0.45392769348460515,0.41267298187079837,0.039177788123876414,-0.8253766033638974,-0.7521789672076357,0.6405786196226582,0.7655871659885284
NUMPOINT(2km)_median,-0.6212910134135619,-0.4094315136902828,-0.047399500580018274,-0.5437168705520156,0.5663607906819711,-0.8450286585649188,0.8043282447867942,0.2697969835822895,0.5516335907312783,0.14617202335780483,-0.7874748798268382,0.4800719185878326,0.12135423872585159,0.09822295008934008,0.09822295008934008,0.3226999670214553,0.09822295008933993,0.09822295008933993,0.09822295008933993,-0.610756731628065,0.3211148873428521,0.0817619750940698,0.9805721021980774,-0.8741309133523694,-0.87223682990366,0.991066778567449,0.9655021800191533,0.9904455373134219,0.9905343313576445,0.98957613098764,1.0,-0.8576994703925124,0.5478163838946554,0.17591289641038216,-0.07772625593969174,-0.13402275854030843,-0.6091916865372536,0.0275028053898625,-0.03653466615780231,0.02168921488668949,-0.038613817882336476,-0.019311768432615915,-0.044882721565917535,-0.04971594877192131,-0.0169375707872899,0.004601801791664794,0.01624747051035293,-0.19037182323489804,0.19243796460021045,-0.02406005366766927,0.13355887578027129,0.2087608188038739,-0.14895973713044283,-0.32144025389080233,0.5349965911826096,-0.14149067162788437,0.1330041159137792,1.8688801410871502e-16,0.10309001750444592,0.32750038298392875,-0.18346348187027373,-0.27769306054754517,0.49336923451707926,-0.4501242137575123,0.41404682500313345,-0.44245151347538986,0.4287802228821365,,0.17471684103536184,0.13825819151937557,-0.12164304571544474,0.060129660177835914,-0.06351827029571191,,-0.21937205363950663,-0.37063723300402274,0.30655877162948514,-0.4945848542048045,0.32306026080961114,0.09871206267345321,-0.0415844918429671,0.05663691497114338,-0.09740966482687402,-0.01904838005311534,-0.07073710913683227,0.03619660117879455,0.06333084650617786,0.6052757240703356,-0.55789042757484,0.6669986576056117,-0.5735111549235317,0.6809730182733723,-0.6933127833071512,0.7524690397570294,-0.7973975734704808,-0.6903804652813299,-0.6334349121647846,-0.5849659631258,-0.7331302476571739,-0.8727332631777488,0.9910701788088245,0.9898669038954612,0.9882335092278073,0.3768544314524964,0.48052493307176436,0.436243016032233,0.01608642899723613,-0.8108640792044147,-0.7306321480358599,0.6131266193347581,0.7991567817941557
0-18,0.4793254404558534,0.3480688367666091,0.024623161736310472,0.5081586531756865,-0.49527426456023793,0.7378143790540871,-0.7448823205889219,-0.1806461874685959,-0.44464977022965796,0.009338367648410426,0.6961553262828268,-0.3824689024268463,-0.07753818845744709,-0.07587486758468799,-0.07587486758468799,-0.22203414684284653,-0.07587486758468798,-0.07587486758468798,-0.07587486758468798,0.6121753541562843,-0.42851743099900524,-0.26715488628545997,-0.8179545800920924,0.802776307543631,0.812048869289241,-0.8581654662308563,-0.844936401064451,-0.847459226788203,-0.8530612646012545,-0.8555149281535114,-0.8576994703925124,1.0,-0.4607054143526256,-0.24594283110580228,-0.044226022176951665,-0.06302734744495304,0.5231147249881551,0.23299881286300977,-0.20421667776689734,0.24592359380954915,-0.20574962411655534,0.029569807360207177,-0.06549812257057094,0.31076368391089293,-0.2132920448322663,0.11913968246946863,-0.14119395484057345,0.39615838109425294,-0.375011671370299,0.2369168169409716,-0.31167820649811645,-0.1616417237186895,0.08726335178560865,0.44178592487236873,-0.5361917043261951,0.35087291927520026,-0.3395430131560222,-3.5126863912862354e-16,-0.2806888890052662,-0.446502636013719,0.26527682171396294,0.34461435613173425,-0.4665280493973989,0.6342314821999008,-0.6257792443903889,0.6299508377520094,-0.6203444992775393,,-0.06609816391007506,0.08606095406825852,-0.09179337879622308,0.16491055787619158,-0.15784650661222185,,0.0983818577037958,0.39853081167622495,-0.36183547788336134,0.46238495505941973,-0.3694743969072528,-0.033896321615910385,-0.0659821271321537,0.25308431441689205,-0.1194257870135649,0.35679452022781194,-0.16359007266084474,0.32050523707906586,-0.3138843659434742,-0.4537700207317064,0.36806530639105517,-0.5314652268382882,0.38107751967862386,-0.6512170677121053,0.5524075740759362,-0.5904687542927781,0.6641278606156646,0.5195909759678256,0.47707859627196303,0.3992905616488982,0.5489024381598431,0.798380279570513,-0.8590199049045923,-0.8475773616842615,-0.8557508565716889,-0.3679466768654541,-0.22436042659304378,-0.19767196018013306,-0.06318682333523024,0.7193413719136389,0.7516139894176691,-0.6064942580241569,-0.5888362811382037
19-34,-0.4363019797848282,-0.404178054591475,0.023117814664510173,-0.450736296621463,0.44928241407444847,-0.7397319784752945,0.7628402049438779,0.3893695066303261,0.6579853935849388,0.20611175370154186,-0.7223357115431075,0.5872138514464681,0.1609295801430934,0.11416558710896847,0.11416558710896847,0.4308887757442896,0.11416558710896842,0.11416558710896842,0.11416558710896842,-0.6016622273558316,0.46180396898726134,0.3361131751401286,0.4892224235270938,-0.6976104125043733,-0.6935829937764953,0.5300821205973818,0.4948355709720953,0.5130792858680584,0.4890125994865783,0.5976854976984125,0.5478163838946554,-0.4607054143526256,1.0,0.016330755037984056,-0.829320136419775,-0.8076833513756172,0.011020964179596643,0.5758006027507938,-0.5845809841820123,0.5504122312766478,-0.5636679395410256,0.03152913356482863,-0.24321262999868032,0.3686112901677506,-0.4777345700356845,0.3583914957855023,-0.3585714886276819,0.512477703919226,-0.5070196517265858,0.4899182984287524,-0.5274760720177754,0.4496589697512032,-0.4783631191712257,0.3891556693765456,-0.26062508286927777,0.4336035717204181,-0.44435442566557837,-9.986309839908782e-17,-0.4396295020944931,0.24666682629939352,-0.24202801802390583,0.4345178461176799,-0.28726674912546457,-0.01911705304683998,0.08526124681105104,-0.06870399269227281,0.11841841041931342,,0.2455626752145617,0.6698979768775566,-0.6645223816110536,0.6094830847304241,-0.6259995787718199,,-0.6142532658498286,0.3856154309903599,-0.42736936388837476,0.29974670789303165,-0.41792183922624354,0.5499816057501551,-0.6139697380734388,0.2516077869919616,-0.3131623108574171,0.16858726542433083,-0.27478126389361185,0.05438869518394589,0.06595597959761873,0.7196391691577801,-0.7068185791179616,0.7235292699501876,-0.6974519239363087,0.5639259453096135,-0.7820047797176054,0.861208300654766,-0.7763582172173621,-0.8626326312860254,-0.8423762334494527,-0.815472712104329,-0.6821150315382111,-0.7143422535028482,0.5453472120138275,0.5168714179465238,0.6034161421013869,0.8399793473212109,0.14478005732437774,0.14220290236391944,0.1467753131421362,-0.6803372761068698,-0.6333289832978012,0.4030244370991834,0.11327736258753035
35-49,0.17701166719314224,0.10019495140077982,-0.22106489894196973,-0.25929832248950163,0.2893792507913835,-0.29870546556625316,0.29849074118432434,0.3305084259336581,0.3926855715900218,0.40918777136364426,-0.3663013158358849,0.4546495423864512,0.06340590552294023,0.06044469517269361,0.06044469517269361,0.29657457915210966,0.06044469517269358,0.06044469517269358,0.06044469517269358,-0.26485630557803685,0.176794834755353,0.03941331275016951,0.09327967252805944,-0.41911362297819527,-0.43280708198826656,0.15239411657800073,0.2232004725603918,0.1221850922719844,0.14030060889121532,0.13550949069202664,0.17591289641038216,-0.24594283110580228,0.016330755037984056,1.0,-0.059113550621411895,-0.1628925451994837,-0.23293986558598426,-0.15492075109231984,0.13892204457844826,-0.13178278335857327,0.1462051991964753,0.10240845202379445,-0.12033007536280278,-0.12341652548787041,0.12294057981026245,-0.12534245084201764,0.08575382896851777,-0.2205890318486288,0.21229609991076445,-0.0785733015774527,0.17277618351601928,0.19577872941052468,-0.12208654662813352,-0.24842660530285865,0.21978584917393829,-0.21042505110811174,0.19555461196734136,3.718280162788647e-15,0.1479953878592361,0.16287119505184758,-0.35366010673091736,-0.17874463862643541,0.17134649027542787,-0.5743837011460506,0.5525713825661523,-0.5615527261392625,0.5457086168149384,,0.437144382322663,-0.07738017692258796,0.07469617558612227,-0.1763367005352954,0.12214536052199101,,-0.00957352306025533,0.0007571965153183069,0.016866757272884933,-0.008209009487573523,0.02431531605585057,0.07673730501722797,0.06376589323041093,-0.21359175242254316,0.2766063310456478,-0.2305892519584612,0.2715964805878751,-0.1579304161694488,0.14670565657132126,0.4825543621992543,-0.4987742174653322,0.4462941651116908,-0.48981881817982553,0.30269114494835475,-0.30260479842879795,0.18336824574882274,0.030061493626035198,-0.27875986648311146,-0.37827204396114605,-0.3931162840517772,-0.27639152722662547,-0.41269691009205195,0.14596852793740528,0.11808383006386797,0.1351531230977743,0.19368943195206945,0.08487978154514302,0.08576056068948852,0.11439026979223835,-0.3042157316196937,-0.2764878592857847,0.0702883887762943,-0.022582494947307626
50-64,0.15754085186741143,0.1161750168347652,0.037915936267620236,0.28925176016746734,-0.2609123183050449,0.42058292454234214,-0.4592885813807323,-0.3920366686261991,-0.5212282317693128,-0.26943322757157256,0.44063956051501874,-0.4964150470804706,-0.0875739193922634,-0.045116220014021775,-0.045116220014021775,-0.34820525180819595,-0.04511622001402177,-0.04511622001402177,-0.04511622001402177,0.3715912408196151,-0.2634085233539038,-0.25114687173148637,-0.01592151646331916,0.35534170254900155,0.3435158135239656,-0.06287803760293731,-0.04985808244422485,-0.04145958310352868,-0.020465446705666784,-0.1350904432688841,-0.07772625593969174,-0.044226022176951665,-0.829320136419775,-0.059113550621411895,1.0,0.925603230625603,-0.27573287657149964,-0.6728694898644131,0.6624652886807957,-0.6608866286208861,0.6453206471084311,-0.033161814764990326,0.26369391198754316,-0.5314037036571106,0.578021103359802,-0.39387329428818113,0.41384978422339486,-0.717645414546981,0.6941271134784059,-0.5923132372011424,0.6943823335681466,-0.42135655165934893,0.48371329527757595,-0.5966297110005364,0.5675607180368452,-0.5923743354849291,0.5962612810801625,1.662260074813356e-15,0.5756617967651466,-0.058986300722238434,0.1476469507124361,-0.6026361039171291,0.5645573261451002,-0.22011749799585725,0.15080891349510323,-0.170264494511576,0.11531105574031272,,-0.30009802527802126,-0.7198355207869095,0.7185229747448789,-0.6762294251517806,0.701389839369435,,0.6026709522737963,-0.6627229395246826,0.6772738248525495,-0.6216684547831459,0.6716795145893323,-0.5658804760037787,0.6814107892151775,-0.27347483199500194,0.27609964974471685,-0.24659858938844076,0.2512924150680046,-0.11315673011472788,-0.030991471154221698,-0.5556699171449013,0.5940382341042103,-0.5039303030348796,0.5688319179834517,-0.23176452428001398,0.5337067150787235,-0.5942076301564151,0.41717311176340716,0.6558751924804245,0.6883601050367074,0.7011444926719355,0.4540466945949458,0.37241101939605115,-0.07735972526007022,-0.04439548830806233,-0.14151103171532636,-0.7583823026731367,0.004166490151673431,-0.004038785652865736,-0.14257444803413188,0.3621228964404951,0.29570240281092347,-0.10463564251178939,0.30690128343102374
65+,0.11936570772753329,0.25830871818496093,0.001282817912923841,0.21484376737095784,-0.2575892454219828,0.4349622012551566,-0.443997460880151,-0.4060613226279637,-0.5640057658168071,-0.38379975070825434,0.46211505576563816,-0.5421544799563731,-0.18334375046173326,-0.12630731944407667,-0.12630731944407667,-0.45397650561994746,-0.1263073194440766,-0.1263073194440766,-0.1263073194440766,0.3307593694362127,-0.3003669844735921,-0.1871425860798162,-0.07380040039775113,0.38510133501533167,0.38182048902141524,-0.10078152694423526,-0.08895969403530288,-0.08210254307583788,-0.05386082079486442,-0.17215418297309126,-0.13402275854030843,-0.06302734744495304,-0.8076833513756172,-0.1628925451994837,0.925603230625603,1.0,-0.28209628134554676,-0.7843560730684499,0.7842654084556326,-0.7691661148779773,0.7557863255260199,-0.11064988019997743,0.3904809082498005,-0.5931310877611438,0.660806680299709,-0.4654469251684792,0.49244232959179784,-0.7802395668532545,0.7674387524951568,-0.717388026018144,0.7556450541636839,-0.45923402449875694,0.5162762168336559,-0.6704191430501907,0.5645807142076104,-0.6762829850321253,0.6879880670237821,-3.3975323471879087e-16,0.6520208996879738,-0.01714018845602617,0.22058181912883543,-0.6781458384334274,0.5635625452406877,-0.23346831425089334,0.15888109434991254,-0.17677471262136393,0.11899597973784473,,-0.36890278870497767,-0.8055557618761243,0.8036982627992234,-0.7636454001040671,0.7930321716244626,,0.6263658862280963,-0.6813939716670115,0.7024708777384899,-0.613950174902927,0.6936383584086385,-0.6291511784555175,0.7133473109771035,-0.45201536549190646,0.3966173477787179,-0.41851736263223066,0.39101662550575556,-0.2913434783181654,0.16467671510600299,-0.6833522520442239,0.7306089226515656,-0.6284104299435823,0.7128471556212123,-0.33064462581812776,0.6323208040097664,-0.6463360724421159,0.440384516491567,0.7226682127090481,0.7508264454364828,0.780486619883032,0.4944888065142883,0.40625434482449635,-0.11548000252006121,-0.08521998043175137,-0.17798376085217382,-0.7342179648894999,-0.0709228723609508,-0.08896123079544552,-0.15731301568825845,0.3866551865842949,0.2991257141096411,-0.06696935516692107,0.2111093707503993
Total_pop,0.3240910632947538,0.011443659120089626,0.015560027043520667,0.29511365811859586,-0.1927632489454672,0.46850473878586535,-0.3995444153349723,-0.33203532922861717,-0.36458868677852907,0.03356570688549088,0.48330082405830055,-0.31056512758487126,-0.30898400977767376,-0.2851511466289924,-0.2851511466289924,-0.2910603002018804,-0.28515114662899227,-0.28515114662899227,-0.28515114662899227,0.38575448317887956,-0.15765345394089245,0.5408918589490788,-0.6291638766595833,0.5193775389437295,0.5092075976497635,-0.6220853999015477,-0.6189822202443789,-0.6329369064004375,-0.6489410810996431,-0.5832849307579769,-0.6091916865372536,0.5231147249881551,0.011020964179596643,-0.23293986558598426,-0.27573287657149964,-0.28209628134554676,1.0,0.33717923068694217,-0.3610069997479409,0.3094293264325092,-0.3467710195078902,0.04413568881269715,-0.09237750771561275,0.22903595494825077,-0.30753149554675957,0.3904584299587831,-0.3761652300662553,0.49075599041730306,-0.5272903829270896,0.26689676233340126,-0.4788767924293148,0.08972830344715059,-0.1935685177780415,0.8032845575003931,-0.8491776793563696,0.4159779193400115,-0.4195227947650732,5.194476866324812e-16,-0.3870400320263364,-0.23400685141029354,0.08034982260336199,0.8009540322650498,-0.8440045062371816,0.37778259990349167,-0.26302338386171525,0.33320322598367796,-0.2747285992334733,,-0.07357628658660952,0.20046327523052898,-0.2120960829193082,0.2546281616821542,-0.25143398014268853,,-0.11635936300087595,0.5713224884341617,-0.56280454645678,0.6329873634114936,-0.5767276738874244,0.22639892944986387,-0.33561398300075185,0.24124139763023358,-0.2853283264837818,0.21627343949378883,-0.30102257513738984,0.06484255521208868,-0.23740856395427568,-0.16149484211521747,0.1274192294080232,-0.19209958225697804,0.1365039341753836,-0.23918162854437375,0.15103997274793418,-0.21949762670837966,0.2762681272370926,0.175275896866298,0.1528932691235943,0.13953419880550708,0.6425268326626563,0.503893200437797,-0.6133007062159894,-0.6295534366790225,-0.5789812606226534,0.033860216623418975,-0.7382694411557137,-0.7347132306036276,-0.14117197992305422,0.5295565032739954,0.24033234768531234,-0.2158789256807352,-0.6287236488492808
