,time:Treat,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodPT30pct,FoodCyct,FoodCyc15n,FoodCyc30n,FoodCyc45n,FoodCyc60n,FoodCyc15pct,FoodCyc30pct,FoodCyc45pct,FoodCyc60pct,FoodCart,FoodCar15n,NUMPOINTS,PointsDens,NearestDist_mean,NearestDist_median,NUMPOINTS(500m)_mean,NUMPOINTS(500m)_median,NUMPOINT(1km)_mean,NUMPOINT(1km)_median,NUMPOINT(2km)_mean,NUMPOINT(2km)_median,0-18,19-34,35-49,50-64,65+,Total_pop,IMD - Average rank ,IMD - Rank of average rank ,IMD - Average score ,IMD - Rank of average score ,IMD - Proportion of LSOAs in most deprived 10% nationally ,IMD - Rank of proportion of LSOAs in most deprived 10% nationally ,IMD 2019 - Extent ,IMD 2019 - Rank of extent ,IMD 2019 - Local concentration ,IMD 2019 - Rank of local concentration ,Income - Average rank,Income - Rank of average rank,Income - Average score,Income - Rank of average score,Income - Proportion of LSOAs in most deprived 10% nationally,Income - Rank of Proportion of LSOAs in most deprived 10% nationally,Income - Scale,Income - Rank of scale,Employment - Average rank,Employment - Rank of average rank,Employment - Average score,Employment - Rank of average score,Employment - Proportion of LSOAs in most deprived 10% nationally,Employment - Rank of proportion of LSOAs in most deprived 10% nationally,Employment - Scale,Employment - Rank of scale,"Education, Skills and Training - Average rank","Education, Skills and Training - Rank of average rank","Education, Skills and Training - Average score","Education, Skills and Training - Rank of average score","Education, Skills and Training - Proportion of LSOAs in most deprived 10% nationally","Education, Skills and Training - Rank of proportion of LSOAs in most deprived 10% nationally",Health Deprivation and Disability - Average rank,Health Deprivation and Disability - Rank of average rank,Health Deprivation and Disability - Average score,Health Deprivation and Disability - Rank of average score,Health Deprivation and Disability - Proportion of LSOAs in most deprived 10% nationally,Health Deprivation and Disability - Rank of proportion of LSOAs in most deprived 10% nationally,Crime - Average rank,Crime - Rank of average rank,Crime - Average score,Crime - Rank of average score,Crime - Proportion of LSOAs in most deprived 10% nationally,Crime - Rank of proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Average rank,Barriers to Housing and Services - Rank of average rank,Barriers to Housing and Services - Average score,Barriers to Housing and Services - Rank of average score,Barriers to Housing and Services - Proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Rank of proportion of LSOAs in most deprived 10% nationally,Living Environment - Average rank,Living Environment - Rank of average rank,Living Environment - Average score,Living Environment - Rank of average score,Living Environment - Proportion of LSOAs in most deprived 10% nationally,Living Environment - Rank of proportion of LSOAs in most deprived 10% nationally,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,Total_car,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,NNI,z.score,p,expected.mean.distance,observed.mean.distance,Employee,employee/pop
Employment - Proportion of LSOAs in most deprived 10% nationally,-0.25181461377025255,0.010141623537765182,0.096867955663382,-0.23441734854925358,0.05102622892168499,-0.43869550754523273,0.4870455710757666,0.12383673623862981,0.29505531542340524,0.05590169943749475,-0.44209804377230355,0.23791321193159432,0.06520901314704383,0.05590169943749478,0.05590169943749478,0.14902581524952035,0.05590169943749477,0.05590169943749477,0.05590169943749477,-0.4597437450897645,0.15293434661905272,0.10831335586021709,0.2669300878818845,-0.42102945054604307,-0.4065315553037136,0.3065324836045685,0.36806079660838636,0.3000491250987726,0.31455575773358885,0.34650599818611766,0.32750038298392875,-0.446502636013719,0.24666682629939352,0.16287119505184758,-0.058986300722238434,-0.01714018845602617,-0.23400685141029354,0.08342215496323038,-0.09113285741004101,0.09538632720718151,-0.12225508274544036,0.16035674514745457,-0.376973885440403,0.1797094385264232,-0.16497665378607054,0.256021639043658,-0.28774981317446524,-0.008524333745638362,0.012153054353672213,-0.03922322702763682,-0.10276168666387743,0.36701263719668964,-0.41171916413218596,-0.13015105592947326,0.04637388957601684,0.0349805415854903,-0.031327592942439565,1.2190393988113545e-17,-0.13088650309204244,1.0,-0.740004062835629,-0.06460227695481864,0.005716861930591009,-0.24481486425138602,0.2342650890406364,-0.24927341676276735,0.24181656252141046,,0.09275775364032963,-0.006602043605718438,0.02125297250823265,-0.13393929112503836,0.11649653269095771,,0.016375539600111285,0.12161117935769808,-0.12460629586191772,0.10533737344533932,-0.11923104575513109,0.2152071155052792,-0.2097514686816341,-0.05936955247138035,-0.007613280470270872,-0.10710269985880547,0.06378638821385586,-0.1707723806125172,0.20647775061288887,0.3971104068818859,-0.31412987090526423,0.425562090393051,-0.3263522773625249,0.5878033859317421,-0.4179545399395797,0.3973327309317672,-0.44325152780482446,-0.34973430883795564,-0.33324009079335926,-0.26697574217393955,-0.33902224241446477,-0.42300523419744795,0.31780546532866205,0.3036265606855668,0.3553582808993098,0.4999656543768883,-0.010197192833276776,-0.0154619556424377,0.2195836453047864,-0.3969598376298309,-0.3999122969385312,0.47895913556304986,-0.019548929959750428
Employment - Rank of proportion of LSOAs in most deprived 10% nationally,0.15639717314417295,0.17516169749100455,-0.0472998506095447,0.02546972816252509,-0.0631017329514741,0.3627387612188066,-0.37983927257881545,-0.25687026008484115,-0.3812207556734724,-0.12506448863746744,0.4032168347789458,-0.3868835449613905,-0.17309229305238596,-0.1491153518369805,-0.1491153518369805,-0.1828840349378326,-0.14911535183698046,-0.14911535183698046,-0.14911535183698046,0.34029859947667906,-0.22856079651827063,0.026107005920472343,-0.13647167153793674,0.35046917891177,0.36439091364972775,-0.15653077815368518,-0.19809600700084581,-0.14307636460896642,-0.15013603796791053,-0.19818127624056464,-0.18346348187027373,0.26527682171396294,-0.24202801802390583,-0.35366010673091736,0.1476469507124361,0.22058181912883543,0.08034982260336199,-0.3699234956486415,0.385193566435954,-0.3918077802493607,0.4091012525733334,-0.5266318454825,0.7002074630019448,-0.4309597729216164,0.46073353341122936,-0.5468889102353915,0.6014308112899424,-0.27531043666548277,0.28318061785469867,-0.28687843318929246,0.37517734587837376,-0.6290801843419042,0.6834141148923283,-0.1543863842585188,0.18151831017711012,-0.3458592391281679,0.35420296752772,0.0,0.449643776452747,-0.740004062835629,1.0,-0.22663254639448052,0.2237796163558275,0.03382914485897779,-0.06111598777877537,0.04470606112455475,-0.057483141715294186,,-0.13578569317893857,-0.2135017496871374,0.20685241797787796,-0.11182921470791135,0.1262412239442829,,0.09528807437278448,-0.36144182961553867,0.35636130312714953,-0.3207854834926177,0.346581470021441,-0.3986799943636509,0.3935520454672187,-0.19868195361987157,0.1560256042325349,-0.16721824377760142,0.10252638736360141,-0.14167666201600426,0.05495751000767886,-0.5121449065137217,0.4455499241553595,-0.5084503637368174,0.4546517670709211,-0.5327186058917864,0.4642791490002072,-0.46149553168317986,0.4327875930878484,0.45373618146519457,0.4421177122373329,0.39970751500258694,0.36201748939704415,0.3558962087797854,-0.16769743343912302,-0.1471349811727439,-0.20621437583305546,-0.5749503296339099,0.016834414469263856,-0.010811472741468655,-0.2227222945946297,0.3924643917187574,0.3937510901305584,-0.26604337475418627,0.12446252979736369
Employment - Scale,0.0679752605519925,-0.2949855823169594,0.08764527558934525,0.13946288591098568,-0.007910531967285276,0.027631902105270837,0.017206456531567757,-0.06832904238267316,0.0622066907740429,0.11385478291528478,0.037493867888759205,0.07597314808547372,-0.05460422372751182,-0.066203792224511,-0.066203792224511,-0.02422112453143367,-0.06620379222451098,-0.06620379222451098,-0.06620379222451098,0.05148454014297255,-0.005987733408369988,0.4595327716511975,-0.3031857131531799,0.11414279574729945,0.10991952204511739,-0.29458314688204207,-0.31791736974558676,-0.3084211684800259,-0.34067092785131,-0.2222954760603688,-0.27769306054754517,0.34461435613173425,0.4345178461176799,-0.17874463862643541,-0.6026361039171291,-0.6781458384334274,0.8009540322650498,0.790972737530755,-0.810478246719717,0.7753053068417729,-0.8009262847122296,0.2339358277366584,-0.4573683472449059,0.6581679165179157,-0.762437744977938,0.7298188742739231,-0.7372181639584361,0.8608387341667664,-0.8802708489058911,0.6899233914760753,-0.8639445054116356,0.4792225659028711,-0.6088371741363707,0.9835827849539484,-0.9188070416895071,0.8259437151584269,-0.8350464319839026,-5.86359016630958e-16,-0.8141024990749824,-0.06460227695481864,-0.22663254639448052,1.0,-0.9265843551946658,0.5374166664905051,-0.41405356325036086,0.48685420421405257,-0.4164634912852004,,0.013341308196279223,0.6748208463423301,-0.6799294744976843,0.683656386401747,-0.6883799185233267,,-0.45676415992750796,0.8012995417030904,-0.8162129385534794,0.7848171414229944,-0.8183508478070645,0.5911596847705086,-0.7266901834808503,0.5062132395533898,-0.4808880975981691,0.4629834575066803,-0.48546942968893764,0.2988083090384002,-0.3405291219719876,0.277008703926189,-0.29825030557574267,0.2432676717428603,-0.2922654513798124,0.09308626455621744,-0.3047424222105684,0.3025326203441444,-0.20171525032513146,-0.34588030532616354,-0.3427772997139494,-0.34718540238357554,0.1265622345435005,0.09389453510391366,-0.2800245312324713,-0.30298356438162594,-0.2150504382372699,0.46333466546723967,-0.42242931668075306,-0.4112047002226073,-0.012858480114004032,0.09837640421282308,-0.04715956632463474,-0.05653942536100985,-0.47423020172129027
Employment - Rank of scale,-0.2214231740175374,0.07999026536746076,-0.09616234544152907,-0.23133456307914235,0.1773924414818685,-0.16561842196379387,0.09917802995858181,0.10534514406346379,0.03580158960413895,-0.050757188405752815,-0.15219301194437573,0.021304691726940043,0.07182101076603511,0.07331593880830968,0.07331593880830968,0.07952821580851181,0.07331593880830954,0.07331593880830954,0.07331593880830954,-0.06539680347577229,0.05694495187983543,-0.45430643471811233,0.5443306657371639,-0.26093361088413164,-0.25938259492171434,0.5112556508534366,0.5087462762789265,0.5302321742071959,0.5511925800246946,0.4382743987446925,0.49336923451707926,-0.4665280493973989,-0.28726674912546457,0.17134649027542787,0.5645573261451002,0.5635625452406877,-0.8440045062371816,-0.683671550599501,0.6990060920518101,-0.6651485186194757,0.6977405890712312,-0.17674157268076102,0.37141596960462353,-0.5832778209057667,0.6716178952086787,-0.7088991698290461,0.7051635679842891,-0.8146172594188574,0.835116560007941,-0.5313351162677332,0.8278713408761446,-0.3984036665703297,0.5386967129161002,-0.9054398583299909,0.9924467806601842,-0.768814758870829,0.7674674371095569,8.059863923913157e-17,0.7661039636933747,0.005716861930591009,0.2237796163558275,-0.9265843551946658,1.0,-0.54992379902142,0.4158052954742259,-0.4969938181657889,0.41955492716232656,,0.022962045443307343,-0.5637286672395195,0.573065248443985,-0.5721096462161053,0.5757366825273998,,0.35341164294718025,-0.8758401261023188,0.8669497943192254,-0.9013466882040178,0.8761892725235169,-0.5178155007337539,0.6730709829014428,-0.3467451181800366,0.36434801043201376,-0.3109298619751411,0.3578571623612979,-0.12331385886747476,0.2076107796796667,-0.12068886258057902,0.12929960683061914,-0.07878593133344496,0.11814362821457405,0.02880334971176288,0.1361043203090488,-0.10711648844191,0.0061743563237603915,0.15925444217429013,0.17381352484509474,0.18038749058390707,-0.27296557087733975,-0.2471011932195962,0.4984694464432496,0.5262580820332713,0.4301189540188389,-0.4194515169532384,0.5147534057367006,0.4928093175970981,-0.03704047059104383,-0.2457084603250525,-0.10379331164632438,0.15682575895235798,0.7285492959478413
"Education, Skills and Training - Average rank",0.057409295521159205,-0.17671234895857033,0.09902543157187724,0.5215902749892409,-0.30213655204066464,0.3070459279395232,-0.3625798782159816,-0.201543133587977,-0.19018528260760745,-0.3031865180023748,0.31119574752290174,-0.27093696417679636,0.18733951759036266,0.17303141351966894,0.17303141351966894,-0.18537891760305306,0.17303141351966894,0.17303141351966894,0.17303141351966894,0.26313906936301623,-0.26036754082429747,-0.15501062171327734,-0.3900696123335559,0.47593042587134776,0.47277419702382495,-0.4358783558734059,-0.509252662155142,-0.4252150570143669,-0.44642445468491454,-0.4132905390723069,-0.4501242137575123,0.6342314821999008,-0.01911705304683998,-0.5743837011460506,-0.22011749799585725,-0.23346831425089334,0.37778259990349167,0.6227512494852141,-0.6074189509408183,0.6266976383267423,-0.6208179168612719,0.10921807144323323,-0.280676306757156,0.635403576285989,-0.631249917031419,0.5618683685049598,-0.5616442544185519,0.6763152867357175,-0.6577949732102706,0.5480495833649562,-0.633519955958437,0.10031138415571492,-0.24625620133763287,0.5975612912840307,-0.590324320463462,0.7133747978572557,-0.7052462977044054,6.66054844087847e-16,-0.6646133752878745,-0.24481486425138602,0.03382914485897779,0.5374166664905051,-0.54992379902142,1.0,-0.9704675468129704,0.9915949471244686,-0.9662863562828858,,-0.34923980757461287,0.5388124348180069,-0.5452720181285999,0.6164732453605634,-0.5793708980712735,,-0.1329125030813297,0.5103004095528377,-0.5168888019922777,0.48873502473411645,-0.5166067235820511,0.2525949453706597,-0.4357226798325731,0.42155128184316865,-0.34777754005846095,0.4761991229623236,-0.3519724154267387,0.4137925805396098,-0.3578171901108415,-0.21214584012046303,0.20266546410882205,-0.23663382805647373,0.20003907973258633,-0.27559924845142464,0.1460501741507167,-0.09668291144100875,0.08940843253572793,0.08189076650953164,0.1322838436533353,0.12826251248955525,0.1758556333789581,0.47440257248402473,-0.4336846845109671,-0.42367135453312377,-0.41287626219634826,-0.06247313123492625,-0.008312713916766827,0.01305128238184227,-0.05266381876120651,0.3493448917367119,0.4468441843376725,-0.2652222614879917,-0.2973246682624665
"Education, Skills and Training - Rank of average rank",-0.041265992961365884,0.15988487462392706,-0.08669286745273166,-0.5220964082919386,0.3004656190828853,-0.2912210110289558,0.3657179018725943,0.18360775629832587,0.17377903442075007,0.349505235133621,-0.2969073548693236,0.2785750778573124,-0.19884575656242706,-0.17857931722155826,-0.17857931722155826,0.1925967621211589,-0.17857931722155823,-0.17857931722155823,-0.17857931722155823,-0.2656095212172146,0.29028852294837204,0.26741310676763597,0.35358088027450585,-0.4561371746523916,-0.4644544902941303,0.4022618273587413,0.4749225088156477,0.38941022693886906,0.401942359602022,0.3908549165626143,0.41404682500313345,-0.6257792443903889,0.08526124681105104,0.5525713825661523,0.15080891349510323,0.15888109434991254,-0.26302338386171525,-0.5546998490267092,0.5340009335898812,-0.5709733844143154,0.551325926444266,-0.13294456502096189,0.2807085136056803,-0.6183014311348933,0.5784648015360039,-0.47379486873464444,0.4872586694362511,-0.5779833303756771,0.5479836016508215,-0.5190980851765373,0.532621867371453,-0.057616592254638166,0.19071424846913523,-0.48875923062847537,0.461691060653364,-0.6230238923868684,0.616256405449081,0.0,0.5771075165838793,0.2342650890406364,-0.06111598777877537,-0.41405356325036086,0.4158052954742259,-0.9704675468129704,1.0,-0.9799071352512237,0.9902246116962807,,0.3784389672796858,-0.45682494550863234,0.46397442031619673,-0.5194636804696915,0.4971309348219682,,0.08052319634031717,-0.4246899268195183,0.4348731239260949,-0.39669704418694074,0.431879764020486,-0.15425067522877856,0.3522189876076904,-0.3930281455714535,0.26881694468952033,-0.48205982486125154,0.2858852270338195,-0.45848589685017155,0.3653147722716587,0.21796779898105031,-0.2126905330528952,0.24222926358252356,-0.20772836467017536,0.2755662010171779,-0.17622587754156302,0.12045749991357635,-0.1173718297190132,-0.10341434492070113,-0.147156309235038,-0.13850693406641154,-0.13572760884518445,-0.45894992505674137,0.4026866114197838,0.3888975362206143,0.3923627983673423,0.1296950810373059,-0.0631647482654208,-0.08262737109723861,0.058901527990090935,-0.335063830727956,-0.46397543636593935,0.28118630893798024,0.2242852729810612
"Education, Skills and Training - Average score",0.04741940714129763,-0.1662383876089357,0.08462957173724697,0.5185924120234406,-0.2934595549938661,0.3234027678411795,-0.3840970642175541,-0.22975469326345876,-0.2218575124708881,-0.34045387770828633,0.3304202482381277,-0.2958367856039441,0.18310157342405306,0.17164243849968128,0.17164243849968128,-0.23836341536951952,0.1716424384996813,0.1716424384996813,0.1716424384996813,0.2903101948828837,-0.31795430616117004,-0.18831993377642406,-0.378324373823592,0.480127613991933,0.47606883184131643,-0.425354893017868,-0.5021295113843384,-0.41387449975131496,-0.4309433951885719,-0.40846812232928625,-0.44245151347538986,0.6299508377520094,-0.06870399269227281,-0.5615527261392625,-0.170264494511576,-0.17677471262136393,0.33320322598367796,0.5850172876007571,-0.5671075299271571,0.5984522873602737,-0.5878180864445649,0.15710353596180654,-0.30136680843464014,0.6365812750082583,-0.6183275335060211,0.5400322219432564,-0.5465820277795593,0.6307032571122176,-0.6081318570218434,0.5221185371090774,-0.59153888386853,0.09221618318661415,-0.24567532449366225,0.5520920408688451,-0.5389076526218536,0.6796598647776787,-0.671336005497625,5.338306819899601e-16,-0.6366047585368475,-0.24927341676276735,0.04470606112455475,0.48685420421405257,-0.4969938181657889,0.9915949471244686,-0.9799071352512237,1.0,-0.9874453291289496,,-0.38542608819047675,0.49707787602912107,-0.5032841975950401,0.5733570682239997,-0.5363091564445318,,-0.1122949475291203,0.46904381365328934,-0.47625741248588094,0.4455159629672511,-0.4753578033762442,0.23164902809106866,-0.40553431759384545,0.40265558828369635,-0.31524241058557334,0.46384368603621684,-0.32145167608927006,0.41786373945195704,-0.3566121561306005,-0.2351756751178093,0.228096073573405,-0.25843396534339724,0.22319202507615205,-0.2948430352759098,0.17963206285413313,-0.12032272792154283,0.10581779875949777,0.10812115995156084,0.15879709762166,0.15893129849766888,0.18434894765174537,0.48094301880407164,-0.42567712552990994,-0.4128903966465873,-0.40894560691167836,-0.1070383018867981,0.015843176751627646,0.03301100551163599,-0.05933528899163102,0.3662029999787627,0.47276810752298803,-0.26842945574489785,-0.26541191133178355
"Education, Skills and Training - Rank of average score",-0.04757279267205668,0.16435376222412834,-0.0928631867989162,-0.5311613017403622,0.30877791460353,-0.32616154469374525,0.39746897874186765,0.21758033405777852,0.22525711526121434,0.37401573743181504,-0.335863965475341,0.3050209860240743,-0.1912592073093514,-0.1757902364998437,-0.1757902364998437,0.2619283247889366,-0.17579023649984335,-0.17579023649984335,-0.17579023649984335,-0.3071189481952934,0.33818908090552396,0.25139728386537114,0.36490614969819235,-0.47962816441603945,-0.4832944853610144,0.4126671771024268,0.49407113109641143,0.40002610586795806,0.41132858439026104,0.4024513494890304,0.4287802228821365,-0.6203444992775393,0.11841841041931342,0.5457086168149384,0.11531105574031272,0.11899597973784473,-0.2747285992334733,-0.5310211364910292,0.5129083729089,-0.5522086519985547,0.5363074416723755,-0.18614549388788304,0.3052002711546611,-0.6135860041202077,0.5785117343031185,-0.4828431379118236,0.49905514571212334,-0.5635317041798107,0.5364514776870644,-0.4991489276618515,0.5251215365681444,-0.07204390198457236,0.21635281680780788,-0.4900870472707372,0.46421650377245743,-0.6176869694519456,0.6115000378255661,-1.9278372736562227e-16,0.57894705245877,0.24181656252141046,-0.057483141715294186,-0.4164634912852004,0.41955492716232656,-0.9662863562828858,0.9902246116962807,-0.9874453291289496,1.0,,0.4067859085638927,-0.43116819427623293,0.4386904381253514,-0.5016618461561562,0.47217800672601123,,0.06517990317120659,-0.4129480924113549,0.4212503400878306,-0.3885762168734368,0.419237664264537,-0.16740212392357293,0.34246734936424494,-0.3726564727641438,0.25771789702354847,-0.4523266154100841,0.27358865610861505,-0.4288174142328928,0.3570601491589852,0.24644615108095883,-0.2411552802408319,0.2711037858191363,-0.23512598742866658,0.3062933573024075,-0.21044033497661405,0.1467038074517428,-0.13414888663540914,-0.13267639237111598,-0.17925641466275813,-0.17700642965275876,-0.17770632086613505,-0.483153915470731,0.41498137983585326,0.39979071688351087,0.40427728720750566,0.1541570638585026,-0.034681990594281925,-0.05523056963776694,0.0674632736595943,-0.3630989553074701,-0.4747787047740276,0.28423592538966996,0.22859440309875284
"Education, Skills and Training - Proportion of LSOAs in most deprived 10% nationally",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Education, Skills and Training - Rank of proportion of LSOAs in most deprived 10% nationally",0.09277596821876517,0.1343737596174819,-0.10157285760414915,-0.13187444817456004,0.09602312998021127,-0.2364651400845852,0.2607473867863531,0.48996417114786356,0.41670168605172725,0.9106711338276188,-0.24275867803297443,0.5400461434772434,-0.0604864157662251,-0.05185316064498893,-0.05185316064498893,0.248844792832578,-0.05185316064498884,-0.05185316064498884,-0.05185316064498884,-0.11431694397536138,-0.024245214443095943,-0.026549383360748774,0.1523547414585396,-0.28450870598455663,-0.25153768973907625,0.15343915387095902,0.22191320252701724,0.14682358500588533,0.1470607847350106,0.1621844693921776,0.17471684103536184,-0.06609816391007506,0.2455626752145617,0.437144382322663,-0.30009802527802126,-0.36890278870497767,-0.07357628658660952,0.0977835371437604,-0.10103493212393845,0.09186480712548435,-0.0759817974228573,0.07282224777758102,-0.07157006654555531,0.02962450071193494,-0.022471849231759582,-0.05190208256562368,0.03669527982142791,0.08264039367257744,-0.08379294483015821,0.16895162582493334,-0.07651844286537839,0.0565118245214038,-0.05289529181540639,0.017685977897020505,0.01910875456713308,0.004396570480390332,-0.009871624692950508,-1.4589434762580676e-15,-0.007130679556704574,0.09275775364032963,-0.13578569317893857,0.013341308196279223,0.022962045443307343,-0.34923980757461287,0.3784389672796858,-0.38542608819047675,0.4067859085638927,,1.0,0.016588870896043377,-0.011298379563826849,-0.03110830031206414,0.002037188554294346,,-0.05578611576292577,0.028427840001606225,-0.01699905281412227,0.01678038679734375,-0.016361645909238748,0.14751425915215477,-0.09131822983859063,0.20837756689623188,-0.22271276871780965,0.18214357161303396,-0.23095054163058934,0.137034943674018,-0.1263856658535518,0.4174463220847971,-0.4833448430641461,0.36297135239883194,-0.45774922523794703,0.14312371936067136,-0.23818784859488554,0.2383488015677663,-0.12889074943889522,-0.2778610565433899,-0.3153339042683376,-0.3682932989804056,-0.2813068868214411,-0.289880269332653,0.15583155137427812,0.14248645197802362,0.16089636709083813,0.24367981464689323,0.06341944290568866,0.06141571154018034,-0.016634191924713455,-0.1594557537408185,-0.1390695615143675,0.104163169119481,0.05757227900095074
Health Deprivation and Disability - Average rank,-0.11482985603206636,-0.42872022481049854,0.014219839988667486,-0.0737286871813705,0.2470752744150749,-0.3979703762479989,0.38284331783559145,0.11968004767796189,0.42565744671296457,0.0855286417193028,-0.41097211310637466,0.30530252796402585,0.29130212803556416,0.25790614433926234,0.25790614433926234,0.31403887105678335,0.2579061443392623,0.2579061443392623,0.2579061443392623,-0.3825394857406084,0.1234916045744732,0.16055669635281553,0.11240048810001352,-0.296626796082082,-0.29975834111659,0.11578297800707608,0.07169724522781076,0.10705696617572703,0.07098370775100823,0.18617399345503005,0.13825819151937557,0.08606095406825852,0.6698979768775566,-0.07738017692258796,-0.7198355207869095,-0.8055557618761243,0.20046327523052898,0.8706261097428302,-0.8629503373232241,0.864279753902558,-0.8559297697009173,0.05258751602697722,-0.41657063553981577,0.758997028868094,-0.814841287517932,0.6581796241245479,-0.6590101456218445,0.8258112922740528,-0.8025792898510057,0.7394519188822991,-0.8031251815695416,0.46041442343206596,-0.5389330989230461,0.6438344943151465,-0.5432527628623207,0.8454538183798121,-0.848493777485467,8.54736488592612e-17,-0.8162774308419583,-0.006602043605718438,-0.2135017496871374,0.6748208463423301,-0.5637286672395195,0.5388124348180069,-0.45682494550863234,0.49707787602912107,-0.43116819427623293,,0.016588870896043377,1.0,-0.9985977398451696,0.978512022140053,-0.9890288838353071,,-0.6719999004014169,0.6739604080489708,-0.7057105664210855,0.5834169461518274,-0.6946792039164372,0.6589744699565847,-0.7645863556376296,0.4860356689109995,-0.4539586099243622,0.4403970125736257,-0.4547012579868027,0.3267752457643131,-0.24350903651090908,0.4839529129626533,-0.48719556659217156,0.46841236597295843,-0.4869519661095775,0.30629598953235737,-0.5550612338401231,0.5935223896350529,-0.46629016360018044,-0.6372448694454693,-0.6235887306737723,-0.6134954835558403,-0.41784461639890197,-0.3078568254814772,0.1265255376901677,0.11129290203063442,0.19367852429214297,0.605690395333672,0.22720175002112264,0.2279221013889305,0.15204955704378234,-0.2942463562035431,-0.1418388054541713,-0.015255477364339612,-0.1251655294952919
Health Deprivation and Disability - Rank of average rank,0.104864579137244,0.44742386005522117,-0.010277120495628332,0.049089781927729934,-0.24530645302080287,0.3875119426449693,-0.37028274597422567,-0.11728192932486878,-0.4235374605594442,-0.07679793668066455,0.40160040063393415,-0.2968565731062068,-0.3038106722309619,-0.26898690865704944,-0.26898690865704944,-0.3081528205104657,-0.2689869086570492,-0.2689869086570492,-0.2689869086570492,0.37579075820678515,-0.12570643455131306,-0.17194246949038744,-0.09470487569473836,0.286201744149041,0.2873155702012905,-0.09989019005691077,-0.05506646962998539,-0.08998743515019719,-0.05348992470845822,-0.16919065478270592,-0.12164304571544474,-0.09179337879622308,-0.6645223816110536,0.07469617558612227,0.7185229747448789,0.8036982627992234,-0.2120960829193082,-0.8636626344603445,0.8582344390131769,-0.8564123447349133,0.8494383750540034,-0.04674013494145762,0.4021898785418244,-0.7495127215194282,0.807674292495464,-0.6538754354574828,0.6538668392139425,-0.8238427476663297,0.8024614389914682,-0.7402240334140265,0.800410939878656,-0.44857257102972287,0.5281656386002377,-0.646844077214833,0.5511683393755553,-0.8433537149047058,0.8467423918096777,2.4969419189925212e-17,0.8138684085847369,0.02125297250823265,0.20685241797787796,-0.6799294744976843,0.573065248443985,-0.5452720181285999,0.46397442031619673,-0.5032841975950401,0.4386904381253514,,-0.011298379563826849,-0.9985977398451696,1.0,-0.9788035110660718,0.9917911984338807,,0.6650678601707669,-0.6796679262180171,0.7104122563437201,-0.591081948104116,0.6998538006422403,-0.6463447084439239,0.7586195542933137,-0.4657915211529907,0.43148679703122106,-0.42403957860539726,0.43440160165323005,-0.3122313340142451,0.22921777274220498,-0.4740708314905155,0.47705923652232923,-0.45761680317711917,0.4767833629993178,-0.2925430770984601,0.5402353625121232,-0.5791431914622597,0.44802742068960466,0.6258043841334183,0.6139886475021529,0.6042490354948058,0.40539190278181314,0.29683247416287084,-0.11036122191932805,-0.09395377276603187,-0.17640855152875284,-0.5970833906123971,-0.21475489016779145,-0.21723932969805773,-0.1393967070725357,0.28266320601010797,0.1323711424919637,0.024595466622030836,0.14229521207337345
